"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q91XD6","Vps36","Vacuolar protein-sorting-associated protein 36","H",34744.784621105,32737.1930633293,32951.013758709,25828.7842501738,24319.2177896565,21294.0166618422,26734.5143213274,29278.3088648486,22729.9933363454,28271.7495596143,25020.9140784284,20687.3456649113,19658.2627824668,21838.1578255017,14263.7515730307,24628.1155281898
"Q91XI1","Dus3l","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like","L",26533.7704206917,28606.5809985349,27711.6799363251,38244.9745672124,33511.7329849987,38301.3756613286,36662.9550417503,41662.9953232989,41715.679319169,34041.2693469296,34157.4296970985,39873.8601500473,36524.9073893615,44064.8704981585,39005.2818593989,43955.4366658114
"Q91XI1","Dus3l","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like","H",13154.8338149882,14510.6005884425,15810.4492011441,13178.9042211485,14369.8901792821,11538.8150305196,15767.9825990774,5063.34447464577,13396.0647511836,10718.1213515481,11706.3359984376,11160.0721718025,12041.5258831431,9617.40107178996,12829.9948577335,11470.3438580564
"Q91XU3","Pip4k2c","Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma","L",160671.168111708,220946.6704275,167805.089339914,179135.493191382,199895.285439293,189759.712950287,191601.334764213,185365.757844051,202121.404265208,232841.408573105,189174.979426684,211552.497708819,238406.068398628,228313.223537019,206981.306336797,215436.9781708
"Q91XU3","Pip4k2c","Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma","H",16843.4536987667,17939.5647460877,20954.4423672474,17190.8578137439,15241.7913932685,15752.9945893367,16878.000788516,18173.3956639941,11492.0971046029,17998.1015440053,15791.3793128094,20128.8102866815,14681.3023698906,16225.7944371086,21145.3401062496,17210.5736077379
"Q91YD9","Wasl","Neural Wiskott-Aldrich syndrome protein","H",26264.0627120659,24234.4941418694,33464.8219129387,24636.1447887999,23134.8297741278,22387.3743506357,21782.8625527228,24777.1559944872,28157.746747599,28529.5087279871,26249.8510904191,28078.7664001717,22743.8560667902,26919.4580501333,24343.1076684094,21141.8886767091
"Q91YD9","Wasl","Neural Wiskott-Aldrich syndrome protein","L",120457.491037382,126873.774575112,103135.824054957,104544.856724123,118261.395501276,120995.798731243,129424.138760512,124974.505825549,120362.507056585,138410.848350256,113146.664205893,123441.636285188,128794.912951759,134722.892419794,146204.260351214,116917.970643078
"Q91YE3","Egln1","Egl nine homolog 1","L",12716.7128591398,10210.1600985958,11700.6128634561,15194.5013373241,10356.1908292125,11045.5961021703,11943.0241810532,7127.21754864835,10537.9888957056,9869.11798905452,10514.587622906,9863.44053367141,8682.90117128532,10588.7881896776,8505.73297382777,8940.73932072762
"Q91YE3","Egln1","Egl nine homolog 1","H",4925.77933992233,6019.40046659543,7339.72118284456,5209.73011798172,4952.51056219602,5969.95534731239,4567.25197183599,3111.87352113918,4302.03629674819,5032.54492536148,3203.35876200339,5593.86209653343,4529.83463492419,5565.84760408526,3039.24557900834,4721.12847451819
"Q91YE7","Rbm5","RNA-binding protein 5","H",19855.5072573757,19984.6925964719,20873.0632054881,18950.1621362779,16149.3539252407,19419.4503484004,16655.250501622,11502.6646658947,20785.8178060835,21111.7033143459,22803.9577428127,20170.0224337581,18134.8281372636,17503.1159639042,19600.4566572166,20547.6443364231
"Q91YE7","Rbm5","RNA-binding protein 5","L",10944.9561957446,7801.27214507256,9493.18737833213,9847.28470613525,7672.22638161382,9917.88028124937,7222.95804591784,6622.40351634025,9109.8836250623,10415.4259601175,12142.8982525229,10762.1312247616,8052.08185629106,7102.58775548092,8862.91164069951,8506.65930112955
"Q91YJ2","Snx4","Sorting nexin-4","H",9742.08446658024,8050.15481746347,7658.82308915564,10247.9756991099,8655.25402588934,7365.68131811262,2053.28476745937,11382.2984660077,5066.8151152191,9699.67098127432,10025.7139876121,7870.45655235531,9266.16087684893,12572.6338571826,10071.2888188825,7433.11207422777
"Q91YJ2","Snx4","Sorting nexin-4","L",93041.8761352254,108990.929869423,74797.1346574729,148143.586003994,98311.7698108809,92282.0974584556,94614.1176695173,93478.3818521058,114084.688516888,96476.6146384639,135210.653683611,136496.403683236,154023.322284609,130893.697773175,159147.197079895,125790.974836233
"Q91YJ3","Thyn1","Thymocyte nuclear protein 1","H",7526.71632896412,7981.6042813096,8715.99751664662,8825.66277579562,9012.58763641381,7724.5607858082,6998.46557800895,10937.0340273279,2766.77908866599,5206.6727897102,6159.90291630491,7626.90605737347,7098.38078919876,4992.47131414629,4421.37172472944,3885.99302899949
"Q91YJ3","Thyn1","Thymocyte nuclear protein 1","L",32483.1392572062,42297.4498530341,30695.7921662148,35925.5434649886,30655.225392802,46611.4458325875,39733.9224048632,38152.1938253913,33033.9889295975,37390.890307358,33220.8657502621,33292.8563456872,37899.3364692384,42063.736623344,29429.9288631238,36149.4342845951
"Q91YK2","Rrp1b","Ribosomal RNA processing protein 1 homolog B","L",1076522.57575909,1017953.34880884,872782.076425925,937747.685190154,873297.048402508,1013272.31025812,861396.514474577,892112.643147577,973683.645050255,1238866.70513332,1047178.74019172,1015591.38355055,934208.172126117,1045411.2099587,1030292.04952813,959855.35245188
"Q91YK2","Rrp1b","Ribosomal RNA processing protein 1 homolog B","H",39912.7070263952,36656.8463813792,39181.487912875,29200.0058586651,30792.1072194142,22601.966382682,24877.1004765335,33229.2162500123,25978.6452577878,26637.1944458893,27139.1445709634,26343.8679506559,23807.0751335807,22515.7409340853,23054.2594071763,20351.2818875303
"Q91YM2","Arhgap35","Rho GTPase-activating protein 35","H",2620.32188043867,4461.75538057,4314.35336554052,4013.54141238109,3537.94494875889,3001.78055579149,3668.03768518985,3320.11609703394,2321.79802545269,2671.62489123797,3448.4613608657,3470.15141212481,3217.03670029581,4518.33506506132,1676.58173783445,2111.29301741451
"Q91YM2","Arhgap35","Rho GTPase-activating protein 35","L",41200.1775590547,45045.4418297572,62064.5032125102,50372.1816832572,52229.4222358841,48015.2806569555,50250.722542289,43820.5368310481,40579.9102337434,36773.8493925931,40139.9494753055,47808.7494570794,30803.5736401917,37472.4281307443,34698.3646199601,40979.2563166823
"Q91YP2","Nln","Neurolysin, mitochondrial","H",1110.51896911061,1654.500359688,1141.25784269356,1452.85510389769,439.48071725846,849.841292474554,827.025771882318,495.682491279087,442.721960470386,1384.38933489667,1135.53741863297,1391.99566018369,1316.50671151059,1335.96771070738,1020.0062719954,854.632848272407
"Q91YP2","Nln","Neurolysin, mitochondrial","L",3401.20805468613,4333.49953873372,2308.92932367066,3326.66925332846,3328.4797325089,2870.03258442223,3709.85002954538,3604.2889298499,3115.28195675782,2682.65090893269,4158.84991767696,3083.37762751755,4483.25676055059,3671.02187698059,3699.04795544589,2873.63551470726
"Q91YP3","Dera","Deoxyribose-phosphate aldolase","H",10849.7125096906,9675.9081781192,10877.765141309,8509.78003960906,8822.3038866562,9099.47124590352,11167.8780709621,7398.1772497474,7170.57863741125,10079.4444775331,7399.01686973068,9008.17769648991,8202.28732002046,8225.74814085363,6792.14260506674,8208.64457440069
"Q91YP3","Dera","Deoxyribose-phosphate aldolase","L",138092.139638769,139113.362240005,154683.296957573,129127.109041373,124985.7152336,132090.716726249,138789.606130148,129923.095156243,132364.767592534,148435.162739316,135305.765285808,138783.013133939,125356.658618607,124121.68728564,116360.379362876,152131.311414996
"Q91YR1","Twf1","Twinfilin-1","H",8025.45708970103,9605.25689972836,6964.27018152861,4617.09973326742,3271.83587136477,5239.4897547841,6464.61153846951,8664.28487111535,4944.42977855052,6692.79274069591,3656.0899884623,5851.23860214742,4311.780370585,8765.88522557874,7587.67690855381,5118.31615523335
"Q91YR1","Twf1","Twinfilin-1","L",86451.0130602884,70075.2327563924,84005.4320800327,79466.6442267565,81110.5871127254,68020.7419693778,83046.0357311523,79966.5971580217,75735.9013131822,66693.8845785334,72665.2640786992,65911.0742751438,65748.978404425,93402.1666509283,75724.4992416713,67400.9147177144
"Q91YR5","Mettl13","Methyltransferase-like protein 13","H",5943.31806116516,7256.51651341105,6361.78767020418,4532.10467415158,5523.90213446866,4787.23307641627,4901.00407767394,3125.53915736695,3477.36016702033,3567.3328003818,3705.83335641146,4524.11883800693,4343.08681073775,4314.69717564771,4144.46245899544,4156.14015565819
"Q91YR5","Mettl13","Methyltransferase-like protein 13","L",18189.3030084075,20586.1682685317,17211.6298224706,17612.6574697517,18928.4152208016,19222.998741346,17805.0899713992,17403.3234874237,18085.257371212,23380.3584645522,22914.2872013615,20544.9200297454,17141.0940961781,18359.8851327785,17669.3523459252,15528.5011351761
"Q91YR7","Prpf6","Pre-mRNA-processing factor 6","H",478156.695306913,404797.107649951,329810.121050453,341576.443673558,307589.854195274,318635.311035125,281186.086947715,195371.184634524,369258.322728018,435438.866685729,423091.978312591,369329.081576957,382687.524630408,434398.492706933,379538.837977375,313645.673525499
"Q91YR7","Prpf6","Pre-mRNA-processing factor 6","L",1218593.77249841,1000556.8812137,1062595.5123006,1042065.95069074,960814.065216017,1114762.637916,918487.039681026,903357.651744992,1426144.7217996,1528942.6112742,1480671.07709298,1281570.23799767,1306455.48983311,1200870.39965414,1259754.63695895,1188270.99593791
"Q91YR9","Ptgr1","Prostaglandin reductase 1","L",38852.7008263119,47904.6625796591,47583.5404716374,46291.4848340582,38172.0188581444,42594.0522665389,50412.4964936646,47836.9668693834,37496.9603896363,42153.7138753383,52323.7457167733,43211.6009218873,41978.9910396664,37054.0726168457,50033.2488297812,45685.0129833326
"Q91YR9","Ptgr1","Prostaglandin reductase 1","H",6498.64477655768,5986.00972156564,6306.31902980876,6717.59850739505,6564.92444738776,6408.83659711481,6053.4568189734,7969.69044695531,3276.52800574708,4126.64315080178,6966.2590797332,6987.80757872935,3862.5820411459,5144.62664146143,6266.05533655463,4817.92127760883
"Q91YT0","Ndufv1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","L",11721.6964683639,13200.4008248563,9654.68790955146,11770.414670086,11470.1567471026,10134.3950311519,12342.9791654541,10016.639852252,11174.2682921028,13745.0752658537,12374.0194458622,13935.0234082951,12185.5136915111,14201.1638827464,15201.7741476329,14966.1904860737
"Q91YT0","Ndufv1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","H",22414.7611273445,17797.7093624016,16326.1440438226,14096.1036502887,16819.3544449741,12026.1822088717,13808.0289574116,16773.4372083157,18481.1184940519,13038.7860191824,15461.342053185,15420.4332685191,14238.4307774858,14737.9579439586,13665.9663846581,12500.7508499741
"Q91YT7","Ythdf2","YTH domain-containing family protein 2","L",468027.473269372,398455.519663433,399613.191383889,355410.108733623,341961.421180597,359707.072338064,332756.573829476,277521.016506421,386555.277596235,426623.669557834,373398.639066185,466672.172971937,351668.405604356,393617.139903133,353891.251699521,306017.98411555
"Q91YT7","Ythdf2","YTH domain-containing family protein 2","H",71534.7313102779,61796.0970350988,50623.6244588422,52196.3064135125,42158.7020582247,57801.0785811215,35626.357337936,38699.0907772088,50320.9954554596,58861.2512538869,57788.8583790272,52358.0387246988,46258.2650716956,51359.3478032792,42344.125919287,45935.920556918
"Q91YU6","Lzts2","Leucine zipper putative tumor suppressor 2","L",15764.5108128679,6527.55895718124,15570.2108719938,14430.4798169202,16060.2006302762,17906.3549919388,13341.3733284436,16994.2594096122,14398.1529862262,16907.2539254719,16476.1828486297,22301.5324062156,19814.6859015575,19020.8486387551,17377.921982498,8647.88158760605
"Q91YU6","Lzts2","Leucine zipper putative tumor suppressor 2","H",7558.65097664105,6568.46814811177,7257.58734570576,5692.24053050087,5744.71413371413,6348.31278285635,5635.20893391698,4784.23969235136,6035.74220908131,6096.65965193696,8315.79760330998,4613.81065056938,6338.95418173031,7348.15671124189,4944.13124168684,5502.01631420638
"Q91YU8","Ppan","Suppressor of SWI4 1 homolog","L",256755.239630893,219833.166476523,206001.725882503,224579.64266687,217869.580296308,223652.714549314,185434.511737776,200009.618323388,226987.38960783,232853.994876323,252296.840452514,255186.500981173,191316.710060299,233218.39418,219938.865004127,219653.713001344
"Q91YU8","Ppan","Suppressor of SWI4 1 homolog","H",17538.2844013795,15699.1784330459,6268.71104006221,14233.4033611681,16349.2734351612,13385.4601368312,17421.8101481401,11146.9961203639,14153.5895700214,14777.9842819724,13050.2629374847,14390.57273297,15569.2271881602,12754.1122764536,9234.40972335212,11825.3830333274
"Q91YW3","Dnajc3","DnaJ homolog subfamily C member 3","L",238008.705033372,265535.587799549,248410.331497476,266124.106748726,254345.074988961,277157.605475227,247995.983096745,243834.680199545,343495.950287866,318688.734115788,355758.004871854,287361.754800761,312278.686236836,286877.264585358,300178.820582666,250473.295219853
"Q91YW3","Dnajc3","DnaJ homolog subfamily C member 3","H",50074.2783017759,30694.3870859439,39500.9671568759,30255.9060161427,35581.1700741753,37562.2160402328,42571.1886289889,25718.5463788667,35167.3694960063,32976.0104109707,30265.5580467892,35943.3734864903,45272.3412783973,34311.6567082836,42791.4564010044,38210.7441332005
"Q91Z69","Srgap1;Srgap3","SLIT-ROBO Rho GTPase-activating protein 1;SLIT-ROBO Rho GTPase-activating protein 3","L",2506.25355996458,1383.7257418802,1429.73250651873,1661.13969931344,2344.91176523361,2505.30136672928,3408.45271398256,2082.69726165409,1775.77911020564,1781.32597190665,2177.86546711264,3390.56322271663,2282.8612526716,1910.77672500902,1956.51623225455,2334.53133683769
"Q91Z69","Srgap1;Srgap3","SLIT-ROBO Rho GTPase-activating protein 1;SLIT-ROBO Rho GTPase-activating protein 3","H",1556.16977872706,980.748098138228,643.373338971934,1109.51242553524,1560.63293104568,1048.38281024232,651.525922940018,1097.86644423264,766.3643355336,1193.93048207559,1255.09270259491,1104.92868301987,1285.85476139587,916.800319670036,1493.85792519425,1096.65452518059
"Q91ZA3","Pcca","Propionyl-CoA carboxylase alpha chain, mitochondrial","L",106587.209063035,57132.5598343985,55178.9708289125,78426.5288659718,75328.3205305262,64125.0648032745,81326.7519525329,93309.7786713618,134623.66307831,107105.071581966,110837.63983935,98517.6819008004,110135.620130682,122374.336652932,140937.740572545,87177.786855756
"Q91ZA3","Pcca","Propionyl-CoA carboxylase alpha chain, mitochondrial","H",9317.07352398867,6813.48103217142,7132.94012885346,10605.4219532158,6739.80899165151,9073.30556377244,8271.62657533482,13682.4693955779,10534.88003872,8479.73574048477,7941.24811385721,9129.77568743427,8717.26189828224,9650.92682187635,8610.5067273229,8134.36403186495
"Q91ZE0","Tmlhe","Trimethyllysine dioxygenase, mitochondrial","H",29707.4020914065,25255.0126075149,22172.7399882679,25104.1780209202,19494.1334015765,21753.7134223496,27076.6040077362,21706.0078793248,32129.2079182059,25499.2262045661,25070.2769999688,26347.8562229536,23169.165509841,26787.5518938105,23702.1625507819,21656.3979619901
"Q91ZE0","Tmlhe","Trimethyllysine dioxygenase, mitochondrial","L",147566.085116258,130567.763950759,131195.283562015,135505.474521616,150812.254084991,123328.975051622,148374.090541646,150535.580634639,179773.800338098,152719.706785029,177612.357059167,177102.333370601,162660.409153232,177621.525286742,159341.820125367,176140.091845542
"Q91ZR2","Snx18","Sorting nexin-18","L",60970.5257559586,60492.5311943663,60215.5485326628,63690.2536385624,50387.8213449503,58566.821866491,54950.8780372551,49290.4113582446,49458.8057847716,49243.6512911139,60381.6006549243,57750.1828712399,50291.014522731,54622.1387518574,48561.9792787765,52097.5361880873
"Q91ZR2","Snx18","Sorting nexin-18","H",7935.25571643812,9986.26520228682,11198.627956839,12359.776014065,9129.65761970057,11937.5699946258,10689.0271748903,11602.2156582825,9645.5396836905,8245.90095012879,4996.21246342155,10330.5115338731,8813.79917889264,11225.8729562764,9926.17868290609,11712.325865783
"Q91ZU6-3","Dst","Dystonin","H",94047.5374085603,96085.9597423134,100525.905034084,71961.1135010084,72820.9516500239,85281.6489366071,73444.7517170112,79470.1997096155,69396.1128909039,85282.3981643806,78021.9495144483,84580.9745553129,77072.9650425339,84493.1045040404,81389.7441611672,78040.4867402275
"Q91ZU6-3","Dst","Dystonin","L",545135.114343181,461015.369180129,483011.1097834,443484.809704606,499824.800358949,475400.600396694,411672.172145807,424636.667599022,463304.044515343,439242.114657164,468745.319099425,463856.656574762,458652.198058865,458953.669013795,459714.628455481,462714.791888374
"Q91ZW3","Smarca5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","H",376045.155128648,357585.800573874,292330.237449572,298479.017120375,259182.136536869,269841.80614602,286789.028200408,271344.836738324,304580.314827109,336287.922661121,303027.847278892,315985.49645335,256980.495678106,296315.861656687,279102.758213328,267204.337843181
"Q91ZW3","Smarca5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","L",2101252.75555598,1789856.15745834,1695878.58988976,1682518.38511133,1604409.18005759,1637144.1803594,1608849.41292028,1418019.358721,2339924.83787895,2119959.73184184,2098868.33834086,2034177.78234015,2045229.88231466,1964469.59873925,1974224.10584574,1780689.66131394
"Q91ZX7","Lrp1","Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain","H",307033.597139034,337107.101855571,292382.624498834,249599.479436821,241299.336374485,240843.734902289,224455.135458574,203761.333222874,246461.995165931,190075.334639571,242236.600953304,214683.645975636,254242.43660398,235291.355302863,284660.910037336,241661.976604077
"Q91ZX7","Lrp1","Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain","L",1951154.42095603,2499057.67029937,1874027.25998151,1819325.40485138,2040950.45014339,2222610.26286012,2102829.65780766,2268537.24422552,1891659.99266027,1396945.57661316,1994507.22794153,1799366.56687366,2202121.39810929,2248876.5599785,2871591.03549931,2586398.80544468
"Q920B0","Frmd4b","FERM domain-containing protein 4B","L",8839.62252836972,6414.34000714645,7568.13626438217,6716.29089110096,5965.16591762641,5295.75015118734,7331.22215183843,4995.9213025286,8083.02816270074,7981.06848738576,5910.13984893493,5387.97861769688,6614.82173276273,5572.43813615352,4783.59243941134,5604.16445681227
"Q920B0","Frmd4b","FERM domain-containing protein 4B","H",1708.78377920418,1322.47252086529,1862.16149898916,2219.11825223435,1687.78894366175,1837.4494991728,2539.6021535946,894.646668408357,2684.18712141378,2029.41137003788,2014.55884613996,1783.73262809481,1394.71827105596,2154.7219264923,1140.81373752684,1378.80157927164
"Q920B9","Supt16h","FACT complex subunit SPT16","L",93144.9634189544,53145.4616340036,48669.0152258607,44291.7659157393,47070.2381262703,47960.1070141232,44099.579144985,50018.038611697,72436.3677657412,63676.2923773648,68834.1687421939,61380.396944914,42895.2770929176,48978.1599125281,48151.5565870295,28963.4612117012
"Q920B9","Supt16h","FACT complex subunit SPT16","H",38386.1188160426,43221.5553065406,16235.2056605893,18670.8926563259,23027.125389504,16221.8033605543,19477.7081871217,17859.0860307553,14344.0588746758,19115.5780354619,16594.3114585586,19323.0020259919,22028.5420878855,18096.3593650054,18208.6497797,10553.390725499
"Q920E5","Fdps","Farnesyl pyrophosphate synthase","H",6715.24012378402,9969.12756824835,7532.91808000413,8045.38945287943,4382.37974358955,6245.23838647418,8424.06741413104,7314.8259188482,4050.11525234401,5880.82015461104,10216.8883080286,5484.93794866855,5054.84472710254,5488.67151841631,5796.0356396915,5891.56767746459
"Q920E5","Fdps","Farnesyl pyrophosphate synthase","L",41446.6906288415,41996.0486247188,52609.6784993042,47004.1357143372,46845.1035430266,41035.814838669,45586.6550826298,53612.7344459168,38994.3931710598,39366.0037412012,50957.9431092207,44101.4287856492,37520.8230639072,45235.8838772443,69348.3255809427,46160.051432927
"Q920I9","Wdr7","WD repeat-containing protein 7","L",3553.03769539575,4654.58140484799,5334.2971409747,3140.24053025679,3494.2688396096,4499.82855511708,4468.19653699371,4535.90521679499,4688.25996293262,4835.74091141419,3355.82266032558,5421.83461809101,4395.22785043467,3662.33001584708,4132.56322616346,3278.16199401741
"Q920I9","Wdr7","WD repeat-containing protein 7","H",44187.4677592896,42116.5648898926,29218.5151107857,42360.2298470409,36874.3431203274,32204.688128359,34951.8844022008,44853.1521248157,32697.9214894483,36413.9435319918,28035.0958636615,40292.1855999434,34514.5321558592,39591.905037915,33073.8168155265,41101.2390500855
"Q920P5","Ak5","Adenylate kinase isoenzyme 5","H",1949.24607364169,3790.18125702383,3525.34025624237,3181.15024002903,2642.53968428184,2999.02187364987,2787.98738970665,2446.42038747809,1528.41772271376,1698.83887726595,3513.70791997301,3080.5415227725,3064.86776645231,3244.26104682111,2953.228243367,2211.35852798669
"Q920P5","Ak5","Adenylate kinase isoenzyme 5","L",10510.1967817569,6822.32626264289,12060.3414610318,13788.8138211775,11720.5064036696,13059.4340655494,12941.916110047,9789.48258780354,5970.145326684,8212.30280187034,13089.2586943856,10795.8099686092,10603.5021879037,9807.475837237,11565.4492669454,11982.0763006257
"Q920Q4","Vps16","Vacuolar protein sorting-associated protein 16 homolog","L",101649.6643266,90822.8264810284,92877.8989587017,97844.2572285508,98793.5578190225,103861.874738957,100009.901155398,95259.4396068249,102365.333966634,113539.89711622,116826.532094904,102876.154496041,86349.0523516264,95347.8063354288,103538.451781639,84093.7063326898
"Q920Q4","Vps16","Vacuolar protein sorting-associated protein 16 homolog","H",17490.1023013757,16684.3159768056,4899.101005446,13192.914395728,12596.7302016543,13787.5589580787,11994.7918454934,1818.07262370699,13643.7370243741,18575.7192445599,17772.5539865782,10706.2954125933,11322.6776580329,13269.8930470134,11680.407957017,15508.6665443788
"Q920Q6","Msi2;Msi1","RNA-binding protein Musashi homolog 2;RNA-binding protein Musashi homolog 1","H",25438.8041852568,31715.0161169703,15067.3455107673,35893.2266622918,44635.5426892391,29860.5606758428,24574.0854214569,54099.7198004973,40589.5476903989,52803.2866829163,42029.6267877605,31730.6944008001,25106.7832674483,23544.6280563946,32667.3269210714,37868.4982689938
"Q920Q6","Msi2;Msi1","RNA-binding protein Musashi homolog 2;RNA-binding protein Musashi homolog 1","L",332866.037876182,312665.73988605,301125.916108374,316316.397790382,300395.00318397,287329.284513505,245299.460210316,278431.817585867,594396.978715046,357769.621682449,392236.633220576,345722.675103195,346138.401109639,369701.72278168,371705.411658554,300463.009443915
"Q920Q8","Ivns1abp","Influenza virus NS1A-binding protein homolog","H",88780.5615697739,79337.2947138278,55425.8754572486,59404.0742288635,59553.5004979698,49443.1076563127,50976.216493458,52724.9205956223,60424.7806588356,53013.3011142903,59911.7493400699,62474.9561199597,64636.3453397628,62058.9333436696,55142.8600805975,55312.7233563234
"Q920Q8","Ivns1abp","Influenza virus NS1A-binding protein homolog","L",143840.376220616,139843.093753901,98853.6701722766,90001.3614989275,87991.6005149874,73048.2311814002,88566.2607180915,69444.9622716573,109058.703056747,74137.4867128189,99591.3586607407,109615.448396485,125378.474953208,93967.6151993938,94868.1463672873,82917.5150984122
"Q921C5","Bicd2","Protein bicaudal D homolog 2","L",23530.1207167345,23269.3689320514,22372.6031846134,22200.429237566,21128.5204220928,20547.8349407496,22244.2916386464,19244.5643420864,18921.4362717867,19898.4252917871,20385.2696989366,19281.1694810023,19795.3784454354,17527.185733197,20239.0824328515,18070.8989835691
"Q921C5","Bicd2","Protein bicaudal D homolog 2","H",1204.32839730403,1577.9891161098,1418.78971351555,977.443179832168,1567.65713004288,1839.53940988615,1231.62242427266,1384.93530591807,592.724310028198,890.62137833938,872.249481430542,1328.27193169318,1285.63659804986,811.877138844122,1432.64746477891,1520.12303870213
"Q921D4","Med6","Mediator of RNA polymerase II transcription subunit 6","H",3315.37668584217,9235.52626602101,7656.18172532729,4292.53068884154,4393.45636508514,7749.63971436834,7226.19352494535,4124.94062003788,2260.13902857055,5117.21641973416,4598.83618944144,6035.23089748305,4800.79351067134,5264.40239818031,3199.28017650282,4928.69746721153
"Q921D4","Med6","Mediator of RNA polymerase II transcription subunit 6","L",47749.8057205001,55037.8986933741,53407.3703754669,44611.1044949889,59651.3890147642,62711.3656003395,60068.2858852692,54351.0408058253,51840.0866072164,67543.8241123406,68054.2536041765,57570.0015916555,58481.9573487588,68662.1689012826,58802.983426949,67828.2509764414
"Q921E6","Eed","Polycomb protein EED","H",108849.302632515,99326.9627524399,113111.500559269,74335.3710864202,75475.9187633008,92713.0370475473,96131.1840089171,68875.6210961015,75451.4408989948,78286.7019941844,97050.0717616324,91509.6670757625,81778.9883956976,73584.7232665308,72738.901051363,67488.3852631304
"Q921E6","Eed","Polycomb protein EED","L",646202.63805548,660174.832776067,639386.137383419,571000.543186772,561917.909009741,643808.698745879,614396.312269299,555970.572269113,464044.574249326,587026.222257317,615057.246812936,630175.384089986,501405.908956556,558005.067826716,429943.484048852,587547.190703262
"Q921F2","Tardbp","TAR DNA-binding protein 43","H",68400.6537821244,50729.608061484,43102.026509531,44592.51766338,35028.2395377286,31400.4904858639,30554.121754806,27380.1429427206,41540.5470423105,40866.9984141713,36181.4045918559,45745.4832550499,28325.2380294932,25095.5999364594,32331.627377871,26191.5771477839
"Q921F2","Tardbp","TAR DNA-binding protein 43","L",622057.131075441,556761.815807333,486028.0503923,566048.50687989,433109.408552662,483602.078807288,427056.601150323,422331.600570644,716061.371448657,693167.973557483,688779.105680444,630154.733702311,604083.833267157,472530.356104334,575583.539250109,503756.358572046
"Q921F4","Hnrnpll","Heterogeneous nuclear ribonucleoprotein L-like","H",18163.1950332891,14425.022983631,15503.4221009055,12518.1843879776,12521.4451970176,13651.5475688542,10758.0922079776,11590.9030455111,17530.3263992727,13488.4603068643,13042.9393441155,12393.3345945363,15698.9252973645,13147.1563266117,12510.5307084818,9841.32891587728
"Q921F4","Hnrnpll","Heterogeneous nuclear ribonucleoprotein L-like","L",506327.200459594,477564.939127239,541529.896504421,493616.931716501,446722.666424579,566708.465077017,465019.596553628,463148.95546406,589305.707258206,613460.891642342,615373.873336651,543136.836144807,538698.860405553,544456.844193515,545604.128016634,523418.388429372
"Q921G8","Tubgcp2","Gamma-tubulin complex component 2","H",6697.19984913143,6742.16636149522,8689.709657593,7150.32609957493,6380.13398146129,4868.48880495112,6819.6431409884,2627.78419542816,6288.18139631642,5862.3047664067,4396.43869996569,6164.36229165646,3663.07166121774,5795.27453202686,4592.70050931868,4955.27581887986
"Q921G8","Tubgcp2","Gamma-tubulin complex component 2","L",8093.47228668312,8921.7417150457,10316.5382173989,8352.11887500737,9604.24132117839,8230.06838915206,6967.85296874865,8452.78426274245,9487.19523455452,8314.13743699423,6764.81270627942,9726.95299281551,7583.57607072988,10496.1386808918,6290.55968891201,8228.8758570139
"Q921I2","Klhdc4","Kelch domain-containing protein 4","L",221962.609063971,225995.638545995,251998.687147909,233997.93582738,231249.238524651,260335.997739943,233937.577839205,224342.686390924,248584.204572904,286697.263869728,220592.338976082,261152.070055856,209196.832491093,208614.218699935,215345.86197194,215800.347874206
"Q921I2","Klhdc4","Kelch domain-containing protein 4","H",34790.837744597,29163.8305182373,37553.9046776896,24496.3232464962,27153.9323541952,33101.6778065266,9854.89579329758,27971.1138338952,24343.3864833337,30299.7046631642,26905.1700295581,21690.8836032954,19176.5581144719,22680.0266610043,26030.0760247328,31149.2331175595
"Q921I9","Exosc4","Exosome complex component RRP41","H",62663.6223398127,69738.0083446677,43344.7804232797,46170.0633210356,52715.7129356906,40312.7057318517,51581.0021886006,89419.4163897503,67900.5454236719,42670.6884785719,54170.8130314439,58108.2410953035,60138.9079617214,50550.3361131604,51463.1735887426,48827.8038951587
