"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1H","t1.2H","t2.1H","t2.2H","t3.1H","t3.2H","t4.1H","t4.2H","t5.1H","t5.2H","t6.1H","t6.2H","t7.1H","t7.2H","t8.1H","t8.2H","Av_expr","Amplitude","CV"
"Q9D832","Dnajb4","DnaJ homolog subfamily B member 4",0.279222936158017,12,12,24,48106.6894147142,58566.2611284425,50804.6207706994,63610.2088411313,51628.3128986233,57039.0971350359,52349.6773406368,48731.0252819276,45639.885863594,43170.1878839498,51303.9591180143,50570.1405677596,36893.4943624491,48921.8060875966,35337.9988051571,41394.195956161,49004.2225909933,0.576934160795574,0.152341385214745
"Q9D883","U2af1","Splicing factor U2AF 35 kDa subunit",0.293138955527055,12,12,24,60631.1220794202,60678.6901261764,64280.9722242655,58289.1445358242,65225.901403546,58898.9504770558,46058.9105791455,32629.7201738532,41853.2980550673,37358.436368483,53858.4665298281,55708.5951448554,35854.8186720851,42135.5352169051,49545.7836474949,44009.7834445959,50438.6330424126,0.646254255191323,0.210852853392992
"Q9D898","Arpc5l","Actin-related protein 2/3 complex subunit 5-like protein",0.546765117594782,6,18,24,6308.04535305431,7373.05242487264,6979.48946834912,5774.05995004535,7126.32004416438,5411.02962613544,6682.50860682232,4237.70474414256,3809.07520738963,4887.54239077241,4448.75008117418,5035.50397485017,3684.01534243492,4281.17142556132,3480.12223952874,4421.9236723415,5246.26965947744,0.742037759784475,0.249113455999794
"Q9D8E6","Rpl4","60S ribosomal protein L4",0.0132352048246278,18,6,24,15693.0220226297,29469.2121002647,15668.1928921028,13525.8895449016,22323.4447361173,15521.0145001555,14036.2546703523,11019.3898483032,15633.9236380237,14450.8444173507,16853.8710209549,14973.6581428992,16905.5867641579,20310.8736548997,8351.54715179307,12610.138618221,16084.1789826955,1.31294640349324,0.300418031868414
"Q9D8M4","Rpl7l1","60S ribosomal protein L7-like 1",0.00130198144442061,6,18,24,14059.0885755245,10660.2717642126,11572.8211658557,9670.75650643312,9916.72812272072,9973.88988836701,9027.11092825881,7064.59092434624,11806.4025458525,10940.7220861396,9309.52362306685,9106.55507983411,9599.95079624758,10501.8695783425,5035.19062513833,9269.59683614621,9844.6918154054,0.916625743049182,0.202641439597004
"Q9D8M7","Phf10","PHD finger protein 10",0.0700731211262206,6,18,24,32226.4295104418,27045.3978203208,23232.5557795873,21928.0714437398,26118.2232174407,22364.8033149316,23424.7437176839,19132.4337242969,29612.1736740542,24490.5536235688,31492.0221571227,30363.1601440425,17769.2954510202,25511.7586063351,24318.5024750958,22075.2053466742,25069.0831253973,0.576691775566981,0.168609680755229
"Q9D8N0","Eef1g","Elongation factor 1-gamma",0.546765117594782,6,18,24,255793.166350353,418068.712580103,410166.06877431,257489.262550704,278603.146225808,297817.292437355,290076.747770064,179514.874518716,265991.523864111,339147.717986414,254361.713336216,371678.61710169,161761.030759296,276398.127566903,262977.079224961,238841.200273845,284917.892582553,0.899584366210148,0.249769591421939
"Q9D8S3","Arfgap3","ADP-ribosylation factor GTPase-activating protein 3",0.313110600467639,18,12,24,20840.4390225695,21969.3411835074,27079.0104098195,37480.0190351698,34255.5776480361,35830.2652338696,19088.0818473087,20425.148610903,25648.0701316466,14656.282011191,18858.7284836708,32707.3779723794,20220.4697251402,28760.5088561593,31739.6909649582,31947.5753971492,26344.1616583424,0.86636793836828,0.268715403781205
"Q9D8U8","Snx5","Sorting nexin-5",0.58627791105411,12,6,24,25078.2227949958,23540.4752460018,21641.5743003091,25964.5895424314,20479.1422301845,22694.7584183545,20050.0146504881,19009.7145009534,16381.6037430735,20908.8661963769,19648.1547819079,19483.1533158144,17832.6719030367,15764.7437372026,22162.82535434,19636.244889289,20642.2972252975,0.494123580040729,0.137148052295697
"Q9D8W5","Psmd12","26S proteasome non-ATPase regulatory subunit 12",0.807732893034616,24,6,24,5003.20685411447,4561.26422337401,2046.55385005422,3701.39472274907,4383.01012042263,4378.69733017162,3530.77870952271,7654.83780830348,3047.61250303674,1976.04960515682,6339.47362125332,7141.22311978232,5068.37085455529,4207.91145315033,6454.62792465462,4845.68970472499,4646.29390031416,1.22221889639024,0.354438068763589
"Q9D924","Isca1","Iron-sulfur cluster assembly 1 homolog, mitochondrial",0.833768085609425,6,18,24,24046.2294437519,22435.9270908773,25845.1161642887,23608.0781781537,16952.6341182544,22428.921775617,17067.1518701244,28707.7911775646,21431.4237734377,20263.9481802706,21074.8288148667,17890.5032449179,26677.0139503711,21172.8006314796,17946.664975484,20229.2991541271,21736.1457839742,0.54081147486493,0.158849993142744
"Q9D945","Llph","Protein LLP homolog",0.139611468079009,6,18,24,40158.9959933914,52901.2779903007,47467.9493593394,24429.1678096783,37516.7781616884,26707.3033915481,29436.885958306,23627.5592345738,30582.551567843,29313.7082317655,34844.5159113714,43165.0710784137,25685.2106548978,30551.7008543644,32886.1517960324,22931.464631392,33262.8932890566,0.900998391765537,0.266259155988005
"Q9D9Z5","Dda1","DET1- and DDB1-associated protein 1",0.163619879121963,6,12,24,59649.4398046919,60953.5888326915,43377.4830230593,47685.9642105412,29694.3509915177,43184.2430519875,39438.0005153469,38791.4016974229,39483.5200034693,53806.9663502406,46989.8870655515,46600.7460922314,38680.361247962,47086.9637538089,61256.8472551977,61941.4436007682,47413.8254685305,0.680120034411767,0.203967939309212
"Q9DAA6","Exosc1","Exosome complex component CSL4",0.748934476454674,12,6,24,6437.68881748312,3894.00214968268,7990.25135999903,5248.77180447668,7105.42755483936,3807.9845125714,6122.52185206067,3932.44520112082,2625.84423864967,7780.93586432308,3963.8711331726,4741.78987719012,6050.97856499421,3880.00860401482,5972.3056311347,4799.67345407534,5272.15628873677,1.01749774239616,0.298769541118787
"Q9DAU1","Cnpy3","Protein canopy homolog 3",0.421140086485005,6,12,24,35165.0894050916,32778.2128196407,28915.3871666747,30084.5148804531,19532.6764422278,27798.3203803427,19564.6927963614,38387.7676737416,31153.85585324,21746.2194269666,24869.781742537,30156.656267293,19245.2795684657,39882.2705087486,19713.3985281642,25761.1665274833,27797.2056242145,0.742412428762471,0.243020791523763
"Q9DAW6","Prpf4","U4/U6 small nuclear ribonucleoprotein Prp4",0.60035109870114,12,12,24,26622.2910230243,29137.2948268229,23627.628340771,33924.2367268841,22906.0930375521,25040.4742030128,21481.0919126568,24461.4888477158,17768.1539586752,19287.209442974,18323.2501633003,22433.5885334074,19036.9335730241,18779.1957962521,15792.7021509836,7356.74889965831,21623.6488397947,1.22863111698026,0.278077993818759
"Q9DAW9","Cnn3","Calponin-3",0.313110600467639,18,12,24,35318.5998167316,35574.4113024334,70272.8557571933,42498.463569559,67239.5951699115,58810.9234378097,46685.4735369732,51850.6818806535,35967.4027526945,21711.8931454642,39356.2298732002,32056.8464464817,26105.4259838191,37368.3168270572,34342.3960445628,39489.678547808,42165.5746307721,1.15167320822636,0.324982489861504
"Q9DAX9","Appbp2","Amyloid protein-binding protein 2",0.700405804624966,6,18,24,40554.7615217946,42071.2330837263,45914.4500905778,40816.3086083762,32084.3797272334,39587.0887321783,34679.3575148835,38078.2545883178,48646.3578258539,34754.8399260408,32073.5344929567,40939.1719949097,42167.7023339669,38965.3269166423,36732.3267065787,43248.333503889,39457.0892229954,0.420021437446497,0.117668117042984
"Q9DB05","Napa","Alpha-soluble NSF attachment protein",0.748934476454674,18,6,24,18096.8606072374,27251.0494287825,17492.9979598052,18099.6511381363,16195.7316493889,20853.9650620404,17252.0719406968,7118.98196655082,9104.70219675287,11275.1432832012,11207.7609797196,16512.9539932793,11411.2519765138,17616.3011885548,17677.6213043339,17192.3257842044,15897.4606536999,1.26637001347421,0.309227115014534
"Q9DB20","Atp5o","ATP synthase subunit O, mitochondrial",0.00803665773787854,6,18,24,96108.7228261643,95051.9523001988,113631.471895764,82192.0901882952,70860.6598068039,74965.0972876801,93288.8156832481,68335.4212110447,111771.698919561,112752.473022361,95717.4631032467,95726.511690297,69732.6411026077,97132.9808913108,62675.6795089768,76024.0030668239,88497.980156524,0.575784806575959,0.188616686532342
"Q9DB27","Mcts1;Mcts2","Malignant T-cell-amplified sequence 1;Malignant T-cell-amplified sequence 2",0.266379406917529,6,18,24,22850.7531066811,12645.14148201,13983.505886533,16870.9588275112,16200.0542333872,12103.9268874081,10077.7705216927,14973.1027614342,15350.4995094982,12523.4757205064,11492.2397818915,15242.7335805866,10075.7650539002,11646.1387693252,10152.5666295823,12798.765576703,13686.7123955407,0.933386169270508,0.239096255785434
"Q9DB28","Pop5","Ribonuclease P/MRP protein subunit POP5",0.153143826368685,12,18,24,9678.66337680781,7499.20752447194,11198.627956839,13122.8635228303,8283.51180203725,11578.1053519305,9819.42996549601,12416.7237778187,8325.72626471414,7756.90746727138,11595.0554238668,9310.40010838514,7711.09254647401,9923.0489358254,8776.28925932096,4624.63319028951,9476.26790464868,0.896790848259144,0.229519888684361
"Q9DB34","Chmp2a","Charged multivesicular body protein 2a",0.0255585911246088,6,18,24,24951.6047182417,22758.7780030859,20059.2715878954,22238.8171159139,20157.6500453124,20240.3672766023,16082.8195967545,19518.3295711527,15826.1546283033,21212.601778156,19391.3534559754,20540.4886160813,14518.7706771115,15683.5560233182,14067.3133903468,18914.2657842686,19135.1338917825,0.568811871892316,0.162729626013919
"Q9DB40","Med27","Mediator of RNA polymerase II transcription subunit 27",0.748934476454674,12,6,24,2525.41434857074,2159.89471575147,2908.0157957872,2202.11924041118,2280.253112926,2732.85084519827,3185.9513100906,2340.35333013404,1689.97465740159,2888.29654084273,1823.47963732568,3162.96581692574,2230.06572293665,1707.71192534048,1380.41184946565,2316.97772398211,2345.92103581813,0.769650569246579,0.227750049360828
"Q9DB42","Znf593","Zinc finger protein 593",0.0844551613895495,6,18,24,16068.1700942871,14235.292790018,14197.9594735493,13007.9800912782,10357.9919058785,11624.0833876241,13056.4022910204,8489.16562541507,8965.63266092795,11568.997056669,10165.5280428421,11958.6129140829,8593.34511774732,8280.00063671991,7330.83499310425,10032.3360252549,11120.7708191512,0.785677112069983,0.226513748973758
"Q9DB77","Uqcrc2","Cytochrome b-c1 complex subunit 2, mitochondrial",0.0279582978982131,6,12,24,75031.8553593902,71467.2509018396,54178.1454964264,62356.4850185907,52775.148465667,42303.9726595267,52609.137870343,42842.222078583,72439.4766227269,64047.6403318002,57783.1516828954,52801.180091114,55651.2879342506,66434.4735472519,72770.8676344794,52950.4235923695,59277.6699554534,0.55211149028729,0.174441363066293
"Q9DB98","Leng1","Leukocyte receptor cluster member 1 homolog",0.00803665773787854,6,18,24,24086.5679460806,20047.7148635811,21022.7404890948,16440.472863264,17060.6987182114,19473.7880269474,12607.1684722005,15267.5021961954,19403.4127331293,13291.5522738821,18056.937677148,17351.6433433569,12257.5075956951,13890.7402708354,10695.1918149117,9952.99766206586,16306.6648091625,0.866735807071554,0.244824415931703
"Q9DBC3","Cmtr1","Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1",0.264522510032964,6,18,24,18318.8344214409,15706.365182804,15033.6366771483,11366.2678340483,12532.8820338464,13147.1267190813,12863.1446398771,8528.17151425063,10246.2744818851,13754.7490360953,12049.879105574,11962.1580450142,11983.0581064118,11395.7940656886,11508.4741266905,10154.4179316121,12534.4521200918,0.78110018797683,0.187971345953763
"Q9DBC7","Prkar1a","cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",0.718028074820449,6,12,24,227847.66039955,200912.555105769,182318.251563646,180181.679627818,169682.854744815,159978.485285122,173939.850285035,161497.502410064,218792.338965079,157228.411850856,216327.344510353,184493.045079676,213340.190758556,196547.718602604,244399.956591295,200053.66624026,192971.344501281,0.451733105584805,0.135295752956207
"Q9DBD5","Pelp1","Proline-, glutamic acid- and leucine-rich protein 1",0.0083317016530793,6,12,24,48363.0630072925,51914.3161177562,38455.6159769975,41906.0199871724,34538.88700759,32300.5732318872,37797.8615314006,41968.435868125,33268.3967463158,47270.8262760376,40655.7396940212,44728.5624474001,34096.6402665728,41270.6759311296,43868.3369722984,42424.1070833088,40926.7536340816,0.479240133757781,0.138257880632674
"Q9DBE9","Ftsj3","pre-rRNA processing protein FTSJ3",0.257363386185281,12,12,24,85262.1477555437,71632.8778424178,79317.1370639352,74647.3309737244,63082.7102248989,76594.3916798038,72127.5384283107,52578.3091341058,59847.5695451658,56494.7141918812,66352.7070408677,78328.781644833,57957.0563382535,60450.8435190132,60369.5476815657,70416.7642484381,67841.2767070474,0.481769214965889,0.140669808498847
"Q9DBF1","Aldh7a1","Alpha-aminoadipic semialdehyde dehydrogenase",0.00803665773787854,6,18,24,35220.5548457936,30606.5981735146,26405.8399712791,28739.8183243094,27252.8114631559,22869.7257432757,25701.4009795427,21085.8956976512,28405.729906488,27431.5878150835,28897.4727607839,29843.7984626038,24293.6884768609,28384.4664684382,28115.2653171026,25904.4714459936,27447.4453657423,0.514971756380073,0.119021258215366
"Q9DBF7","Cwc25","Pre-mRNA-splicing factor CWC25 homolog",0.227818798997826,6,18,24,2101.97212551417,1886.46652880223,2072.21281295822,2050.15554680517,1521.09929822807,2154.11277045881,2147.7358667625,1647.47842311524,1559.60992113649,2622.11183064658,1880.26126383744,2221.29041329326,1493.9825934915,1762.63302590935,1481.45448758126,1883.195223246,1905.36075823664,0.598656888536408,0.167405629465297
"Q9DBG3","Ap2b1;Ap1b1","AP-2 complex subunit beta;AP-1 complex subunit beta-1",0.692265842639357,6,18,24,33458.3225510038,28931.8643491231,44293.0300376586,33000.6860186012,23362.6659723705,37034.9733654701,17194.579967208,33490.8543581877,30550.7375980231,28603.2582236999,18047.9020749392,24983.2466992144,24207.8412002051,25168.9554238279,21117.8105252062,27956.4590369243,28212.6992126039,0.960505404542946,0.251506016844877
"Q9DBH0","Wwp2","NEDD4-like E3 ubiquitin-protein ligase WWP2",0.816009003761156,6,18,24,14781.8200755813,15959.0070781453,11953.8064532882,15968.7969857531,14463.5461659115,13989.0263508452,12788.8530637454,12553.3801400964,12417.8110863645,11299.5877563923,12267.4944514013,11479.1339556215,8909.02747942696,10415.9061165825,9451.217779189,11930.5063645528,12539.3075814311,0.563011112095268,0.166060381932807
"Q9DBH5","Lman2","Vesicular integral-membrane protein VIP36",0.840985962589775,6,18,24,5507.55018461926,4828.50074899322,4225.30167075603,3608.92757052414,2824.3583737095,5046.88358344224,4535.27050606405,2823.99015133421,2800.14748697868,4080.25066125606,2468.71674663183,3818.28326958066,3820.04018867352,3824.99198848844,3532.96290057922,2972.80846869357,3794.93653127029,0.800760016128711,0.233695611964783
"Q9DBJ3","Baiap2l1","Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1",0.827964021487027,18,18,24,5217.4491220383,6107.8527713101,5875.27360886747,2822.20956730136,5775.51254470187,7723.0560500946,7691.23141439964,4311.19147670516,6607.66826587548,5264.50737309006,5048.04828661905,6662.63044405381,4966.70673531361,5988.78783594429,6163.09672027116,5634.90807254803,5741.25814307087,0.853618903847421,0.210371651374092
"Q9DBJ6","Josd1","Josephin-1",0.58627791105411,18,6,24,1396.94474592383,1196.42798664687,1581.67381626402,876.018855992726,1350.44728412931,1584.90468857221,691.683195331481,1111.71308226476,879.205481256226,1202.56406196863,1058.97257886418,1287.14841288984,813.542025446772,1145.31985551528,1170.56181960678,956.830577355297,1143.99740425176,0.780789790187456,0.227828590293351
"Q9DBL1","Acadsb","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0.334134238530145,6,6,24,17180.8404501886,18206.8012717069,16068.2966224833,16391.904258055,6621.298147032,12199.2268159366,16243.3491331195,11657.4212086066,20690.4795251901,7110.53318467705,9009.44651813452,9337.87487310289,18259.1812444906,15978.6972420274,21354.0808855903,17665.678293581,14623.4443546201,1.00747692412859,0.319893369270081
"Q9DBL9","Abhd5","1-acylglycerol-3-phosphate O-acyltransferase ABHD5",0.731536227103333,24,6,24,5837.76564673825,5027.85013074392,8509.0906834256,4809.78633431795,4259.72642263835,6994.51317542258,5922.41991835918,7077.3515515523,4750.33347407951,4711.43816476144,5517.51915506468,5670.52555292327,5963.82230826234,4940.41566230275,4676.29766201113,5784.46088715938,5653.33229561016,0.751656552028066,0.196076310743473
"Q9DBN9","Ddx59","Probable ATP-dependent RNA helicase DDX59",0.342696261849576,6,18,24,3966.61939566084,2976.08835750614,3769.35196229026,2495.3054937789,3237.70546854502,2108.05113833669,1627.07262633523,2629.41321166723,2336.30602471908,2327.63394296963,2065.0631069067,2999.71253753835,1766.79585767975,3533.48033816464,2311.07303426501,2080.74774758673,2639.40126524689,0.886392986216429,0.267315864594174
"Q9DBQ7","Scyl3","Protein-associating with the carboxyl-terminal domain of ezrin",0.152264314925099,6,18,24,13566.0624359508,9903.5622973786,8191.49812787358,6349.41111944489,6148.96579138661,7407.56312880806,6031.92843929035,9775.90745247794,11293.4411432196,8447.5938587143,11381.054318923,15710.2477221547,10353.8142383927,8427.3802161595,8618.27148095054,6338.14348926494,9246.55282877438,1.04669485613561,0.298277343953038
"Q9DBR1","Xrn2","5-3 exoribonuclease 2",0.58627791105411,12,12,24,46782.2419215867,42699.3550125814,37460.9160930086,37489.5459538839,31456.4343476499,38541.3810076491,30887.2516531387,30828.0191633489,30554.9656435236,28566.5395043958,37332.9492931387,40790.0106109743,33602.0639611632,37177.9555167376,39075.1646420478,37192.8130988943,36277.3504639827,0.502123285857826,0.137255317910934
"Q9DBR3","Armc8","Armadillo repeat-containing protein 8",0.742325844468593,6,18,24,2044.37770830034,1849.97995310743,1081.09763702206,1567.83193661374,1741.10081297387,1448.22452791945,1446.88133280304,911.344084858849,1755.77879693126,1324.05829468027,1327.75796667361,1548.15867770844,1454.4950278633,1776.10063491841,1179.03245992785,1840.55085303189,1518.54816908336,0.746129524574397,0.20327086908086
"Q9DBR7","Ppp1r12a","Protein phosphatase 1 regulatory subunit 12A",0.0486606469095086,12,18,24,16938.8094362161,14411.2023110193,17019.0618214606,16791.2876347356,21135.1844057568,14697.338889812,14517.5943964452,15198.8120114479,14018.9760625425,16848.2751327086,19954.5092525853,20150.0810722694,16561.3250041507,16660.4830087415,14224.9278048924,16994.2773950937,16632.6341024923,0.42784614267129,0.131694261426345
"Q9DBT3","Ccdc97","Coiled-coil domain-containing protein 97",0.727996998746281,6,12,24,5049.59613179254,4360.14579552902,4516.10325033475,2803.43593336479,4393.63647275173,3401.95665918276,5547.47767567099,2460.62902911889,4279.85978358385,4554.99353633822,5773.36936497528,4046.58970155782,5146.80057744668,4262.06843405911,5089.24137766325,4234.98265407731,4370.05539859044,0.758054540206725,0.206152286729733
"Q9DBU3","Riok3","Serine/threonine-protein kinase RIO3",0.107053423200919,18,12,24,3641.78240051901,4145.87008735772,5163.6147259711,3772.19280495764,4933.86941870344,4690.5956050312,5987.62726491365,4927.23111778105,2156.30320524971,3819.47494087242,4667.03120821687,4731.15448439615,5083.09688041112,4068.36410022665,3466.2061875727,4356.46952271053,4350.68024718069,0.880626440462202,0.20341689627208
"Q9DBY0","Foxp4","Forkhead box protein P4",0.185676830387545,6,18,24,33644.5519700883,19805.5766794247,17188.9895610847,16837.4278096842,13296.4484863759,15350.8121716607,13805.5401273905,11382.2984660077,15112.1538072647,27911.4276228736,21855.6950689061,21641.2517702569,23101.3167092312,20217.6510563689,18755.4094442337,17104.3593740185,19188.1818828044,1.16020650836289,0.296333884227995
"Q9DBY5","Cbx6","Chromobox protein homolog 6",0.796133553482692,6,18,24,106722.455097232,67668.9983720106,85885.4542296707,80626.3130772865,78320.0619641858,87339.7094106806,81779.7314605347,75266.0708001783,131626.310429875,86740.3289569203,106017.954509607,78926.224835034,94279.1808974967,103567.154974129,92429.4086824691,87264.1664986781,90278.7202622493,0.708442829850443,0.172750158788852
"Q9DBY8","Nvl","Nuclear valosin-containing protein-like",0.114262076323085,6,18,24,10909.2118006255,12235.9168942475,13896.2151009674,9277.07060074821,10026.3236378438,9976.23058836596,9519.774830948,6049.78530311683,13062.1735109244,11004.693792576,10066.0413069438,9647.71931650045,9470.05634003192,13108.9121376242,10917.8990666865,7951.77670628076,10444.987558402,0.751214853438375,0.190993177443519
"Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",0.00155314212685054,6,12,24,6808.91509030301,8017.31689933815,4737.22313653691,5232.89360661988,4400.66067174894,4824.26629425674,5928.51755191103,5864.36795975855,7396.17802600355,5536.51714923814,5921.17279478981,6828.27668681984,5421.35914840302,3861.57421721518,5759.43037258974,4486.48526538658,5689.07217943244,0.730478108037919,0.200088776003034
"Q9DBZ9","Syde1","Rho GTPase-activating protein SYDE1",0.120825956600471,6,18,24,19654.9352596855,12110.226169248,10743.4329237528,17152.1897319044,10553.408724134,15614.1409215421,11035.2234308341,11201.2966616663,15809.5740577131,16219.6881050746,13949.0675782487,15953.0891909503,16332.7988992029,10495.1835313167,11695.5341004475,10608.5308879154,13695.5200108523,0.668813723108772,0.216825110115941
"Q9DC04","Rgs3","Regulator of G-protein signaling 3",0.434973443761697,6,18,24,2744.25072370423,2851.81286938202,2256.10204710359,3133.32884413089,2232.25441977843,2782.33993089028,2176.48185350693,1839.15933391276,3416.11568440295,4277.15869423821,2838.98621398572,2563.30691989257,2338.05657921268,3753.73783018518,3123.0444136132,3033.30397062521,2834.9650205353,0.859975111744096,0.221762326543277
"Q9DC48","Cdc40","Pre-mRNA-processing factor 17",0.718028074820449,24,12,24,34906.4747846061,31436.7230532618,24652.9428893228,38684.6138455182,29537.2070524136,39377.5124858441,36005.5305916602,43557.8127120466,38172.3077554866,31911.0635321164,30569.6298390138,33022.0969708075,28038.7895561792,41819.7914218607,28861.6900749187,35002.3007258355,34097.2804556807,0.554439227119481,0.155068162125762
"Q9DCA5","Brix1","Ribosome biogenesis protein BRX1 homolog",0.0176887737171982,6,18,24,9238.18934165688,12511.5785018908,13255.8730414365,11891.8361831086,7811.08939255857,8783.47674604578,12149.9703973129,3623.92762562094,12490.3510826964,13712.8293650484,10689.592970949,9684.41142163964,5636.79545259006,12127.534155181,5499.15986462927,8127.12440622395,9827.10874678679,1.02663987947892,0.310912160698866
"Q9DCC4","Pycrl","Pyrroline-5-carboxylate reductase 3",0.413768784442628,12,12,24,15609.8798872743,23934.0880019821,16804.1051175247,24285.2366161645,22608.9153876704,15512.9892430162,8430.91169668924,13678.3063540781,9125.22065285819,10805.497340827,16697.7928817492,21424.9987834462,12750.5567576827,13393.1073422027,17898.2613165065,17290.8045275128,16265.6669941991,0.974711023232525,0.303123377742211
"Q9DCD2","Xab2","Pre-mRNA-splicing factor SYF1",0.0234051588972367,6,18,24,18281.1851526007,13027.9188306627,7917.8025235642,9055.99004588316,8860.03644280785,10273.165102518,8405.02786446915,7587.50513708848,13388.8107515505,12678.8801585811,12867.648661266,13115.2118804268,10373.6671028798,7936.24230463756,9704.83278404006,12635.6260673955,11006.8469256482,0.971547990786875,0.261756385334039
"Q9DCE5","Pak1ip1","p21-activated protein kinase-interacting protein 1",0.000114267043916578,6,12,24,63315.5373580035,60014.8887489071,51322.9569772063,55971.3012533861,41356.2323497107,45784.8443472453,44816.1133080778,24752.9017527054,58285.9906812717,56005.5126709541,46185.7184689737,54967.8754880649,48510.2562109064,44755.7301858361,49645.1119893551,50167.9280223757,49741.1812383112,0.775265778682327,0.183122589384134
"Q9DCG9","Trmt112","Multifunctional methyltransferase subunit TRM112-like protein",0.801846290999874,12,6,24,21850.6944031141,21308.0496403843,15919.625572716,23409.4139026159,17760.3269490997,17943.3046133507,17601.8770001713,18867.9900881541,13543.5282008698,17858.1959421242,16667.0718342395,19655.3580508034,12735.9398134999,19621.3511766272,22527.8696157956,14595.2836381649,18241.6175276082,0.585116647301809,0.171162297903647
"Q9DCH4","Eif3f","Eukaryotic translation initiation factor 3 subunit F",0.45111867775799,24,18,24,26495.000637898,26602.3623390812,15485.0583333369,23669.7229463037,21264.4116565387,15175.4268645968,27634.2263739778,22085.9306666374,12211.2793539509,19571.59748427,23153.207546081,33306.6823563194,19765.3809853588,18401.5296542533,21109.6424077537,24810.5937635246,21921.3783356176,0.96232101282121,0.242220249556507
"Q9DCI9","Mrpl32","39S ribosomal protein L32, mitochondrial",0.548151533730356,6,18,24,23150.9387948442,20986.4149473656,19941.0391117691,15204.7754653491,19089.6115824041,13958.931636573,14885.6923565752,15150.7560323952,24894.6904554564,12419.87276179,13699.8751804919,17789.4670133752,18596.2436140794,17872.758849472,18585.9966378124,13363.555549655,17474.413749338,0.713890484259536,0.207582298747816
"Q9DCJ1","Mlst8","Target of rapamycin complex subunit LST8",0.104740236629495,18,6,24,5875.7510697645,7020.79112134644,5558.18417023514,5348.71104981069,5946.52477413383,8281.81457841448,3413.30593252383,3778.41266562631,3054.34835983899,5443.00403690272,6301.04853396563,5228.3590975141,3375.20512615465,7447.68329696842,4223.01756387774,3106.89030248305,5212.69072997253,1.0028345223932,0.308463619747918
"Q9DCJ9","Npl","N-acetylneuraminate lyase",0.58627791105411,6,12,24,7015.53786334252,5103.14515513229,6276.88669000711,4419.2760682044,4806.80345992066,4366.74304089128,6648.53607703345,131.696912838788,4940.90640730011,5635.95934656034,4248.54015854897,4801.17082028976,5901.86391799488,4263.78770329431,2483.61191032869,7612.81346685096,4916.07993740866,1.52176462735787,0.365054924980604
"Q9DCN2","Cyb5r3","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form",0.633201271258721,24,12,24,25957.8262485534,38854.8861535389,26845.0610421653,7977.76701024221,18075.6054194742,21327.1208475416,20750.6203014455,26335.7625316708,12573.2539356472,15500.9165742206,20114.2016326745,16819.8737036586,16459.33363989,32943.1088455692,21666.6878498202,26208.4365499616,21775.6538928796,1.41796518695556,0.352744369391591
"Q9DCU6","Mrpl4","39S ribosomal protein L4, mitochondrial",0.00130198144442061,6,18,24,14795.9385513964,16809.8076841195,11294.5975092692,12827.9960485131,12402.8442985648,11346.6268413204,10921.3594573659,9724.32193824065,11321.5244846566,13376.5358253594,13523.3480468138,15169.615255128,11702.5000434401,12523.0615942343,9789.94255107556,9946.65059301074,12342.2919201568,0.5740818473356,0.163892509742404
"Q9DCZ1","Gmpr","GMP reductase 1",0.58627791105411,12,12,24,2213.68736668575,3767.18365779801,1421.43107734391,2881.89291101018,2860.56001469509,2089.49273120219,2505.62962380573,1853.00597194488,2371.22885152459,1890.44193947045,2633.64026484186,3131.2368950904,2611.52433343897,3093.34741395362,2709.79817509247,1933.07921910111,2497.94877793745,0.939071529877799,0.236800156049376
"Q9EP53-3","Tsc1","Hamartin",0.686523270083451,12,12,24,1217.43841056088,748.671363643099,658.55489202347,1687.66562985069,939.801804292711,1316.39296012166,1945.02066153879,650.647186065959,1061.88191773326,1370.55480326084,1697.55187601652,956.210440450902,719.93904184024,2166.66129618119,958.049588504151,1114.20813803617,1200.57812563253,1.26273674136492,0.388246487589848
"Q9EP71","Rai14","Ankycorbin",1.80593197009468e-05,6,18,24,355752.535377983,359219.846338097,299137.849600233,369396.746219863,288321.125538441,293569.33992141,262643.494420295,196506.237899458,366904.60710418,368099.231938811,307830.983189853,331561.915482848,268525.809030744,309130.339386288,266386.915318016,277421.661179506,307525.539871627,0.562198861247675,0.158626653933428
"Q9EP97","Senp3","Sentrin-specific protease 3",0.80046813160152,6,18,24,1645.13858664103,1339.72072028465,561.541371984946,1017.41887796577,1644.20288834576,1237.47793158576,1258.85022470418,374.990488144254,1478.46875381092,1208.18108985084,1548.79733018002,1407.94874937464,1334.7233509026,993.833132902717,1128.41029991384,1427.5946726329,1225.45615432655,1.03646963949908,0.28975016029864
