"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","t1.1T","t1.2T","t2.1T","t2.2T","t3.1T","t3.2T","t4.1T","t4.2T","t5.1T","t5.2T","t6.1T","t6.2T","t7.1T","t7.2T","t8.1T","t8.2T","Av_expr","Amplitude","CV"
"Q91YT7","Ythdf2","YTH domain-containing family protein 2",7.38174692776199e-05,6,18,24,539562.20457965,460251.616698531,450236.815842731,407606.415147135,384120.123238822,417508.150919185,368382.931167412,316220.10728363,436876.273051694,485484.920811721,431187.497445212,519030.211696635,397926.670676052,444976.487706412,396235.377618808,351953.904672468,425472.481784756,0.524927244082045,0.13844143060647
"Q91YU6","Lzts2","Leucine zipper putative tumor suppressor 2",0.0508332689058421,18,6,24,23323.161789509,13096.027105293,22827.7982176996,20122.7203474211,21804.9147639903,24254.6677747951,18976.5822623606,21778.4991019635,20433.8951953075,23003.9135774088,24791.9804519396,26915.343056785,26153.6400832878,26369.005349997,22322.0532241848,14149.8979018124,21895.2562627347,0.631155707230164,0.1799507898717
"Q91YU8","Ppan","Suppressor of SWI4 1 homolog",0.0120320043860253,6,18,24,274293.524032273,235532.344909569,212270.436922565,238813.046028038,234218.853731469,237038.174686145,202856.321885916,211156.614443752,241140.979177851,247631.979158295,265347.103389998,269577.073714143,206885.937248459,245972.506456454,229173.274727479,231479.096034671,236461.704159192,0.302108971092687,0.0908249657752522
"Q91YW3","Dnajc3","DnaJ homolog subfamily C member 3",0.58627791105411,12,12,24,288082.983335148,296229.974885493,287911.298654352,296380.012764869,289926.245063136,314719.82151546,290567.171725734,269553.226578411,378663.319783872,351664.744526759,386023.562918643,323305.128287251,357551.027515233,321188.921293642,342970.27698367,288684.039353054,317713.859699045,0.366588780390502,0.112505344697855
"Q91Z69","Srgap1;Srgap3","SLIT-ROBO Rho GTPase-activating protein 1;SLIT-ROBO Rho GTPase-activating protein 3",0.494883896312395,18,12,24,4062.42333869163,2364.47384001843,2073.10584549067,2770.65212484868,3905.54469627928,3553.6841769716,4059.97863692258,3180.56370588673,2542.14344573924,2975.25645398224,3432.95816970755,4495.4919057365,3568.71601406747,2827.57704467906,3450.3741574488,3431.18586201828,3293.38308865555,0.735531213659908,0.203325596710914
"Q91ZA3","Pcca","Propionyl-CoA carboxylase alpha chain, mitochondrial",0.873596398495538,6,6,24,115904.282587024,63946.0408665699,62311.910957766,89031.9508191876,82068.1295221777,73198.3703670469,89598.3785278678,106992.24806694,145158.54311703,115584.807322451,118778.887953207,107647.457588235,118852.882028964,132025.263474808,149548.247299868,95312.150887621,104122.471961673,0.837824291899385,0.254944758421421
"Q91ZE0","Tmlhe","Trimethyllysine dioxygenase, mitochondrial",0.686523270083451,6,12,24,177273.487207665,155822.776558274,153368.023550283,160609.652542536,170306.387486567,145082.688473971,175450.694549382,172241.588513964,211903.008256304,178218.932989595,202682.634059136,203450.189593555,185829.574663073,204409.077180553,183043.982676149,197796.489807532,179843.074256784,0.371547917863801,0.112241710537455
"Q91ZR2","Snx18","Sorting nexin-18",0.149984889195133,12,12,24,68905.7814723967,70478.7963966531,71414.1764895018,76050.0296526274,59517.4789646508,70504.3918611169,65639.9052121455,60892.6270165271,59104.3454684621,57489.5522412427,65377.8131183458,68080.6944051131,59104.8137016236,65848.0117081339,58488.1579616826,63809.8620538702,65044.1523577558,0.285351976136123,0.0857114509294872
"Q91ZU6-3","Dst","Dystonin",0.251236119626413,12,12,24,639182.651751742,557101.328922442,583537.014817484,515445.923205614,572645.752008973,560682.249333301,485116.923862818,504106.867308638,532700.157406247,524524.512821545,546767.268613874,548437.631130075,535725.163101399,543446.773517835,541104.372616648,540755.278628602,545704.991815452,0.28232420483525,0.0640812753189871
"Q91ZW3","Smarca5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5",0.00884032351166639,6,18,24,2477297.91068463,2147441.95803222,1988208.82733933,1980997.4022317,1863591.31659446,1906985.98650543,1895638.44112068,1689364.19545932,2644505.15270606,2456247.65450296,2401896.18561975,2350163.2787935,2302210.37799277,2260785.46039594,2253326.86405907,2047893.99915712,2166659.68819968,0.44083570781731,0.123487160818723
"Q91ZX7","Lrp1","Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain",0.0050795238078645,24,12,24,2258188.01809506,2836164.77215495,2166409.88448034,2068924.88428821,2282249.78651787,2463453.99776241,2327284.79326623,2472298.57744839,2138121.9878262,1587020.91125273,2236743.82889483,2014050.2128493,2456363.83471327,2484167.91528136,3156251.94553665,2828060.78204876,2360984.75827604,0.664651065104611,0.156546878967183
"Q920B0","Frmd4b","FERM domain-containing protein 4B",0.00579167592228507,6,18,24,10548.4063075739,7736.81252801174,9430.29776337134,8935.40914333531,7652.95486128816,7133.19965036014,9870.82430543302,5890.56797093696,10767.2152841145,10010.4798574236,7924.69869507489,7171.71124579169,8009.54000381869,7727.16006264582,5924.40617693818,6982.96603608391,8232.29061826262,0.592380364021543,0.186216329103214
"Q920B9","Supt16h","FACT complex subunit SPT16",0.00884032351166639,6,18,24,131531.082234997,96367.0169405442,64904.22088645,62962.6585720652,70097.3635157743,64181.9103746774,63577.2873321067,67877.1246424523,86780.426640417,82791.8704128266,85428.4802007526,80703.3989709059,64923.8191808031,67074.5192775336,66360.2063667294,39516.8519372002,74692.3898428897,1.23190904041687,0.269071920060733
"Q920E5","Fdps","Farnesyl pyrophosphate synthase",0.313110600467639,24,6,24,48161.9307526255,51965.1761929672,60142.5965793083,55049.5251672166,51227.4832866161,47281.0532251432,54010.7224967609,60927.560364765,43044.5084234038,45246.8238958122,61174.8314172494,49586.3667343177,42575.6677910097,50724.5553956606,75144.3612206342,52051.6191103916,53019.6738783676,0.614275627276401,0.155700745394709
"Q920I9","Wdr7","WD repeat-containing protein 7",0.494883896312395,6,6,24,47740.5054546854,46771.1462947405,34552.8122517604,45500.4703772977,40368.611959937,36704.516683476,39420.0809391946,49389.0573416107,37386.1814523809,41249.684443406,31390.918523987,45714.0202180344,38909.7600062938,43254.235053762,37206.38004169,44379.4010441029,41246.1113803975,0.436359652225966,0.124296832027861
"Q920P5","Ak5","Adenylate kinase isoenzyme 5",0.00371760993940364,12,18,24,12459.4428553986,10612.5075196667,15585.6817172742,16969.9640612066,14363.0460879515,16058.4559391992,15729.9034997536,12235.9029752816,7498.56304939776,9911.14167913629,16602.9666143586,13876.3514913817,13668.369954356,13051.7368840581,14518.6775103124,14193.4348286124,13583.5091667091,0.697272030045201,0.190059327295206
"Q920Q4","Vps16","Vacuolar protein sorting-associated protein 16 homolog",0.399569110376293,6,18,24,119139.766627976,107507.142457834,97776.9999641477,111037.171624279,111390.288020677,117649.433697036,112004.693000892,97077.5122305319,116009.070991008,132115.61636078,134599.086081483,113582.449908635,97671.7300096593,108617.699382442,115218.859738656,99602.3728770686,111937.493310819,0.335201126460499,0.0990517277877834
"Q920Q6","Msi2;Msi1","RNA-binding protein Musashi homolog 2;RNA-binding protein Musashi homolog 1",0.548151533730356,6,18,24,358304.842061439,344380.756003021,316193.261619141,352209.624452674,345030.545873209,317189.845189348,269873.545631773,332531.537386364,634986.526405445,410572.908365366,434266.260008337,377453.369503995,371245.184377087,393246.350838075,404372.738579625,338331.507712909,375011.800250488,0.97360397867426,0.214678428275905
"Q920Q8","Ivns1abp","Influenza virus NS1A-binding protein homolog",0.0609999226870105,6,18,24,232620.93779039,219180.388467729,154279.545629525,149405.435727791,147545.101012957,122491.338837713,139542.47721155,122169.88286728,169483.483715582,127150.787827109,159503.108000811,172090.404516445,190014.820292971,156026.548543063,150011.006447885,138230.238454736,159359.094083971,0.693095399155006,0.199308303397758
"Q921C5","Bicd2","Protein bicaudal D homolog 2",0.816009003761156,6,18,24,24734.4491140386,24847.3580481612,23791.3928981289,23177.8724173982,22696.1775521357,22387.3743506357,23475.914062919,20629.4996480045,19514.1605818149,20789.0466701265,21257.5191803672,20609.4414126955,21081.0150434853,18339.0628720411,21671.7298976304,19591.0220222712,21787.0647357409,0.298722900723909,0.0874374247551628
"Q921D4","Med6","Mediator of RNA polymerase II transcription subunit 6",0.546765117594782,18,18,24,51065.1824063422,64273.4249593951,61063.5521007942,48903.6351838304,64044.8453798493,70461.0053147078,67294.4794102145,58475.9814258632,54100.225635787,72661.0405320748,72653.0897936179,63605.2324891385,63282.7508594301,73926.571299463,62002.2636034518,72756.948443653,63785.6393023508,0.392297331959333,0.122382644859996
"Q921E6","Eed","Polycomb protein EED",0.189764000283418,6,18,24,755051.940687995,759501.795528507,752497.637942688,645335.914273192,637393.827773042,736521.735793426,710527.496278216,624846.193365215,539496.01514832,665312.924251502,712107.318574568,721685.051165748,583184.897352253,631589.791093246,502682.385100215,655035.575966392,664548.156268408,0.38645718599295,0.116612743046141
"Q921F2","Tardbp","TAR DNA-binding protein 43",0.00337964539945785,6,18,24,690457.784857565,607491.423868817,529130.076901831,610641.02454327,468137.648090391,515002.569293152,457610.722905129,449711.743513365,757601.918490967,734034.971971655,724960.5102723,675900.216957361,632409.07129665,497625.956040793,607915.16662798,529947.93571983,593036.171334441,0.519176046690023,0.174562967540488
"Q921F4","Hnrnpll","Heterogeneous nuclear ribonucleoprotein L-like",0.688143914051891,12,12,24,524490.395492883,491989.96211087,557033.318605326,506135.116104478,459244.111621596,580360.012645871,475777.688761605,474739.858509571,606836.033657479,626949.351949206,628416.812680766,555530.170739343,554397.785702918,557604.000520127,558114.658725116,533259.717345249,543179.937198275,0.31144872900086,0.0966384453706294
"Q921G8","Tubgcp2","Gamma-tubulin complex component 2",0.107053423200919,12,12,24,14790.6721358146,15663.9080765409,19006.2478749919,15502.4449745823,15984.3753026397,13098.5571941032,13787.496109737,11080.5684581706,15775.3766308709,14176.4422034009,11161.2514062451,15891.315284472,11246.6477319476,16291.4132129187,10883.2601982307,13184.1516758938,14220.25802941,0.571226461570629,0.163702130992985
"Q921I2","Klhdc4","Kelch domain-containing protein 4",0.062547125244646,6,18,24,256753.446808568,255159.469064232,289552.591825599,258494.259073876,258403.170878846,293437.675546469,243792.473632502,252313.800224819,272927.591056238,316996.968532892,247497.509005641,282842.953659151,228373.390605565,231294.245360939,241375.937996673,246949.580991766,261010.316516486,0.339540517440541,0.092644702525689
"Q921I9","Exosc4","Exosome complex component RRP41",0.127619855307237,6,18,24,551644.706541065,561466.483329725,494565.189843998,510009.583183867,457444.655924646,493982.163741901,452158.194094765,485804.317807156,467709.916635412,568247.665894788,590486.115501298,501471.178193796,511518.870860951,501438.244539933,484393.566760334,549095.85298369,511339.794114833,0.270520548172842,0.0806873033106394
"Q921J4","Ube2s","Ubiquitin-conjugating enzyme E2 S",0.0559165957964263,6,18,24,196771.214359664,222790.348153897,196167.802570313,161342.104469554,168445.695182974,147457.412219331,127255.123397068,108744.074030258,116837.063234854,124784.354784138,105882.991146089,120237.546949459,84461.9394086209,102341.41152439,68645.262434294,84136.3507029039,133518.793410488,1.15448231505285,0.335262421020496
"Q921L5","Cog2","Conserved oligomeric Golgi complex subunit 2",0.225169650880725,12,12,24,100194.45285509,100365.613940552,137614.049223374,102512.260596124,106947.392101111,99503.9929194901,113897.199348984,92183.8569474562,115396.418907701,100231.389739656,101477.136397506,127818.632189545,108684.506634682,99748.0849130065,92394.2151887541,105221.115758117,106511.894853822,0.426526937092488,0.114199861023076
"Q921M3","Sf3b3","Splicing factor 3B subunit 3",0.688143914051891,6,12,24,553143.528415648,429422.461469817,430137.559037644,399997.685475435,417356.921870763,474200.54022652,418856.777321099,370456.745899021,547306.541633372,530803.122569252,549624.164342553,491043.973213771,541121.335291505,476104.621329356,609899.464543669,509599.470344193,484317.182061476,0.494392368293584,0.140822366388201
"Q921N6","Ddx27","Probable ATP-dependent RNA helicase DDX27",0.00254672873717361,6,18,24,409444.986851276,292163.490741617,309773.867061633,388538.847747881,336115.126322924,319611.1321454,245454.01655463,297296.278138836,401261.207424041,352950.731854682,337308.63672404,373858.518111361,334514.33078909,313233.279901134,268414.423583438,269498.436366678,328089.831894916,0.499835576584314,0.147691987113326
"Q921N8","Gps2","",0.794178544086852,18,6,24,358157.046270962,312531.845209788,245343.582313528,363462.783477284,361341.816590719,316797.276360953,239559.098208005,353677.887686665,625602.545222814,423136.223376222,513528.464815437,434336.147464613,519017.254145063,526541.485672993,517710.712803179,402783.018779071,407095.449274831,0.948287306336825,0.268859667607246
"Q921Q7","Rin1","Ras and Rab interactor 1",0.435893574955956,12,6,24,124693.369936087,112814.833567619,109967.271369689,113312.797580651,117722.153147491,108096.78621205,122228.308961825,126735.562880889,128385.016136632,115490.982153011,134271.807058322,140094.268437162,95513.8763542527,112885.97628874,85513.9375879658,117664.941332503,116586.993062806,0.468151115448991,0.116619205571507
"Q921S7","Mrpl37","39S ribosomal protein L37, mitochondrial",0.791501589073402,24,12,24,101154.397159119,100131.325898439,96089.7973739795,106561.294450773,95392.2245353759,106154.590387925,115002.115436879,107171.620855042,153999.406984267,126207.335180967,127474.085737682,135003.903561149,138592.846984513,135938.129224207,142139.15972475,143494.933890053,120656.69796157,0.485735010480379,0.160130984729562
"Q921U8","Smtn","Smoothelin",0.185676830387545,6,18,24,459990.586937344,466161.358420357,318175.630328167,487364.56440631,418970.416401955,348809.609107256,317490.83712867,406433.488088124,443731.250890778,490362.102906622,387021.283625692,408483.218108154,404392.868629344,466961.280094685,427142.747499456,369566.545270258,413816.111740198,0.417748997377086,0.133185052299875
"Q921W0","Chmp1a","Charged multivesicular body protein 1a",0.152303419722555,12,18,24,148631.245680528,168356.910397867,209959.243572755,192280.025784229,175158.217863136,199712.11855652,152459.505021385,153505.096236664,135912.284298864,219375.000301631,164973.166466379,203372.994367526,114506.959094728,187223.548450373,159922.159828317,173808.833216185,172447.331821068,0.608116345434179,0.165221306601825
"Q921X9","Pdia5","Protein disulfide-isomerase A5",0.827964021487027,6,6,24,162980.99557561,157106.772326588,156005.236664049,103939.617182287,138401.034779929,160928.976677552,134650.18403895,161375.778696644,161331.024413535,154825.052050511,146806.6602235,173568.635486533,148836.488733169,162180.577255502,135772.263431993,178285.202840265,152312.156273539,0.488113276555945,0.117197408992454
"Q921Y0","Mob1b;Mob1a","MOB kinase activator 1B;MOB kinase activator 1A",0.0346253485438307,12,12,24,109786.836657473,156117.212167593,176202.865404859,165343.410329469,136602.659728978,163060.685605163,122334.706445229,133278.868608732,132283.937310907,146039.604366585,145067.069019312,165531.026010766,128285.50153882,128515.375331149,145206.943294364,131551.931733298,142825.539597044,0.465015073177856,0.1283341623008
"Q921Y2","Imp3","U3 small nucleolar ribonucleoprotein protein IMP3",0.00579167592228507,6,18,24,164346.90208502,149582.798156796,126044.624096726,120381.958068828,118708.062514432,131183.695476657,135131.025999038,121105.592257752,158924.769106639,172436.514841958,131582.146059786,135877.77833572,123418.277289288,147705.285444699,109310.58811471,120919.599336426,135416.22607403,0.466162206386834,0.134529935996312
"Q922B2","Dars","Aspartate--tRNA ligase, cytoplasmic",0.257363386185281,12,12,24,9620501.97953347,9868703.64212592,10804821.8667214,10214225.683574,9392302.46120847,9876959.24430707,10094244.6600337,8688270.59672036,10694051.4438141,10799330.5723456,9284332.0502406,11126661.2625968,10533140.0473743,9898701.40903617,8959086.59510234,10151303.1074733,10000414.788888,0.243828952833624,0.0696242766154099
"Q922D8","Mthfd1","C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",0.206405513307332,12,12,24,618728.039298807,575826.493869391,696279.604895393,778731.176299639,657095.562276519,688027.614793829,519994.056255333,610349.125349199,604173.89869495,734725.866401167,495362.158306923,611492.180705997,450026.281153558,578487.686926716,458846.730681823,574491.487837371,603289.872734163,0.544853991425981,0.155655188273601
"Q922F4","Tubb6","Tubulin beta-6 chain",0.700405804624966,12,6,24,1357953.21341867,1413196.05963427,1313347.21158514,1367820.25588605,1236238.94150326,1187856.42915095,1344047.49310828,1224027.95989106,893969.287638248,1023682.527727,1227232.9925257,1097431.17424149,1115204.44693996,918553.687745067,982832.967787343,940952.422136252,1165271.69193242,0.445584300717857,0.148899610350222
"Q922H1","Prmt3","Protein arginine N-methyltransferase 3",0.202556542240958,6,18,24,94666.6213679113,91087.0777413635,95443.7952491022,87005.9861738231,80001.1238865002,87155.9644607634,76805.2944530863,58026.0109402705,77483.0789391198,65217.1263406847,56223.3214068605,73657.185360083,68849.0795512583,63254.7806117082,61861.8929924169,56837.0116590929,74598.4594458778,0.525754474470035,0.183271563028312
"Q922H4","Gmppa","Mannose-1-phosphate guanyltransferase alpha",0.214104348482232,12,12,24,113091.568460756,82948.680693409,104060.804511801,100021.541099491,99573.6941768788,92362.6008191337,102833.603255909,86629.0925740236,92218.41855401,100028.240564582,94941.694831085,110241.748952467,98555.9133265448,90816.6818175568,83703.2978829548,93805.515370661,96614.568555704,0.311991123263857,0.0895166520927863
"Q922J3","Clip1","CAP-Gly domain-containing linker protein 1",0.0083317016530793,12,12,24,539109.40489101,573960.703066816,582756.428916591,641431.932426023,591028.981322991,585640.548247066,462217.671715803,466826.821627375,650468.530565436,534560.373323473,565999.34818081,626911.736554611,426977.956321074,525255.185740191,524682.049787419,527428.942688578,551578.538460954,0.405183593379028,0.115674708852958
"Q922K7","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase",0.0120320043860253,6,18,24,5146221.85975688,4947495.08169897,4906444.7515642,5349063.82600661,4603430.29543942,5109675.2852104,4396663.08229145,4260679.57467032,4800850.94929646,5173119.36963674,4992666.03711042,4501468.11020398,4097098.91157516,4046623.27214285,3959556.34722204,4164663.87270741,4653482.53915833,0.298595184808814,0.0982593440302714
"Q922M3","Kctd10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3",0.00337964539945785,6,18,24,51135.2145284408,62116.5155089277,52154.1061285281,51460.9590504147,55718.4679531625,46671.3844718462,43715.6771142206,50340.5838270333,53264.461249477,58838.7831423581,50478.4855225444,53377.5297522738,43733.2425049504,51046.3452875154,46598.4041795877,47879.5121091416,51158.1045206514,0.359685695299346,0.0975608024257951
"Q922P9","Glyr1","Putative oxidoreductase GLYR1",0.364510078396521,6,18,24,590146.574448512,508378.95795531,462683.047981162,438414.602245203,461619.641690151,508302.733528311,488945.963962077,411513.394227867,736418.99601925,565511.445182905,626888.464345058,529656.475778454,536618.891064673,559261.471577816,638969.643295538,529361.625215863,537043.245532384,0.604989643747024,0.154384707024404
"Q922Q2","Riok1","Serine/threonine-protein kinase RIO1",0.264522510032964,6,6,24,67677.9222820675,76557.6810381692,59764.0010972443,54160.5328895632,67975.334987952,70525.2909682503,58580.8366231212,70612.4239096592,49975.912330052,82766.9058444612,46365.9549551375,53236.3449129339,58587.7665715747,48438.5004025906,49120.6381761422,69008.5083018325,61459.659705672,0.592273876289692,0.178624966998314
"Q922S8","Kif2c","Kinesin-like protein KIF2C",0.264522510032964,6,18,24,323951.789118504,394537.082564573,368338.185863885,319507.635356109,319875.718564385,323638.557282873,254649.621275322,281674.102907034,215492.49453194,236634.982774299,177807.335843671,233207.575489708,157764.823668718,172031.034823619,112512.792678943,117243.257932153,250554.186917233,1.12560198396841,0.348698258580472
"Q922U1","Prpf3","U4/U6 small nuclear ribonucleoprotein Prp3",0.202556542240958,6,6,24,570264.398959041,530115.559012037,445736.824911749,414967.641074714,461823.523568737,475190.940553932,500392.516330509,428201.221202765,579743.692198863,543267.182617049,543441.349041279,456943.181528836,577741.79822642,524221.427355049,531352.42693787,453563.240619358,502310.432758638,0.328036290664352,0.108923945821995
"Q922V4","Plrg1","Pleiotropic regulator 1",0.000856622124101308,6,18,24,251423.49808559,208408.666799576,208073.309799311,199157.527084158,188084.364986993,220182.041625877,169829.796388087,157009.019666006,318982.405698851,279625.633804087,268742.777811645,221202.344103878,207464.833687102,232739.768727912,196164.802851573,193263.393253772,220022.136523401,0.736168590089197,0.191158165665472
"Q923A2","Spdl1","Protein Spindly",0.683150401020304,6,18,24,98001.8311507318,94356.6066197606,70855.0878125003,48236.1904668614,74934.6952251828,64143.4560175519,55100.332280026,56227.1245078237,43324.512809245,40781.8068246243,48755.8241835478,38297.3404248883,34887.046069175,39575.7630100956,22650.0888547138,28441.5139548713,53660.576263225,1.40422909225555,0.408280775773672
"Q923B1","Dbr1","Lariat debranching enzyme",0.136349899268303,6,12,24,13252.4305803447,13140.9166499357,13270.3879645695,8718.0646350248,11313.6431848315,10983.9855343408,13288.8590149971,11262.113267925,12104.0237879458,15173.1525953898,10191.7788450485,14423.3651940847,7749.64200971436,10472.0593601033,9511.4601664248,10739.0424953613,11599.6828303776,0.639975307448452,0.177801959647911
"Q923D2","Blvrb","Flavin reductase (NADPH)",0.341223288618683,24,6,24,151203.94571794,171210.492313343,140563.320606576,190462.719338935,151383.195388097,141973.486507514,162501.06306627,192002.189000227,114239.095080509,125150.501786831,153318.951625945,149954.606981268,177283.898236429,143834.064216775,223814.485473885,147529.686350032,158526.606355661,0.691211355067673,0.171950967266147
"Q923T9","Camk2g","Calcium/calmodulin-dependent protein kinase type II subunit gamma",0.663444627902243,12,18,24,171894.908179102,145355.662514482,218065.966499662,195051.425118388,163670.590672374,192157.174924207,212408.949273144,200164.012862491,158438.129359818,176894.666656845,155515.554078691,144718.980365345,121783.470255946,196083.802453972,137337.21423131,145042.230318147,170911.421110245,0.563347350447748,0.168903572353653
"Q924C6","Loxl4","Lysyl oxidase homolog 4",0.692265842639357,6,12,24,37364.6582959623,43381.4328473124,35216.9265857465,34923.6291802242,36997.716871945,32773.1438423888,35245.5663446981,33872.6776644459,33397.4143112204,33266.3275372534,33516.377498289,31935.4257120839,31831.1229999092,33861.0075872506,32778.3528138511,26867.9366939705,34201.8572991595,0.482824543968486,0.100025123568589
"Q924H2","Med15","Mediator of RNA polymerase II transcription subunit 15",0.313110600467639,18,12,24,239085.74304555,259282.894379269,272998.158479468,235340.390755591,254854.059254758,309034.261218019,262528.261590315,286517.801692112,232597.218409876,293640.534446357,306106.229395608,269077.2988811,265377.05745775,327564.726185925,289400.838342711,305590.945375685,275562.276181881,0.344631743836254,0.103103188319785
"Q924H7","Wac","WW domain-containing adapter protein with coiled-coil",0.206405513307332,12,12,24,272928.065728445,290206.483499804,264584.282673093,353180.6229522,321032.910322258,317675.624035557,274595.353947923,263459.891336161,375805.886425504,354676.82371908,379153.84211514,325922.498453847,318099.61155346,373750.983890405,296388.713243768,293022.360225185,317155.247132614,0.364786494390248,0.127271349075341
"Q924K8","Mta3","Metastasis-associated protein MTA3",0.764532693263432,6,18,24,75146.147782655,64633.5364049647,61997.8402206517,58441.6686364134,75388.6565988355,71770.9613498324,77742.8367220584,57964.2893249901,50333.7417691008,74255.75635545,64040.5439914525,64253.2824233843,60735.0393046997,59015.0626777067,54790.9251434483,61278.3732304157,64486.7913710037,0.425034249188618,0.126035336470683
"Q924W5","Smc6","Structural maintenance of chromosomes protein 6",0.00143217958886267,6,18,24,17682.8307013909,19489.6913862124,12417.6802532391,16179.6034125931,14681.8366578246,14733.1181612245,11341.7228479403,14172.7127826366,19015.0128670549,15458.5808270343,15845.6880376641,14939.8907707784,11627.2336890659,16787.6134171887,13388.2503912745,11901.1511701729,14978.9135858309,0.543962583907256,0.166650639068396
"Q924W7","St5","Suppression of tumorigenicity 5 protein",0.434973443761697,12,6,24,61283.1491490064,53183.0538635073,70382.0321287652,58388.8035776666,59351.7799113834,63117.8114358708,61443.3644719617,60449.3535976951,48217.4391903999,70415.9977027807,69544.2719641986,86131.6148246733,45788.0139793663,50232.2713046485,61464.3779430639,54157.0609235209,60846.8997480318,0.663034616592968,0.165133874190251
"Q925H1","Trps1","Zinc finger transcription factor Trps1",0.58627791105411,18,6,24,12108.6099365338,14447.3571905715,10805.4420841041,13213.0890471225,9779.84629610852,16986.4598923529,12109.1535849659,12339.9790127779,14190.0668253197,20337.8016950182,16937.6643424907,15775.0349899246,16287.2027598864,15293.9505116306,12908.4491216596,12642.8656930365,14135.185811469,0.7469272452254,0.190962471051405
"Q925J9","Med1","Mediator of RNA polymerase II transcription subunit 1",0.0255585911246088,6,18,24,50230.3995109277,59205.5501607678,47269.0923968334,57628.5181038172,48113.6918926885,65701.7770418504,42010.5796667219,43787.9565062667,52055.7376534546,54109.6617416711,51815.8497610399,45655.968699034,39389.8284491937,43623.4003645423,44261.2133376661,44507.4333276992,49335.4161633859,0.533327792462892,0.143853539146452
"Q99020","Hnrnpab","Heterogeneous nuclear ribonucleoprotein A/B",0.858038494704348,6,18,24,337631.135515162,259491.420687633,232229.336684983,246078.815966148,252540.846438845,219257.465126293,205262.522750376,268385.221934996,250272.313916114,221449.243875691,251457.956121134,263643.410817842,262141.804118062,248385.691857971,242599.643000199,229057.88753605,249367.794771719,0.530816791662939,0.11820034743613
"Q99104","Myo5a","Unconventional myosin-Va",0.546765117594782,6,6,24,337130.82603489,400519.775324711,321349.706929007,395982.827106643,386599.935646335,374881.830431232,375297.274290706,369223.589656134,390358.75686105,408124.820380033,363132.197613411,368588.14921231,346553.675038773,368398.230156527,351759.272203473,396766.294833675,372166.697607432,0.233161951375235,0.0651752091440285
"Q99J83","Atg5","Autophagy protein 5",0.00143217958886267,6,6,24,50457.1915351316,44320.5751926205,26497.407250662,32886.8299998515,35635.3824818204,35522.5467804367,42759.717503092,29667.6437459869,39572.95145609,40458.9317404317,30960.1580776357,27509.1524877815,47353.4450686768,37357.9056966885,38821.3479552843,37538.6490240353,37332.4897497641,0.64179443817087,0.183923153130623
"Q99J95","Cdk9","Cyclin-dependent kinase 9",1,24,6,24,249882.567296632,223141.614368995,242848.877067263,182872.473757563,211887.664365688,257105.748144968,192273.069986925,182030.166092746,285773.802635226,241999.140382781,288466.831652106,267968.381925782,273116.620320879,267953.077083604,296245.216563091,303097.73731247,247916.436809795,0.488340235837645,0.160081009044032
"Q99JF8","Psip1","PC4 and SFRS1-interacting protein",0.0120320043860253,6,18,24,125307.075428461,84146.7782173074,91114.5999344309,96118.2037203521,82475.352956349,83856.329830106,55910.6953349166,72705.3477732586,133618.673243415,126356.08240081,119187.677619451,118101.073793698,116267.973623739,89328.5492280385,95876.7576112318,98809.3859369941,99323.7847907849,0.782370285950964,0.219854743069441
"Q99JI4","Psmd6","26S proteasome non-ATPase regulatory subunit 6",0.723757775893356,12,12,24,23296.0453518324,24821.2646182703,19165.3586008427,26437.2928327449,21610.7586994009,22862.5364504218,27417.9470451387,20778.7356356839,19454.0871019955,23459.9330262169,21764.7683772056,26361.2390922193,23962.9528443064,24370.7369239078,19828.458059192,22900.4234967943,23030.7836347608,0.358328599459386,0.109152902773033
"Q99JI6","Rap1b","Ras-related protein Rap-1b",0.0765719131843423,24,12,24,91662.1873041866,101145.984398897,44286.8668553924,51955.1446084168,39209.9793407313,55337.1574465164,86703.122564249,64096.4494542717,50409.5978795508,46250.2955250667,49439.5814917438,36132.8607347695,54575.4153933914,67116.832403711,51946.5042918246,56505.9723386866,59173.3720019629,1.09868884372469,0.317642013115272
"Q99JN2","Klhl22","Kelch-like protein 22",0.858038494704348,24,18,24,181328.515154263,118374.613745841,135634.284144408,159659.202299061,160421.088151667,134139.665189612,202171.520305593,161001.738467973,220972.580369119,164576.940587283,187812.315502004,215511.16816328,202667.421708294,158388.633442312,190513.373143077,162662.487398802,172239.721735787,0.595669602745073,0.172149190743898
