"Leading.razor.protein","Gene.names","Protein.names","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q99K41","Emilin1","EMILIN-1",7814.5062997318,7759.52556175116,9685.346256323,8427.51300972538,6582.88876456008,7102.20575772727,6923.34718445768,6566.31572555369,10125.2841430525,8681.34419869614,7022.35874352262,9224.64802186997,8031.85426125589,5813.0728545676,6088.60878203068,7891.17516259018
"Q99K43","Prc1","Protein regulator of cytokinesis 1",354452.215118679,394055.366283552,266387.917966039,304887.809255973,242972.481258475,202995.354674106,164115.097629443,177275.733475097,139458.737669826,154541.164298236,118091.992321735,145627.119883086,84364.2643193258,108010.947019388,69339.4830766906,78124.4785324075
"Q99K48","Nono","Non-POU domain-containing octamer-binding protein",5266154.24291298,4788585.45265757,4733520.16217398,4545034.56746563,4853868.11384394,4768467.76265651,4546539.91021213,4329445.1134115,4954219.52207781,5362536.14120572,5757034.04731401,5128028.38603254,5348673.86935642,5409791.4708565,5271018.46564319,4892718.89173898
"Q99K51","Pls3;Lcp1","Plastin-3;Plastin-2",2808624.18508626,3258630.01313268,3578609.62545536,3212532.518762,3666030.37176836,3555139.39055823,4417702.41705866,4338670.12965992,2126229.58935548,2246114.33717421,3397065.73897889,2886865.65306939,3369009.99690195,3015666.41881804,4603114.48406554,3776180.74377798
"Q99K67","Aass","Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",6037.7485961723,7670.53857548768,3288.90666010656,5231.3971004619,1930.13806035125,5482.81229336574,5411.99578556569,2891.62025963738,6891.91228113163,5787.69919852741,6344.53374894374,6191.38822372628,8465.62792023666,7859.49918119761,8773.01515525617,7848.17855398504
"Q99K70","Rragc;Rragd","Ras-related GTP-binding protein C;Ras-related GTP-binding protein D",471356.868233052,513359.302095179,438009.987318197,393061.033653444,418701.318427463,439147.744819871,380970.888423169,422427.978396855,310039.935528996,317077.549730184,432615.34695843,427521.626475887,387303.178272814,352781.013045677,508674.267500816,429478.431850761
"Q99K74","Med24","Mediator of RNA polymerase II transcription subunit 24",446460.93116536,468227.179250584,549954.374721405,437336.791045531,497433.018420683,567473.37968777,531508.738021188,517295.190990669,538616.804108345,534764.439607829,536077.697333885,483600.389020858,490900.418402519,591852.529426607,554224.511640462,574917.853876162
"Q99K85","Psat1","Phosphoserine aminotransferase",1976067.05632775,2143051.78825903,2135217.98999284,2221595.50988526,1772274.93821929,1987427.29397173,2007071.49397509,2330190.05173812,1537874.25532662,1751761.79930723,2095439.39825151,1846929.68543098,1771608.0345574,1626323.88401386,1803506.7792709,1764805.6810343
"Q99K90","Tab2","TGF-beta-activated kinase 1 and MAP3K7-binding protein 2",93099.1017765968,82643.144328294,99316.2319276581,93637.5044121583,97266.7895090918,100116.199494035,92434.5942961937,87888.9183049224,91256.9652393806,91784.6884970087,96268.8561207492,91460.244469427,68658.4357797667,81092.0152558709,53526.2134342345,69836.2534432783
"Q99K95","Rtfdc1","Protein RTF2 homolog",25900.8930731669,27629.659680769,21058.6797784985,29455.8393451379,24928.9485099189,21806.3924484834,23372.4924314302,18522.6692994706,18342.7398374586,17685.9549674458,20474.968259362,16118.7933879937,13813.9861805976,17285.698636195,20487.2347404181,12062.9041454116
"Q99KB8","Hagh","Hydroxyacylglutathione hydrolase, mitochondrial",321736.016248023,334586.338594374,356083.468235068,388965.470039182,335923.891582031,334976.487967069,332776.772646395,372348.052850262,340898.099007149,393399.047827507,391654.40194084,388599.027454557,369821.536921617,357577.134983663,385596.86037976,381303.46660479
"Q99KC8","Vwa5a","von Willebrand factor A domain-containing protein 5A",2577309.65251719,2437568.80271324,2508789.53337562,2270955.71718359,2489953.74743541,2554753.17903459,2280126.72505336,2180391.03893587,2570281.19259364,2617486.12367773,2448415.01028203,2698005.95814181,2274331.57267997,2485873.34279642,2371452.85371406,2265097.33151635
"Q99KD5","Unc45a","Protein unc-45 homolog A",952091.708290805,976856.612439091,840817.803145679,962807.6879329,879637.237309011,861619.19359,927840.941424087,923710.530457139,932562.003605048,951891.765175,953180.203542953,959469.401626722,926199.607128624,949266.542371104,931839.591454745,939611.834375469
"Q99KE1","Me2","NAD-dependent malic enzyme, mitochondrial",462606.471966627,510136.423634189,594249.756705873,545107.978768547,505718.022786994,511195.908745738,608034.529799067,548347.89849638,624601.537142324,577602.477416839,605391.404350133,655368.013832173,586185.047273374,645767.342682449,590049.493753729,598528.960424699
"Q99KE8-3","Zfp64","Zinc finger protein 64",64142.2621933506,56929.3737860981,51027.7646382434,57561.5351834239,49262.6463224572,57216.421375909,52498.5342005002,77625.3646574616,75127.6596099382,69798.981249209,70294.8628007649,79463.6002391316,61695.1532622347,58373.6278129318,57788.0792707349,69659.8954873701
"Q99KF1","Tmed9","Transmembrane emp24 domain-containing protein 9",243111.327981388,432220.895947665,318156.051153121,242546.592839597,228551.779632535,311567.158066094,292154.705339203,240896.881975198,186411.49499738,182141.991407955,181214.258357166,206639.503022671,188058.770853943,233399.723607982,250842.906739993,315407.970111756
"Q99KG3-2","Rbm10","RNA-binding protein 10",1232442.49641802,1009757.57424756,999831.217150045,1118593.89542676,1094051.09707096,1137828.99938042,1067378.71020556,1028954.54976961,1157592.29248029,1338562.67406395,1394919.07716743,1179477.18272571,1307533.51809508,1323923.21523788,1250830.67073927,1208011.07733678
"Q99KH8","Stk24;Stk25;Stk26","Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 35 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit;Serine/threonine-protein kinase 25;Serine/threonine-protein kinase 26",519845.290165939,468077.51624787,538045.112467046,431817.754676218,412354.269496169,459368.265309653,454093.799694201,418047.759086305,548460.943132349,386691.471097992,415866.102518642,428638.545786077,401283.336881316,402874.147908343,439903.487416602,415364.904863193
"Q99KI0","Aco2","Aconitate hydratase, mitochondrial",2516519.75653566,2696908.16464449,2599528.70503007,2879641.90557348,2453606.60963051,2538911.49882072,2953766.71876591,3108939.5068209,3010293.25810288,2688809.38864438,3782901.96268436,3406480.30233331,3410249.42133986,2998693.45298844,4364019.02134909,3484964.33443093
"Q99KI3","Emc3","ER membrane protein complex subunit 3",32358.3419932428,49359.5114517134,44042.980602733,32228.3008157296,28946.8907172377,34401.7716922351,33857.4350886541,33301.3554410631,32426.0803731195,24106.8883649071,26670.4208117993,27154.9970356313,25530.8137772302,36143.6007327137,29628.4640424943,31923.0855672116
"Q99KJ8","Dctn2","Dynactin subunit 2",2484030.05364512,2362060.22548179,2386793.49955957,2359208.71841407,2246126.70468524,2365370.60306824,2141449.02265365,2169414.23856533,2894025.13589009,2522357.38573288,2403409.43083026,2520928.79704278,2467263.61687175,2382409.33722453,2426599.7604631,2348946.74660454
"Q99KK1","Reep3","Receptor expression-enhancing protein 3",243383.980840369,246750.597535368,203940.581569302,201896.398998519,205842.306230808,202006.078447316,183550.694332316,183360.109328189,187101.873733757,195321.242110484,197652.092888356,172111.14451785,200543.701113759,194721.336185917,210641.737064641,216504.09296801
"Q99KK2","Cmas","N-acylneuraminate cytidylyltransferase",2883606.10250448,2851113.32124638,2297608.06786042,2423506.52661712,2625478.47658061,2577897.14050712,2178341.80237168,2233422.53666946,2913075.30586465,3201497.39153574,3023686.67661469,3040713.31130038,3705118.68516189,3526285.36825958,3157940.03595449,3216107.81834523
"Q99KK7","Dpp3","Dipeptidyl peptidase 3",777316.824416689,817137.472166356,730789.624761891,785586.244138952,692849.207294113,687502.57250797,832185.804279568,916186.701143215,563076.63245841,615370.44735293,849419.504189758,692599.996422843,868125.309015113,699742.501224999,1015772.07748161,795442.249516464
"Q99KK9","Hars2","Probable histidine--tRNA ligase, mitochondrial",483016.502103648,361838.74390412,355536.775326311,358790.388173002,309622.004873423,307757.808990375,381850.939181041,324545.712314261,666407.308862637,533513.623040726,505670.730788372,432531.827340616,449382.113281261,389154.988552178,463666.07466302,397233.570363998
"Q99KL7","Rab28","Ras-related protein Rab-28",11218.1529168148,11619.4346275189,16266.8978743118,12822.0328476793,12396.6608843718,14279.2907229039,15888.6335899216,14030.212087249,9360.40702494858,9595.49295502463,15713.2327456673,13396.7446305439,12854.9092345988,10512.9839109145,18378.6451567912,15133.6484744608
"Q99KN2","Ciao1","Probable cytosolic iron-sulfur protein assembly protein CIAO1",59317.7962490436,70212.1060434721,60261.4927079622,65636.4134200553,52248.3183330528,72178.3318504444,66171.2221283744,69578.0114708206,67117.5611278842,64469.1748252257,66355.1262998475,64428.7189297388,62259.1258760838,60198.2187931384,67942.7741769159,51603.9148403035
"Q99KN9","Clint1","Clathrin interactor 1",303560.249894988,277335.679220058,277798.607953221,288190.970399499,291392.923192328,325949.190027126,235422.278052822,292921.094351004,344535.528168323,224375.234292232,299525.394440223,254648.521368504,215580.310907324,263463.252057199,248079.346849491,219140.579534661
"Q99KP6","Prpf19","Pre-mRNA-processing factor 19",7793167.86178228,7090001.44114716,6802476.49268324,6243184.05890967,5926673.10295784,6609229.61446203,6222302.38905331,5686493.13682042,7814599.32124601,7998654.17353653,7690043.24071267,6969962.68892472,6873139.60433637,7071715.95239348,6502824.44823321,7061874.10182272
"Q99KQ4","Nampt","Nicotinamide phosphoribosyltransferase",407632.95212755,417072.162219289,489080.702611735,460662.613185647,421943.268467738,506704.11405608,481856.791008448,477634.415168242,364587.366438869,394062.255793854,509881.015142774,465159.213803937,395990.728877429,449250.734216943,513516.959843198,429420.144897592
"Q99KR3","Lactb2","Beta-lactamase-like protein 2",612981.407728027,704155.981773346,554316.65007264,644191.671464866,577270.73565114,591391.626992863,566468.741195349,751089.776193894,460051.866302851,443575.952873564,754125.08680337,669549.946363368,690421.096918269,597478.114409262,825968.956657499,687646.318402296
"Q99KR7","Ppif","Peptidyl-prolyl cis-trans isomerase F, mitochondrial",79445.8067277058,79719.0288065053,87930.0662343944,85709.2846719233,84338.5471475023,81173.4143174151,98405.2562159508,85558.1080510176,104309.609499253,92847.6830949283,92538.8408524641,87349.1850429766,93067.4508759505,80831.3729562022,90338.0094609788,98476.5060247881
"Q99KV1","Dnajb11","DnaJ homolog subfamily B member 11",1170063.7881267,1163729.62143212,1203410.68180549,1126199.54346101,1273554.1250541,1236071.73851784,1130713.10005272,1178103.28482202,1449133.08216877,1195689.59155279,1206698.9354981,1101261.57019522,919262.636144128,1161869.64819976,1043307.38186663,1027286.29084284
"Q99KW3-1","Triobp","TRIO and F-actin-binding protein",1776985.44092267,1906775.23603546,1904978.6028789,2258161.39932735,2121627.00740052,2182739.95489268,2099377.16531724,2225597.42022066,2023877.44006055,2246374.9964212,1950512.04421971,2040670.60852208,1825227.16468981,2218423.01312625,1986492.07701079,2204044.58257385
"Q99KX1","Mlf2","Myeloid leukemia factor 2",13357.2816179689,9109.17278140504,8123.10896458484,7080.89161636966,6254.46484339457,9339.87509662135,4005.97101272819,10059.6658615838,10185.1670384454,7470.11755647038,4510.77905649682,10462.7684893219,7998.38254054103,11705.657266151,8092.29490668592,7583.29229762931
"Q99KY4","Gak","Cyclin-G-associated kinase",815878.244657763,796533.077166757,900905.769903698,831952.84743078,832827.494785946,831361.811892396,788108.654533216,752364.335763681,804813.63002004,733404.176739188,728618.208346282,799226.365241552,672255.679210587,743598.438340663,658088.454483283,675690.107326984
"Q99KZ6","Znf639","Zinc finger protein 639",30271.6899392022,29258.0472046489,30642.111023121,35346.237353292,27211.0568006675,28955.6153829812,21633.4826055093,19320.4786952082,41267.4346403739,37162.356614979,40496.3490485024,37026.6042607844,31336.6045094741,37684.4929593676,41467.4255631095,39514.3623789737
"Q99L00","Haus8","HAUS augmin-like complex subunit 8",275286.848107268,271681.706024247,205288.224661065,267784.5569242,293195.81699759,236834.226277783,220272.380898958,237970.916727898,284539.159763422,245540.396869653,238651.194482524,267272.128357549,246569.258111435,237999.533599112,213653.37810549,211199.381391029
"Q99L04","Dhrs1","Dehydrogenase/reductase SDR family member 1",115252.485127832,154962.582026978,119941.428240677,115373.275150726,117599.121716011,125723.408271341,131707.584393071,126369.535835808,99275.8939110942,92879.7028532912,112401.904501134,105687.93305711,121616.434727564,122137.62682589,138845.689511288,159895.883894973
"Q99L13","Hibadh","3-hydroxyisobutyrate dehydrogenase, mitochondrial",150810.209799931,126164.334701997,113819.8993511,134079.354654353,136228.113913099,131812.219731972,182311.16208602,151996.114793413,184334.776484439,137985.517030955,172744.804450008,167077.017776255,178992.830210705,167446.784713933,259318.945913977,191627.341122997
"Q99L20","Gstt3","",65438.8303625703,83770.4029115608,88574.0609363209,87404.8070131366,84527.4827327785,83453.7473907862,99633.5835020281,96447.7461559018,66562.9846186858,69542.1070854734,106239.477445295,94466.1728826837,91879.3341915548,91977.7926125073,110700.702654595,90249.9613073349
"Q99L27","Gmpr2","GMP reductase 2",171782.473605595,161492.010590054,165673.138466268,153651.66236629,144069.694183956,113026.767959841,164346.183456068,156000.341877145,182694.492632836,138684.836737564,152375.349853505,133917.586175182,171369.333098854,156482.349743017,159484.418072112,146853.279865466
"Q99L28","Rsl24d1","Probable ribosome biogenesis protein RLP24",166790.646655548,150929.000814645,174299.459429311,166938.460223284,140849.312562937,148201.449796877,152723.212309823,135600.937215909,133690.593893424,141368.563066293,134929.211460086,135274.026216186,112372.675568028,126383.999406658,104487.652520088,121914.14900379
"Q99L45","Eif2s2","Eukaryotic translation initiation factor 2 subunit 2",8704124.27750145,8570053.27832672,7436975.69290115,8958588.2531901,8656286.99698389,7959308.60321307,7320401.77823702,7906638.9259165,12221056.7843289,10095019.3948052,9049202.59937034,9211777.47188903,9838953.21102039,9950858.93091162,9356164.06541267,9305096.18012428
"Q99L47","St13","Hsc70-interacting protein",4287524.58633835,3983295.27675883,4368197.22585878,3603826.47150605,3766756.05759246,4179470.72918346,4126111.07075464,3831528.48399296,4958309.66592816,4391796.39027343,4361341.47383347,4291965.80189273,4394956.74438827,4064553.27562177,4415270.96386278,4026902.13272026
"Q99L48","Nmd3","60S ribosomal export protein NMD3",750074.899090512,746491.80512932,858619.52412804,705456.3336823,694024.168124781,786914.646245443,664524.40265248,629747.416770496,632693.847735002,655731.301619584,567045.350982655,657151.015582995,498099.53421001,591335.894071057,506292.347796774,524025.758470797
"Q99L85","Elp5","Elongator complex protein 5",74086.9818068774,77665.8641221777,83143.1891889914,80922.3859932824,81639.9517390612,81249.9478329361,77994.8807032875,84156.6048527971,72222.527211917,88542.9181367476,79589.5809534149,76010.677067931,75761.7948604707,82463.4472906033,64725.5343798022,73845.2779893585
"Q99L88","Sntb1","Beta-1-syntrophin",5257.14436373321,6520.08166373412,6170.31234991214,3435.02298482373,5820.36508639662,4973.0242007889,8698.74017532356,7639.48273923032,6268.92717617918,6147.69130612812,6944.40364477371,5080.49404311241,9736.34556490164,9567.00512398478,9929.55825641105,9976.85002179022
"Q99L90","Mcrs1","Microspherule protein 1",431596.159112676,422128.722149943,439712.901262402,363542.739344946,377474.650704881,454613.435636618,365693.122899751,387181.861748296,412491.652824574,509348.423933752,479242.870121076,464430.959011741,489682.431658078,529264.219796682,559740.610045641,485408.556061071
"Q99LB0","Dnttip1","Deoxynucleotidyltransferase terminal-interacting protein 1",366919.763648813,307741.480618579,376274.783391355,387305.842461194,394391.826220815,332102.171227163,328497.796073518,298929.759430188,348577.420614481,378685.713110889,457999.172788364,337878.788120367,463662.050831732,362285.585467375,439526.957140752,388151.285344362
"Q99LB2","Dhrs4","Dehydrogenase/reductase SDR family member 4",517403.264000586,549920.430856614,505883.42316723,510055.828268921,555346.202013966,579694.537031966,563907.550935508,568642.84505978,695766.268530876,653707.816570325,608138.211401909,618280.023106291,638498.09015933,721457.411070088,565194.688163233,644057.059235646
"Q99LB6","Mat2b","Methionine adenosyltransferase 2 subunit beta",160837.763518794,154255.821300846,163701.782926467,151989.590480029,133704.232119158,149235.827685828,164086.887494305,146468.564168479,169044.947851259,130493.814269965,156914.02332662,132923.87639878,134084.5428597,133847.458923197,159309.378585175,140187.208628842
"Q99LB7","Sardh","Sarcosine dehydrogenase, mitochondrial",71511.7890961607,91313.9137465964,88408.223683931,80317.9489749975,68795.6284235739,87412.2453994819,88134.657856555,91797.985105158,77414.7802282175,93724.4925164247,80528.0088355539,91060.22825803,87328.5173178149,93521.8159625281,121481.111124556,87584.3312640987
"Q99LC2","Cstf1","Cleavage stimulation factor subunit 1",1433837.82412229,1373828.21131728,1293218.64613529,1261048.47029101,1276845.52234376,1417565.18049748,1231320.7241554,1310854.63169414,1212291.66355016,1328941.91312069,1433402.17701655,1419417.48959269,1471581.7210437,1397538.20277595,1362353.6682246,1317231.84499794
"Q99LC5","Etfa","Electron transfer flavoprotein subunit alpha, mitochondrial",270653.216593647,299408.663548766,309239.614421208,302833.223803373,277950.711992826,265424.239576951,331147.571430616,330719.650787115,290568.656854462,287778.959330399,361674.247957289,369606.334579661,357498.357889482,311496.771922083,437023.90249698,378290.510196777
"Q99LC8","Eif2b1","Translation initiation factor eIF-2B subunit alpha",706410.1531309,657125.31222992,819884.26354804,948476.294726474,740872.375898606,794149.71906197,708165.349888676,718355.777178864,731210.751321099,726837.261887465,648709.380925755,731712.692648324,731812.157740418,689574.889709714,671325.026652604,713627.927390435
"Q99LC9","Pex6","Peroxisome assembly factor 2",37556.8027946125,40798.6525606106,37516.3368903715,41754.3667988561,56264.6593913438,52499.5537196736,61774.5275616718,61420.1281443254,24494.8446194051,31385.1942698426,34068.7850962478,43069.7219045168,50264.6253385982,45990.3195441477,62791.5835058101,55933.717241669
"Q99LD4","Gps1","COP9 signalosome complex subunit 1",1881193.56676069,1635288.57615169,1655284.99483286,1920027.62941353,1617829.13903876,1579557.72599846,1419513.43577167,1641041.93517248,1699240.28755627,1565175.81325697,1735771.40256635,1848022.94082646,1841176.59057826,1653714.57169801,1680528.3641436,1652624.95417768
"Q99LD8","Ddah2","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",122152.092119715,178373.749546991,104252.110629085,167566.955393865,159983.985297088,132551.869577649,131212.720620595,196089.006910511,127353.664107222,121858.197968995,211805.384027776,179675.476398375,234548.985211672,222898.030717694,328413.954836044,276149.411604312
"Q99LD9","Eif2b2","Translation initiation factor eIF-2B subunit beta",424751.172974992,390289.128915044,437542.567532484,419232.935210177,379948.425952776,373026.096025931,419836.017968091,388982.886336153,427776.914118274,382625.780182285,401035.881991331,430696.345837983,380501.323480508,369763.562010433,361559.03932074,419877.752251053
"Q99LE6","Abcf2","ATP-binding cassette sub-family F member 2",3644297.86241829,3483654.81297392,3310699.21281011,3433713.932641,3277621.94527906,3197919.59867409,2997502.31496019,3008698.24292685,3011407.58743936,3215038.67010687,2831630.80077101,2904157.07638597,2607539.56539048,2923227.59201038,2425943.18704701,2701928.94196743
"Q99LF4","Rtcb","tRNA-splicing ligase RtcB homolog",5560352.28654801,5185622.14199141,5425889.60387904,5345536.67356289,5018166.15973325,5288295.26755836,5481217.39333474,4856396.34075819,5250536.83539356,5483164.49401484,5411923.29870124,5279118.20274356,4904145.60848225,4982854.92452058,4463075.78071855,4574068.15094118
"Q99LG0","Usp16","Ubiquitin carboxyl-terminal hydrolase 16",508379.853745565,497904.845929056,491333.358430969,427277.721509917,476360.57862199,478588.800104603,517324.194328224,453908.575113504,495302.287913428,636870.334049722,556845.323736827,625228.74392147,633473.881359242,628055.906150872,542897.342735345,609508.964840849
"Q99LG2","Tnpo2","Transportin-2",358049.630344566,306714.56043668,309190.632115247,286989.602506446,274565.035281,292248.322544155,271878.868442999,265882.291245992,455376.230129856,344884.408128539,378751.788223426,343601.438727245,345054.404607346,308284.903525257,328799.101823901,300482.218424028
"Q99LG4","Ttc5","Tetratricopeptide repeat protein 5",53625.6035527887,62770.059742255,52263.9216154903,45426.7956305368,52731.9595246745,51602.9187448903,58648.2118376315,43087.4947848789,50172.4271710374,55672.7436356086,51474.1547269172,51518.0887390217,51440.8802662973,55737.5065855226,41144.3990571645,38430.664198299
"Q99LH1","Gnl2","Nucleolar GTP-binding protein 2",1177072.74967999,1073719.43122384,1064527.35176086,973629.477882385,890631.423504393,955208.538259826,809634.174051443,798821.813868408,890702.245932092,970193.563418307,948848.172654482,813975.096556457,754774.793358675,868794.128988293,732620.007515951,683415.12475047
"Q99LH4","Znf672","Zinc finger protein 672",87589.505241696,93936.3383848115,98966.7938802562,88587.890710445,99641.387702503,114115.912152846,78579.3314282877,108905.868614494,101917.643065819,97715.504762468,114211.309886768,113016.586318434,122178.250658377,106896.551748326,113271.689051167,108042.452988019
"Q99LI5","Znf281","Zinc finger protein 281",222812.909465863,164824.011285528,190619.250240237,170319.689179574,147009.592169404,181357.092167001,138694.865762305,141640.247132151,231207.14863716,222268.170512678,209095.520751854,193572.394104422,175764.383540337,178541.018980788,173836.253280414,152973.908980393
"Q99LI7","Cstf3","Cleavage stimulation factor subunit 3",1550132.95815911,1387045.29005277,1508609.8193808,1358984.78158803,1310299.36501844,1456398.14696264,1422212.77659985,1383286.12341067,1282704.30637115,1390930.01702076,1417725.42158493,1411126.91129649,1415003.62178624,1439217.72450399,1425344.63843848,1473761.15831525
"Q99LI8","Hgs","Hepatocyte growth factor-regulated tyrosine kinase substrate",536802.921187913,579212.262034788,517819.463299274,498056.584229765,531029.834285022,564111.042066755,520784.009215287,563265.387723472,420104.900254109,423729.942960966,491925.500445898,461990.257609262,530056.292926415,590243.132015985,658894.31744461,569184.174277396
"Q99LI9","Clp1","Polyribonucleotide 5-hydroxyl-kinase Clp1",443668.045008876,401272.782944805,392497.670100364,373504.931512895,338957.315507749,346195.134619902,369882.45979088,304476.626738791,403195.0870559,378062.299668513,394795.462519798,452038.315323099,415654.825626656,379511.318346966,407997.005185781,342230.847470214
"Q99LJ0","Cttnbp2nl","CTTNBP2 N-terminal-like protein",1145377.64479446,1158434.99710137,987032.001410319,970632.313269348,1128491.05917627,907254.239501175,841077.665239835,866058.483887449,1008625.16598639,774738.718098807,982818.720892206,970616.327945403,975495.558281714,928807.896150359,997029.726922658,900391.102503729
"Q99LJ6","Gpx7","Glutathione peroxidase 7",503521.328764486,484427.270235041,504750.798479445,567720.236111563,522207.408956804,507153.476369622,494152.850706176,583884.998783508,549143.202154097,556588.002072864,548197.028369279,561839.228862466,485342.107048628,490990.790996746,500733.766997513,507662.594626312
"Q99LJ7","Rcbtb2","RCC1 and BTB domain-containing protein 2",143119.051834167,114693.560819311,158743.633514887,126346.77580859,121712.944494521,116173.087774249,139833.817012757,109926.256300445,92479.286780427,124110.486186159,114722.645329854,129754.221638357,104225.266229716,124915.217899971,98417.4394162493,111039.440367766
"Q99LL5","Pwp1","Periodic tryptophan protein 1 homolog",799875.57576025,789661.191725388,667804.079536455,796674.74276479,746273.145754492,756380.211480277,665299.654076543,670905.709955549,747610.849433437,810336.812333188,704618.654602556,649639.425416437,612876.264357991,746982.898052778,678305.364933056,685607.672331338
"Q99LM2","Cdk5rap3","CDK5 regulatory subunit-associated protein 3",140074.954889565,147721.550368232,152937.473788728,118389.205122553,134384.814641195,151773.100923366,162164.643613045,172842.099169922,179940.082437626,152695.885060696,150804.959502571,147602.139893865,190142.77367139,180486.11076936,196157.44495781,207306.331912728
"Q99LM9","Tada1","Transcriptional adapter 1",489909.450768263,457944.126002448,477887.417176047,450440.68920551,458104.183222186,483822.682567623,444083.420057999,417511.61675127,469606.334507446,496796.16715776,520337.503095233,469411.034228591,490506.823748494,475236.306569525,498536.10465837,467387.407856908
"Q99LN9-2","Dohh","Deoxyhypusine hydroxylase",111775.37120479,126675.035768442,112051.233786443,129784.782004298,118291.759948374,117573.328953552,128193.840691591,130739.603451109,82006.0728654982,86665.0053435602,134022.876150912,99118.2714808903,104998.86843464,91136.1846044765,149207.085311317,83354.1356765399
"Q99LP6","Grpel1","GrpE protein homolog 1, mitochondrial",317089.745197893,300410.245750522,268502.972611827,310786.002105471,265553.015070848,281366.371118306,289107.878921183,342149.700631579,351683.109963852,295717.608814352,371884.35077835,315658.721490127,358003.884393063,323562.318610383,413464.709731663,345592.72714583
"Q99LQ1","Mbip","MAP3K12-binding inhibitory protein 1",267785.057483131,264270.515752182,296148.4800456,236890.04007176,249709.551255885,304233.784522578,265339.785482507,266701.732291417,258208.143176977,279714.788301681,305218.840785902,297851.407368716,326605.81441707,323263.913065259,323188.720558271,341790.301902936
"Q99LR1","Abhd12","Monoacylglycerol lipase ABHD12",51920.1689481018,77767.8917222217,54599.9600340472,39583.7440661013,53978.1243944596,53334.2827450424,51650.2528004243,49216.841699165,39873.2796384797,39025.1290751385,40852.2594143797,39722.544123406,52666.9545721222,46461.1266395083,49957.9929143151,58395.8419809454
"Q99LS3","Psph","Phosphoserine phosphatase",137664.076153466,178886.815491582,169151.081035174,169198.386817362,144499.932346239,148018.518151701,190375.042397666,191116.953254544,115831.596204664,134107.750383978,197132.641009665,164180.851506139,180411.064975016,155897.019438446,175045.498596869,157022.257258577
"Q99LT0","Dpy30","Protein dpy-30 homolog",635763.720873592,581346.733482064,574151.633866477,710529.9093037,657086.31935092,631368.939299317,587435.726402446,645789.846657031,492939.349459795,813005.705227532,804417.413872375,879390.801567274,847902.523525475,729619.965040197,997057.18016789,942028.547190615
"Q99LU0","Chmp1b1;Chmp1b2","Charged multivesicular body protein 1b-1;Charged multivesicular body protein 1b-2",488186.072535854,511902.874996539,361247.886843066,571338.678449492,471049.473111659,447126.38558014,423059.355465318,535538.451481667,546129.367076473,577690.045829486,533918.53887835,552095.459169181,536254.384302862,544393.143728193,495286.702482718,536696.982786702
"Q99LW6","Yaf2","YY1-associated factor 2",6907.05529018391,7675.83139800652,7248.71846357465,6760.53326039604,7249.34350105768,6403.21706307194,7034.47402521354,6314.54419582734,5993.77034667021,8187.64658253216,5932.83454983058,6561.89003227404,4946.99954740755,4317.34471041907,5413.69980434903,5985.79063250882
"Q99LX0","Park7","Protein deglycase DJ-1",488643.465763275,583222.757531879,454601.666382241,540719.386859319,527401.724773345,520799.515376504,626269.086589571,655107.869511541,402859.133863103,427967.087918259,648588.28743823,542867.318318571,697879.122524203,522811.923362622,865582.687001474,590789.97010148
"Q99LX5","Mmtag2","Multiple myeloma tumor-associated protein 2 homolog",117475.802170376,79845.8313204672,93948.4605257623,90424.4900567221,77579.6261751251,93216.1675964213,75311.1740901865,81318.3995877846,130717.661878246,87882.1653595401,102399.65706544,86243.1808225981,80601.6072610014,102498.082477945,89351.9971021063,74334.6288992727
"Q99LY9","Ndufs5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5, N-terminally processed",138199.789366042,138581.859397409,126331.928980853,135851.574385086,134148.032955559,127320.773317697,144135.335329132,146753.665516343,150397.414225894,165510.43787644,174783.24258747,167245.372121502,161988.46281532,160285.051630938,140502.50288049,146356.144054272
"Q99LZ3","Gins4","DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed",2116.44524724052,2891.79552045025,2593.87491407921,3229.56636421584,2218.3448853488,2825.47111737167,1348.28627194656,2418.00098225337,913.20400509924,2250.28314603378,1852.03999564797,2029.50813911551,1293.68631899574,915.578425512283,1969.1190823007,897.419465956353
"Q99M01","Fars2","Phenylalanine--tRNA ligase, mitochondrial",966.61983983093,770.015585894414,1041.72572378539,738.104112441463,699.504336135396,1058.23475272057,567.406003161866,2059.84537886302,1358.63125038994,708.577815656817,935.442526514313,1150.88706968172,1031.90813211618,1133.75130642164,1116.16478791176,890.512861231479
"Q99M03","Rwdd2b","RWD domain-containing protein 2B",31183.0908039092,31388.4645751025,34986.2251404806,31208.2351583789,30122.887585512,32391.7003164488,39493.3982555296,31507.5414031025,32207.254063853,31911.4231421069,32902.2573859122,26265.4608763864,33879.0103061701,27544.68202428,33823.1996807989,30674.8065889745
