"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"Q9EPL4","Mettl9","Methyltransferase-like protein 9",0.00831485587583148,24,6,24,7725.34923197949,8917.95787156901,9175.01309613823,10903.7260526713,8668.67200173322,9467.21819731259,10080.6588492354,13051.3025257282,9748.73722829593,0.546322376839742,0.167704081489722
"Q9EPL8","Ipo7","Importin-7",0.51410437235543,12,6,24,69491.2511946082,52848.7308681284,50151.760041337,52745.0523200154,48081.1241742046,52726.7210995543,42080.1512912962,52384.0835840786,52563.6093216528,0.521484354995013,0.14780697605639
"Q9EPU0","Upf1","Regulator of nonsense transcripts 1",0.828159645232816,12,18,24,979314.050002231,987190.816845696,969974.02606896,996460.532024935,955186.051615783,1007036.39947297,990053.549867361,947089.697729797,979038.140453467,0.061230200608331,0.0209579753001937
"Q9EQ06","Hsd17b11","Estradiol 17-beta-dehydrogenase 11",0.562915742793792,18,12,24,10562.8495042006,9879.74263162234,12104.5978616172,11569.7932245983,10729.8411275636,14366.069751724,10751.4300084135,11001.9498725319,11370.7842477839,0.394548610046489,0.121479373974188
"Q9EQ20","Aldh6a1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",0.416574279379157,24,12,24,259965.029795259,233743.041406636,242413.753615539,264980.051943394,248317.546677512,248648.585297499,291007.201826126,268890.329781692,257245.692542957,0.222604934035689,0.0699818159041653
"Q9EQ61","Pes1","Pescadillo homolog",0.258110014104372,24,18,24,23479.1216034253,18110.7622022246,16224.2104057222,19693.2839782844,17511.3433003627,19111.221521922,17084.4716670029,18235.8642226613,18681.2848627007,0.388351831847945,0.119195120401162
"Q9EQC5","Scyl1","N-terminal kinase-like protein",0.846614950634697,18,12,24,20321.2689420887,16339.8270395354,21075.3940222657,17967.8114350216,15576.7663736086,20294.5478579575,17294.4777442059,19815.1611624499,18585.6568221417,0.295853286288296,0.1109947247523
"Q9EQG3","Scel","Sciellin",0.833148558758315,18,6,24,5561.61634607888,6313.0365307465,6616.21615039935,5404.3009110631,7941.29533529157,5645.98640797571,7238.41750890852,6220.87915891671,6367.71854367254,0.398414974975523,0.138179664257462
"Q9EQH2","Erap1","Endoplasmic reticulum aminopeptidase 1",0.0289634146341463,24,6,24,23692.720995235,27484.959755859,28482.074108823,27882.3640248904,24749.2427526128,27747.77237425,28077.2985211524,33368.5197032622,27685.6190295106,0.349488255896088,0.103729700430657
"Q9EQH3","Vps35","Vacuolar protein sorting-associated protein 35",0.923579946146942,12,18,24,494892.755174098,493633.63501243,449541.863404524,498355.67590146,482458.629727712,559746.46618685,529420.272405744,491903.498860482,499994.099584162,0.220411806607281,0.0651326667813235
"Q9EQK5","Mvp","Major vault protein",0.0736953455571227,6,12,24,1830721.90755513,1794786.53550472,1679794.09710423,1816595.43182356,1863543.56780186,1833723.79080941,1781560.56219241,1769692.58085936,1796302.30920633,0.102293177354327,0.0312234944206804
"Q9EQQ2","Yipf5","Protein YIPF5",0.0736953455571227,6,12,24,304309.552416279,269413.76396612,240794.767132518,287139.157486681,299006.927589596,292894.277856025,270426.239116741,265724.556347251,278713.655238901,0.227885444756264,0.0755140547778608
"Q9EQQ9","Mgea5","Protein O-GlcNAcase",0.750554323725055,6,12,24,39416.4194689271,19090.2793293665,25743.401236067,23556.137726672,22780.7912365904,21719.8652903501,18440.2407956591,18494.8410230877,23655.24701334,0.886745281562219,0.291116264981974
"Q9EQU5","Set","Protein SET",0.881513303769401,12,18,24,625499.340808996,721555.752305929,663517.222644665,631948.194668547,629146.42206809,609617.692349391,601346.674632311,636980.26141449,639951.445111552,0.187840934795708,0.0591309793063742
"Q9ER72","Cars","Cysteine--tRNA ligase, cytoplasmic",0.914315937940762,6,12,24,445132.539989143,399182.469408277,387639.945652484,415445.643505978,411935.624817579,440848.039174745,431580.295111501,424012.510113793,419472.133471687,0.137059389048878,0.0475133285613892
"Q9ER81","Tor1aip2","Torsin-1A-interacting protein 2, isoform IFRG15",0.917960088691796,24,12,24,14731.073053424,12120.9882927393,13209.1226909903,13658.8714715335,13437.8156461284,15587.0616475272,15690.7031869646,17515.7548698715,14493.9238573973,0.372208839387468,0.119243075695272
"Q9ER88","Dap3","28S ribosomal protein S29, mitochondrial",0.562915742793792,18,12,24,44347.2311397622,39276.51309897,45001.2645324748,44632.4272624456,39554.5175215306,46671.8811153904,45291.0964830761,45668.53309508,43805.4330310912,0.16882307752035,0.0639211890455267
"Q9ERB0","Snap29","Synaptosomal-associated protein 29",0.220028208744711,6,12,24,28676.208685738,33040.4737492099,22592.0657578089,26387.9356926817,30700.8608062279,23469.9975499867,23729.309935845,25963.4242521777,26820.0345537095,0.389574740124855,0.138632673535634
"Q9ERF3","Wdr61","WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",0.442350332594235,18,6,24,368716.260152156,371821.060835495,387586.209782085,352179.930310917,371221.314133556,326950.221479328,371037.966200922,326809.234774963,359540.274708678,0.16904079815917,0.061995239072229
"Q9ERG0","Lima1","LIM domain and actin-binding protein 1",0.0886917960088692,6,18,24,661069.290075785,636371.971589938,517983.261246355,537447.951417673,538521.412846262,555411.079256383,521837.933231067,497170.225434573,558226.640637255,0.293606669244789,0.105291671240363
"Q9ERG2","Strn3","Striatin-3",0.881513303769401,12,6,24,62120.3443290116,67610.6387761161,62044.4054774838,60832.6862765178,66577.429636693,65477.7280989807,66316.6699608055,71141.0809247465,65265.1229350444,0.157946452632721,0.0527002556880914
"Q9ERI5","Jmjd6","Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6",0.442350332594235,12,6,24,120127.476058418,102775.544256702,96358.4201925328,105525.665100048,102573.295933712,120861.896192254,102511.9700109,104195.854080482,106866.265228131,0.229291029750247,0.0825828481955951
"Q9ERN0","Scamp2","Secretory carrier-associated membrane protein 2",0.220028208744711,18,12,24,83784.2913894457,99904.8884873143,115319.653233149,106129.205129778,93973.8285915884,106472.032336913,104030.934421578,105071.657208736,101835.811349813,0.309668685560694,0.0930417973084073
"Q9ERU9","Ranbp2","E3 SUMO-protein ligase RanBP2",0.764966740576497,6,12,24,1049892.65005531,1069620.98587666,1129297.14813897,1045602.8751174,1053629.16009633,1003858.25649092,971167.046157645,1023619.70125241,1043335.97789821,0.151562013896882,0.0449411733450348
"Q9ES00","Ube4b","Ubiquitin conjugation factor E4 B",0.833148558758315,12,18,24,62751.2424014534,67035.6602347848,63409.6678891387,68339.0054908,59251.1616906996,67383.88892744,62301.1389857416,61760.2232578146,64028.9986097341,0.141933248956338,0.0500359785869057
"Q9ES28-8","Arhgef7","Rho guanine nucleotide exchange factor 7",0.473946784922395,6,12,24,57569.0988708195,41308.5691363089,45897.2405519691,50448.4392772595,47887.0600310819,46899.6970010822,46870.455998125,41130.644161192,47251.4006284798,0.34789349079569,0.110827007605891
"Q9ES97","Rtn3","Reticulon-3",0.833148558758315,6,18,24,69735.0178813696,55100.0614861028,52673.5297750351,58978.9985190831,58719.9977346794,63727.6970908488,60636.5012161781,47619.9361069269,58398.967476278,0.378689602404802,0.116173611913956
"Q9ESC8","Aff4","AF4/FMR2 family member 4",0.828159645232816,12,12,24,25264.9694262468,27126.0231689505,19338.3123922067,26555.8600872057,27193.1514192857,27108.6728762559,30341.2888621878,21741.7434274836,25583.7527074778,0.430076720791827,0.135998690765265
"Q9ESD7","Dysf","Dysferlin",0.110014104372355,12,6,24,7793.34239211829,7405.32942025721,6265.95316407466,8133.07232207949,8467.26114462091,9592.06130267169,7208.1281708504,7237.91438783891,7762.88278806394,0.428463011667674,0.128190892705179
"Q9ESJ4","Nckipsd","NCK-interacting protein with SH3 domain",0.914315937940762,12,12,24,4453.55198909158,6730.97639221526,5106.76420550482,4929.96388606035,4651.56156624963,4430.36084192434,4353.77109530023,3445.16068369268,4762.76383250486,0.689896838070697,0.196673558276117
"Q9EST5","Anp32b","Acidic leucine-rich nuclear phosphoprotein 32 family member B",0.00317348377997179,6,12,24,48148.1235092796,36474.9037147063,31248.2853259103,35373.4712646099,38428.1657694155,33477.5950281602,31288.1519270594,34684.7372398454,36140.4292223733,0.467615868073509,0.150397005379043
"Q9ESU6","Brd4;Brdt;Brd3","Bromodomain-containing protein 4;Bromodomain testis-specific protein;Bromodomain-containing protein 3",0.212860310421286,18,6,24,38853.3277622281,53116.5471498205,50868.582112879,32823.193607067,39637.2546896922,37690.8726438965,42056.9294654517,35823.6197713048,41358.7909002925,0.490666025311925,0.172272486862063
"Q9ESV0","Ddx24","ATP-dependent RNA helicase DDX24",0.51410437235543,6,18,24,6448.70293261507,5678.12363481311,4403.24717672958,4461.45482533815,5108.21875303516,4515.31085441119,5199.48612823223,4743.737028326,5069.78516668756,0.403460045866584,0.139830452407051
"Q9ESW4","Agk","Acylglycerol kinase, mitochondrial",0.76163610719323,6,6,24,37493.4645594521,34185.9114321189,34396.5266081761,39456.305969824,39680.7458503385,40839.3894356617,42893.0987676017,37289.0694839753,38279.3140133935,0.227464560426455,0.0793728182389181
"Q9ESZ8","Gtf2i","General transcription factor II-I",0.753526093088858,6,6,24,327356.095557481,341136.292823105,358217.421613772,327576.991420404,325934.78292894,287755.753864715,314468.30426276,314970.056496807,324676.962370998,0.217020841991686,0.0634918604404053
"Q9ET22","Dpp7","Dipeptidyl peptidase 2",0.710920177383592,12,6,24,125537.22856056,123310.776118385,94869.5962209201,137425.965990621,113589.814851272,135125.09441515,118665.916498408,121339.297748156,121232.961300434,0.351029697808335,0.109700136576029
"Q9ET26","Rnf114","E3 ubiquitin-protein ligase RNF114",0.930570953436807,6,18,24,161188.844337274,139575.62506062,155007.378755942,154146.780749813,146396.098338825,168962.881546314,140952.939941798,127211.455670855,149180.25055018,0.279872340483937,0.0893792438730585
"Q9ET30","Tm9sf3","Transmembrane 9 superfamily member 3",0.846614950634697,6,12,24,1975231.28253277,1969954.46316985,2065682.56280131,1988578.85530046,2142877.06094726,2027530.80470246,1958130.25747022,1998376.07006063,2015795.16962312,0.0916495913181401,0.0307482210267958
"Q9ET54-4","Palld","Palladin",0.833148558758315,6,18,24,1615042.07448073,1467163.31071419,1417396.47867263,1358122.97509233,1336972.87613285,1327073.26945935,1313042.16231859,1272195.42926584,1388376.07201706,0.246940762034882,0.0793301208814232
"Q9JHE3","Asah2","Neutral ceramidase;Neutral ceramidase soluble form",0.739421720733427,6,6,24,66917.4112123209,61178.7587703687,60292.0591471963,65284.9546496849,77952.1008612486,73891.323137845,74979.6042171749,82127.4409067181,70327.9566128197,0.310479399817249,0.11440871179396
"Q9JHE7","Tssc4","Protein TSSC4",0.212860310421286,24,6,24,5902.42272155483,9420.54232425539,8326.79083479128,9815.08208087722,7473.37549734268,7142.88865422786,7772.24414571474,9131.88096077934,8123.15340244292,0.481667545284288,0.161469018762793
"Q9JHJ0","Tmod3","Tropomodulin-3",0.442350332594235,6,18,24,1068143.03226602,1050840.11804523,1065235.8116319,1055342.68755791,1160665.93998544,1111916.13039586,1107062.73135986,1023139.30698,1080293.21977778,0.127304911747692,0.0403603317658769
"Q9JHL1","Slc9a3r2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2",0.739421720733427,6,12,24,7607.76215970648,7036.6635699904,6197.36515291273,6278.69311125557,5830.50123571984,4904.21788416325,5693.20233857966,6306.41842685954,6231.85298489843,0.433826709663192,0.132374061537103
"Q9JHP7","Kdelc1","KDEL motif-containing protein 1",0.0193935119887165,6,12,24,16847.0799711502,15743.9358127704,14263.5215452887,14497.9007698204,16412.195182596,15096.9031130232,11487.0019938615,14146.287207452,14811.8531994953,0.361877606069667,0.11282784907267
"Q9JHR7","Ide","Insulin-degrading enzyme",0.881513303769401,18,6,24,1191474.96618758,1140188.90225077,1162809.68358013,1192035.51539785,1167506.60573116,1197599.15315136,1260473.91468824,1118369.00473896,1178807.21821576,0.120549745330174,0.0363968894898586
"Q9JHS9","Cwc15","Spliceosome-associated protein CWC15 homolog",0.76163610719323,12,18,24,52759.1431741872,50130.8140718935,42200.7077398734,52768.75929336,38444.6265672696,46077.5347824968,48079.2759442629,39203.4465057414,46208.0385098856,0.309992226201637,0.124120355315307
"Q9JHU4","Dync1h1","Cytoplasmic dynein 1 heavy chain 1",1,6,18,24,3439122.89955482,3382075.0522823,3400808.74316988,3542960.31544094,3409431.05971178,3548524.57074137,3482309.84966121,3397094.70235511,3450290.89911468,0.0482421695230915,0.0192839796222173
"Q9JI10","Stk3","Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit",0.51410437235543,6,18,24,211303.501888612,163799.994817892,152192.671173669,161078.413296506,156038.660450232,147462.792772179,146456.108809118,144514.798281843,160355.867686256,0.416503022748405,0.13547717895662
"Q9JI11","Stk4","Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit",0.881513303769401,6,6,24,4248.91872828922,4411.33169926237,5032.81292128962,3555.94722263092,4153.31920593782,3300.69780340734,3402.68588027512,4016.44812067298,4015.27019772067,0.431381957524438,0.144692475170481
"Q9JI90","Rnf14","E3 ubiquitin-protein ligase RNF14",0.750554323725055,6,12,24,7943.76791920559,5944.66360453779,6632.30596955914,6821.97791706879,6718.51796206241,6849.05678743784,6627.51827462531,6337.97769873725,6734.47326665426,0.296846425178694,0.0848625090025613
"Q9JIF0","Prmt1","Protein arginine N-methyltransferase 1",0.0734478935698448,6,18,24,433579.035745552,355609.272994071,318883.331750934,348554.057394825,359202.939077124,372305.154647861,330602.039501055,297474.086428838,352026.239692533,0.386632966439067,0.115996882624449
"Q9JIF3","Slc2a8","Solute carrier family 2, facilitated glucose transporter member 8",0.914315937940762,24,12,24,76373.6907147021,73969.6016145434,76589.6019979352,78537.2515283589,94659.1175969903,80104.1154694218,85111.2042258717,80196.6534738358,80692.6545777074,0.256399000512777,0.0811984449412111
"Q9JIF7","Copb1","Coatomer subunit beta",0.416574279379157,6,12,24,121562.337211182,116586.913596152,108940.246216024,130908.326343864,124289.073549138,118995.020947638,117850.123660042,109896.11294674,118628.519308847,0.185183801128348,0.0609930494744447
"Q9JII5","Dazap1","DAZ-associated protein 1",0.750554323725055,6,12,24,71895.2950709444,57637.8299866057,47197.3185680535,52880.8735214687,50361.897670565,44252.1726548294,49137.1081294747,46317.8725499314,52460.0460189841,0.526936678746175,0.169420431100929
"Q9JII6","Akr1a1","Alcohol dehydrogenase [NADP(+)]",0.0736953455571227,24,12,24,657763.683047224,654645.202028674,650837.826307551,673257.496942417,667205.952601351,620204.245931736,663911.725538412,666801.87588514,656828.501035313,0.0807718467256778,0.0251494272439042
"Q9JIK5","Ddx21","Nucleolar RNA helicase 2",0.833148558758315,6,18,24,367177.541315224,298410.839556189,272649.824292512,304306.167117934,332606.448262163,319399.390512454,425496.176740226,269251.871651594,323662.282431037,0.482738686494689,0.160699263136101
"Q9JIM1","Slc29a1","Equilibrative nucleoside transporter 1",0.442350332594235,12,6,24,10123.6958792382,9239.34787117306,8808.76343052016,9427.37428763778,8329.16371420237,10817.103258665,8186.84093361943,8276.69341148998,9151.12284831825,0.287425091832195,0.103609098702892
"Q9JIP6","Fzd2","Frizzled-2",0.753526093088858,6,18,24,122074.555464134,108861.460026685,110856.688073768,119150.556576454,115740.452745229,127522.017671824,121575.868277176,116274.921799635,117757.065079363,0.158466565318714,0.0521050123847639
"Q9JIS8","Slc12a4","Solute carrier family 12 member 4",0.846262341325811,6,12,24,133630.842944225,118213.688275962,108764.083324198,147996.707846857,136029.434393391,141684.268144483,139431.919527566,109710.777866197,129432.71529036,0.30311211840567,0.116728374617903
"Q9JIX8","Acin1","Apoptotic chromatin condensation inducer in the nucleus",0.562915742793792,6,12,24,215038.642630743,217490.599890576,202655.501052095,225267.671149826,214714.733845374,206678.419056768,197915.757487954,177663.603093274,207178.116025826,0.22977363135505,0.0713542874337807
"Q9JJ00","Plscr1","Phospholipid scramblase 1",0.258110014104372,18,6,24,35787.5647381125,38371.5869909087,34193.959910549,35578.2402468737,33568.7649713126,37031.8265994664,44157.2655951003,32577.9481477426,36408.3946500082,0.318039769637442,0.100114135157036
"Q9JJ04","B4galt4","Beta-1,4-galactosyltransferase 4;N-acetyllactosamine synthase;Lactotriaosylceramide beta-1,4-galactosyltransferase",0.930570953436807,18,6,24,13012.6580075533,12837.0829990606,12028.893199673,12576.7469174092,11955.7373888072,12485.8293084811,13477.8375771364,11837.3423634124,12526.5159701916,0.130961810740333,0.0456637955790306
"Q9JJ28","Flii","Protein flightless-1 homolog",0.442350332594235,6,18,24,335636.840567044,294077.969658204,282935.344330275,303043.276892058,309452.60336473,324741.926160689,324172.099496442,275085.670238309,306143.216338469,0.197787071857866,0.0699500416036945
"Q9JJ89","Ccdc86","Coiled-coil domain-containing protein 86",0.51410437235543,6,18,24,104064.091975626,94430.6609200863,82569.7545921908,88135.6123612445,88137.1762156178,93320.2718816784,95800.5869842026,72522.9401057942,89872.6368795551,0.350953893921043,0.105522849623296
"Q9JJA4","Wdr12","Ribosome biogenesis protein WDR12",0.753526093088858,6,18,24,62761.0491072427,51633.0960270103,43128.9665375537,60400.4291292016,46840.4998306704,59475.1338912688,60567.6618115006,48346.0967988157,54144.116641658,0.362589396362675,0.139207585464803
"Q9JJC9","Herpud2","Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein",0.920310296191819,12,18,24,6384.35226319799,8734.4723338894,6273.14201276336,7098.4901274166,6509.29255775828,8045.24206457684,8755.82155974766,8414.33573472652,7526.89358175958,0.329841191457886,0.143100848849038
"Q9JJF3","No66","Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66",0.753526093088858,6,6,24,14322.9739967942,14979.0901739224,16229.0167234969,12601.2441231986,14268.6527588723,13706.2136952558,13819.1892384641,16897.4003225088,14602.9726290641,0.294197373948343,0.0956801519558174
"Q9JJF9","Sppl2a","Signal peptide peptidase-like 2A",0.258110014104372,24,6,24,87949.3394339373,97757.1274470256,106087.603790886,97894.9830547619,104663.817261189,104794.294903174,111494.135533227,132560.224044019,105400.190683527,0.423252408945155,0.123987388857783
"Q9JJI8","Rpl38","60S ribosomal protein L38",0.212860310421286,6,18,24,1489465.54437925,1215535.35155412,1056823.56941779,1117240.21205382,1315780.53456203,1127369.48943136,1312725.77641469,1095055.86188204,1216249.54246189,0.35571809884156,0.121025303679337
"Q9JJU8","Sh3bgrl","SH3 domain-binding glutamic acid-rich-like protein",0.963137472283814,6,6,24,473204.001817877,453622.614837773,697185.643679914,380170.06228547,492089.00218513,314142.108631221,336181.087749505,486692.79332734,454160.914314279,0.843409291675918,0.264380710261702
"Q9JJY3","Smpd3","Sphingomyelin phosphodiesterase 3",0.846614950634697,6,12,24,321588.687825344,292705.411214532,317389.93868324,286134.278154038,249644.720163447,240286.122268535,234950.723881955,279223.247706033,277740.391237141,0.311938654502059,0.1202992386586
"Q9JJZ4","Ube2j1","Ubiquitin-conjugating enzyme E2 J1",0.846262341325811,24,12,24,78567.2173067625,77651.8662563399,65603.865407122,79018.7994244207,74356.4561594539,77754.2705471396,78712.4438822836,75139.3750281222,75850.5367514555,0.176860106623323,0.0590040588142928
"Q9JJZ6","Klf13","Krueppel-like factor 13",0.473946784922395,12,12,24,10164.977440751,9293.74805339177,7135.9379372339,8103.33982634317,9192.83578687642,9824.93976360107,10483.6906171543,6553.27203607394,8844.0926826782,0.444411735844692,0.16236030992625
"Q9JK48","Sh3glb1","Endophilin-B1",0.828159645232816,6,12,24,402034.776564129,348716.466521328,366322.894923223,384654.532630763,357182.852637307,392398.181635911,374488.197163361,382084.627667565,375985.316217948,0.141809554104751,0.0477160567936093
"Q9JK81","Myg1","UPF0160 protein MYG1, mitochondrial",0.405487804878049,12,6,24,184352.89983299,181616.002186653,171882.669882357,180533.027320644,176940.330321681,182154.686971678,179730.699776141,174102.000286205,178914.039572294,0.0696995606406514,0.0238224843270562
"Q9JKF1","Iqgap1","Ras GTPase-activating-like protein IQGAP1",0.76163610719323,12,18,24,364726.145059505,340906.064975012,337879.188844704,349602.883529306,347863.008799619,404474.043601652,398370.238791717,365460.983771994,363660.319671689,0.183123786551883,0.0697555330866734
"Q9JKP7","Pole3","DNA polymerase epsilon subunit 3",0.917960088691796,6,12,24,140512.348492339,113357.425855592,99405.1718462523,114425.658009824,108299.920871394,107698.188059458,110008.122250921,90675.72662218,110547.820250995,0.450815056841525,0.130341466558854
"Q9JKR6","Hyou1","Hypoxia up-regulated protein 1",0.442350332594235,6,6,24,669050.575649424,658024.551809673,663552.104547484,654497.862719781,691435.79653662,620039.874238922,623405.371538267,643946.347598697,652994.060579858,0.109336250676305,0.0362302307901462
"Q9JKV1","Adrm1","Proteasomal ubiquitin receptor ADRM1",0.110014104372355,12,18,24,6061.57154693466,9401.92072341898,9203.89225873273,8266.62160525394,9079.94936790819,10184.6863599846,7782.24880586121,6765.08941755539,8343.24751070621,0.494185844032444,0.168364121882426
"Q9JKX6","Nudt5","ADP-sugar pyrophosphatase",0.764966740576497,24,6,24,133745.628100559,161560.381162242,150781.408381596,161380.87476476,140746.752515279,131142.568978743,141246.893378358,150984.500299308,146448.625947606,0.207702953760601,0.0793756339961632
"Q9JLB0-2","Mpp6","MAGUK p55 subfamily member 6",0.920310296191819,12,18,24,179570.216118172,184688.304785322,186091.238506823,182993.929688677,170804.256032744,178692.806897856,175471.275379598,172974.451194923,178910.809825514,0.0854447111887084,0.0309678865065017
"Q9JLB2","Mpp5","MAGUK p55 subfamily member 5",0.51410437235543,24,6,24,129437.523567901,140470.236057207,157278.29170656,139445.405003357,126592.814190294,129800.156278441,129038.729781095,141630.309550439,136711.683266912,0.224453951432641,0.0747347857092608
"Q9JLC4","Sorcs1","VPS10 domain-containing receptor SorCS1",0.914315937940762,6,12,24,49287.7561191885,46889.4210606856,42944.9650158802,43475.329405119,45307.0465568886,44394.6335220154,47906.5349314587,47236.8555724348,45930.3177729588,0.138095955152363,0.0490241035963154
"Q9JLJ2","Aldh9a1","4-trimethylaminobutyraldehyde dehydrogenase",0.473946784922395,6,12,24,28958.7352096664,24166.2347933125,20243.7772794106,26199.1689174255,20370.7571591857,22877.0687381596,21692.6732019913,21984.104686655,23311.5649982258,0.373846969558632,0.129293367383508
"Q9JLL0","Crim1","Cysteine-rich motor neuron 1 protein",0.0807926829268293,24,6,24,9842.19672448768,10262.2805283549,10731.847495661,12813.2239765214,10466.7282692317,11487.6919746368,12179.4346190448,11920.7277648963,11213.0164191043,0.264962356335428,0.0931847170391154
"Q9JLQ0","Cd2ap","CD2-associated protein",0.833148558758315,18,6,24,591819.283843592,627116.094432629,653261.200608695,522548.612565884,612507.501053998,463779.581222461,596326.666599954,542692.193045372,576256.391671573,0.328814781275737,0.108049298971584
"Q9JLR1","Sec61a2","Protein transport protein Sec61 subunit alpha isoform 2",0.258110014104372,12,6,24,3033.16740201615,2791.13734918657,1600.97826234581,2603.30225459022,2071.82532654648,2710.70528521799,1902.06028700273,2728.12828298725,2430.16305623665,0.589338701366084,0.207866204675356
"Q9JLV1","Bag3","BAG family molecular chaperone regulator 3",0.258110014104372,6,18,24,230244.547038763,224433.935763341,197509.368359582,213273.216887288,201494.027459365,223604.430603135,216803.738950223,196884.522756195,213030.973477236,0.156597060690486,0.0611310445526951
"Q9JLV5","Cul3","Cullin-3",0.0440687361419069,12,12,24,6668.46653949227,6903.27850781952,6208.09169901926,5030.71852277481,6070.74224861232,6890.77240739562,4959.28249884401,5035.9449112626,5970.91216690255,0.32557772659114,0.142248040658192
"Q9JLY0","Socs6","Suppressor of cytokine signaling 6",0.258110014104372,18,18,24,12505.6046196501,8999.77783794066,11432.9510515623,13939.4039894444,9219.25969922125,10031.7965878092,13052.4100562291,11090.9763528369,11284.0225243367,0.437754013770376,0.159865510529169
"Q9JM14","Nt5c","5(3)-deoxyribonucleotidase, cytosolic type",0.314174894217207,18,18,24,45184.7238141642,52458.2003292391,52693.435769252,47147.3420180828,49449.1897474412,42061.7988525315,54785.4271762046,56247.0943608158,50003.4015084664,0.283686610917509,0.0985157320823481
"Q9JM99-5","Prg4","Proteoglycan 4;Proteoglycan 4 C-terminal part",0.917960088691796,12,12,24,9266.49639605969,10779.7099538429,9826.54763224337,8976.54667786841,8695.28651279005,8008.01188627956,7379.71268165603,6475.17899217505,8675.93634161438,0.496145982655617,0.158031916731954
"Q9JMA1","Usp14","Ubiquitin carboxyl-terminal hydrolase 14",0.314174894217207,18,18,24,208488.790532701,212615.370637443,249356.407443123,229193.091552033,242216.481906536,224221.356021588,231014.853865984,260532.199705038,232204.818958056,0.224127171028857,0.0766459126876891
"Q9JMD0","Znf207","BUB3-interacting and GLEBS motif-containing protein ZNF207",0.710920177383592,12,12,24,115167.150873017,108468.73255736,117312.315452169,111057.292213782,112268.705869809,120269.574889455,103924.554594883,99383.5010206768,110981.478433894,0.188194229915751,0.0624413318326074
"Q9JMG1","Edf1","Endothelial differentiation-related factor 1",0.0315964523281596,6,18,24,174437.012719286,170603.156067282,139623.531353746,126079.610989796,169044.596742134,126935.97396232,126408.422021302,116430.841218252,143695.393134265,0.403674538451172,0.165555982578845
"Q9JMH9","Myo18a","Unconventional myosin-XVIIIa",0.833148558758315,6,6,24,64778.6153782844,61039.4106113007,61738.6989134478,61485.7146131052,61699.0556031688,53358.631740711,56215.7264336584,55092.1091134486,59425.9953008906,0.192171516518163,0.0672843994510084
"Q9QUI0","Rhoa;Rhoc","Transforming protein RhoA;Rho-related GTP-binding protein RhoC",0.51410437235543,6,18,24,1433101.36275974,1311820.64022493,1318944.15416821,1292230.86509948,1323933.48110342,1394121.94503,1298739.35331579,1370666.76784113,1342944.82119284,0.10489671313162,0.0377051780583639
"Q9QUJ7","Acsl4","Long-chain-fatty-acid--CoA ligase 4",0.753526093088858,12,18,24,846537.165658414,809312.7662566,795262.209023033,847607.370254383,898283.585871537,931940.517558547,953360.77038613,902903.076041038,873150.93263121,0.18106670388208,0.0655191959017952
"Q9QUM9","Psma6","Proteasome subunit alpha type-6",0.750554323725055,24,12,24,637342.665897679,657652.067485078,673990.250959559,650110.995959328,631176.38498662,628629.079887628,627587.007407524,676121.963748407,647826.302041478,0.0749197063903333,0.0306081032430892
"Q9QUR6","Prep","Prolyl endopeptidase",0.930570953436807,12,6,24,530698.224155066,506015.3571016,479299.354787373,547881.084171549,487502.608051227,561576.293505877,522118.908145199,448896.334444668,510498.52054532,0.220725339107434,0.0735427575388503
"Q9QX47","Son","Protein SON",0.764966740576497,6,6,24,93784.7029673333,68124.8774216854,78917.5203527178,76218.986116615,74043.033904733,57244.9783727538,59115.5175162957,66374.8924027122,71728.0636318558,0.509420201026471,0.164468579806838
"Q9QXB9","Drg2","Developmentally-regulated GTP-binding protein 2",0.923579946146942,12,6,24,69636.9508234771,73799.0779664347,70111.386988791,74421.1282814068,77368.3489878733,83216.5867254954,74331.8713120956,71497.084280897,74297.8044208089,0.182773044343353,0.0593982191555497
"Q9QXD8","Limd1","LIM domain-containing protein 1",0.562915742793792,12,18,24,12462.9221001674,13767.4307307356,12728.5940533911,14460.6610658583,12142.2642192283,13310.8265691996,9992.81976886688,13203.9193491082,12758.6797320694,0.350180535197645,0.104886698686277
"Q9QXE2","Poll","DNA polymerase lambda",0.184312638580931,6,18,24,39532.2319944382,35717.9042559859,31290.5726711379,34954.9444060225,34131.897529481,38418.8709630627,33855.2192204219,29410.5336721904,34664.0218390926,0.291994344142519,0.0968587424539049
