"Leading.razor.protein","Gene.names","Protein.names","S1","S2","S3","S4","S5","S6","S7","S8"
"Q9D9F8","Mipol1","Mirror-image polydactyly gene 1 protein homolog",1896.76178409315,2079.59113844552,1972.89351343368,1932.65172863706,1479.4429540834,1598.87413424947,719.201003141882,1540.00440201206
"Q9D9H8","","UPF0565 protein C2orf69 homolog",2177.84604397833,1693.57105333348,2136.14368337911,1734.39053158469,1754.88808307889,1889.69823710238,1591.95862819559,2208.635200515
"Q9D9I4","Tbc1d20","TBC1 domain family member 20",19760.4648236525,23120.8498761095,24738.0790135133,22851.8738803722,23923.8365410045,22893.762518068,25598.6579437282,26318.3132262882
"Q9D9K3","Aven","Cell death regulator Aven",7204.03734235466,7184.06097662137,6525.03831438406,5338.8343859642,6247.11959697709,7942.40523594135,7527.69665576356,6362.76041305444
"Q9D9N8","Pradc1","Protease-associated domain-containing protein 1",24961.5447434369,23703.7702895049,27929.9747276202,25436.2796736221,21888.6030878712,29263.7321745647,26179.6929449234,26906.2365955853
"Q9D9V3","Echdc1","Ethylmalonyl-CoA decarboxylase",54135.3617658733,54771.0111592842,53716.6268202886,54696.8973808844,49252.6667596535,51727.5490910484,56614.7313204654,50535.7720755624
"Q9D9Z5","Dda1","DET1- and DDB1-associated protein 1",103296.144798924,104461.744870569,106532.700808681,109995.371366052,102104.087746798,92261.7434171833,94936.9426612502,97870.2178264521
"Q9DA19","Cir1","Corepressor interacting with RBPJ 1",7460.98622985869,8147.08824082319,7219.10503070485,6152.90986888095,5109.31801075512,8062.0371640045,6289.82348032295,5909.89636302545
"Q9DAA6","Exosc1","Exosome complex component CSL4",65198.9236370412,68968.0227850924,56208.7572717699,57624.3997048303,57877.0050541909,63905.0258775698,60522.9460554681,57878.6098722507
"Q9DAI2","Ift22","Intraflagellar transport protein 22 homolog",163171.603612537,156184.079155567,156394.980976796,161482.362699978,192886.211511558,177433.426164303,166165.247027214,150447.262301432
"Q9DAK9","Phpt1","14 kDa phosphohistidine phosphatase",97902.2603851561,86244.6260891013,91599.1633682752,80358.185740743,87266.5016969886,89522.8712148368,82227.5839603121,82840.9972675871
"Q9DAM5","Slc25a19","Mitochondrial thiamine pyrophosphate carrier",22955.5239851414,21190.1270048329,19719.8093484392,19596.0656269847,23013.0794571786,21867.0146579089,16897.4840119598,20151.2196174582
"Q9DAM7","Tmem263","Transmembrane protein 263",206787.87894249,201317.203086902,191194.441737623,204019.361768959,187690.494513712,177161.311644103,184524.425962224,190441.023821089
"Q9DAR7","Dcps","m7GpppX diphosphatase",278374.581627955,285313.544874322,295430.263353982,275617.147451221,252940.453846621,257049.041554335,260151.209444424,282384.209056535
"Q9DAS9","Gng12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",30495.5071453707,41115.1330911114,44652.0648063286,32870.0872065272,38880.5758207722,39784.8588268511,33825.2340966545,36418.3301101774
"Q9DAT5","Trmu","Mitochondrial tRNA-specific 2-thiouridylase 1",64565.5557687464,64675.7408658475,67705.3209479082,74412.028335322,70680.3892805632,70344.4853754308,70489.2234287242,63638.5770592928
"Q9DAU1","Cnpy3","Protein canopy homolog 3",150186.067775973,146305.554413663,123795.199648719,130985.189511758,139462.236042794,130450.564429841,119392.325005809,133788.40799732
"Q9DAW6","Prpf4","U4/U6 small nuclear ribonucleoprotein Prp4",161190.72077286,163197.08167523,150727.482623444,148633.536349014,141243.937901071,141201.118985489,140039.499447189,134634.256722647
"Q9DAW9","Cnn3","Calponin-3",851447.416225961,913353.741114595,933133.479493462,889845.314118484,841998.147839829,830042.743355363,830104.320305735,841402.668934394
"Q9DAX9","Appbp2","Amyloid protein-binding protein 2",24564.2393827009,22812.6355055457,23912.6009802675,22734.5759211599,20186.4140884609,17085.6881240322,24854.2413462501,20019.9546754209
"Q9DAZ9","Zfyve19","Abscission/NoCut checkpoint regulator",27990.1626638511,26999.9315806268,24576.0456150209,26645.495251461,22932.5263717015,25691.7922530046,24902.7222591111,24057.5822519021
"Q9DB05","Napa","Alpha-soluble NSF attachment protein",683440.272191188,789527.730755448,794120.616130297,800102.610364735,790013.295797839,813004.837094554,827748.028348308,807550.5479309
"Q9DB15","Mrpl12","39S ribosomal protein L12, mitochondrial",580249.348333011,469578.23548921,401864.12176163,426127.293170582,433739.249335084,448831.441269509,454457.501322749,412380.095991408
"Q9DB16","Cab39l","Calcium-binding protein 39-like",21411.3242945238,19897.3072518993,21392.667301085,20708.7276069164,21757.8268299973,19428.6910843205,23156.011085157,23662.0440632785
"Q9DB20","Atp5o","ATP synthase subunit O, mitochondrial",1050518.16765778,996618.169732307,986731.684032086,964322.912802891,1018781.52246325,969750.894371538,926495.451168045,972166.619861363
"Q9DB25","Alg5","Dolichyl-phosphate beta-glucosyltransferase",310381.909933611,350897.662270473,355058.472881096,355288.992027088,320318.011878167,354963.125135068,375549.341990069,399898.953569108
"Q9DB26","Phyhd1","Phytanoyl-CoA dioxygenase domain-containing protein 1",26981.7589572597,29340.4727115719,19713.0765463992,24886.4701737286,24361.5914089336,28775.0848775421,26024.4988272831,27289.212319053
"Q9DB27","Mcts1","Malignant T-cell-amplified sequence 1",395286.622493026,394928.943168757,371332.841763907,365544.378272287,373022.339664402,346647.338623224,379152.844528356,416959.806758209
"Q9DB29","Iah1","Isoamyl acetate-hydrolyzing esterase 1 homolog",117161.879100557,124828.853401006,139101.150271842,147406.173157621,133493.02888917,165756.478829895,155860.615199493,160243.000896634
"Q9DB32","Haghl","Hydroxyacylglutathione hydrolase-like protein",119300.495881581,116481.026416649,128245.176206665,102752.913534286,109766.904179522,121848.076608939,118135.418242378,126650.835753743
"Q9DB34","Chmp2a","Charged multivesicular body protein 2a",164866.500855168,157695.066132094,153019.352773284,148830.770695245,144108.868134619,152844.121646659,144506.054228543,164042.208267066
"Q9DB42","Znf593","Zinc finger protein 593",56620.6553226455,51783.3339652032,45578.230677311,49135.7991599179,43534.7731970385,51475.15712495,56207.5008518475,44038.3625461837
"Q9DB43","Zfpl1","Zinc finger protein-like 1",274367.200094801,229750.938375224,238416.226455086,236171.73949273,201884.773478542,207253.958354943,186576.99925967,203700.628880112
"Q9DB52","Fam122a","Protein FAM122A",37144.8950647353,28513.2008581138,27145.2585380503,29045.7590464527,30870.8309179916,32920.1539149264,34610.7720756295,29216.0893724995
"Q9DB73","Cyb5r1","NADH-cytochrome b5 reductase 1",138884.215516719,136972.292119314,118555.112547761,147768.769980357,135402.257371777,142717.547373548,161518.714906351,137379.016915722
"Q9DB77","Uqcrc2","Cytochrome b-c1 complex subunit 2, mitochondrial",408729.245151147,412995.118864002,405738.332207774,432637.369401125,404002.47174875,409639.059313148,412146.414783211,427463.360788127
"Q9DB85","Rrp8","Ribosomal RNA-processing protein 8",38060.6467898896,33695.1651879797,33454.5227147673,39086.6815734654,37666.4336370009,31888.1386032352,37544.9252363518,40340.4855579601
"Q9DB91","Med29","Mediator of RNA polymerase II transcription subunit 29",78828.1684206816,78630.1438995991,81200.7359284778,69014.6437054076,86257.395915419,62443.3080774418,56161.1358042537,60593.5380562333
"Q9DBA9","Gtf2h1","General transcription factor IIH subunit 1",22778.2218264952,19154.0033255817,22561.9846674271,20642.9597865197,20432.1998636788,16725.1715855252,18954.8410047923,23001.5147729169
"Q9DBB4","Naa16","N-alpha-acetyltransferase 16, NatA auxiliary subunit",61186.8821204501,74278.522155392,87798.1721443159,67836.3323878662,78106.403713344,68989.4334688257,71205.3058304506,81949.3186183565
"Q9DBC0","Selo","Selenoprotein O",6328.20180998453,7424.94746886274,4951.85422326398,6872.69280041075,8774.01056968751,10793.2107833427,7503.04222569384,6405.62662068852
"Q9DBC3","Cmtr1","Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1",437986.180682929,416924.286700498,412359.079736699,441417.891786279,393498.315014874,495798.966616242,415696.01795367,409221.52306856
"Q9DBC7","Prkar1a","cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",1036984.8981107,970543.814931946,853850.720126839,1080617.94484319,938556.409260492,1064403.97974653,1061058.35535064,977252.490295675
"Q9DBD5","Pelp1","Proline-, glutamic acid- and leucine-rich protein 1",123408.800402631,101194.838528118,105849.382240195,109191.15957516,104018.706494569,109220.293494719,99723.5266639717,99546.8710841398
"Q9DBE0","Csad","Cysteine sulfinic acid decarboxylase",198841.121929283,214291.357858299,198016.372286541,233194.069582021,219566.992447618,246938.229116962,215200.792570609,228832.635192737
"Q9DBE9","Ftsj3","pre-rRNA processing protein FTSJ3",508576.203883079,464729.175876658,476265.214338304,472756.016302953,441076.629583098,490026.255055472,497319.411987232,416254.278204905
"Q9DBF1","Aldh7a1","Alpha-aminoadipic semialdehyde dehydrogenase",435906.268553805,476207.904814437,482771.007384206,458366.75574286,443563.802812488,458538.645362957,461484.473863328,457150.055487978
"Q9DBG3","Ap2b1","AP-2 complex subunit beta",3662447.03424085,3630277.3707925,3686749.58649192,3769307.09378821,3634433.3124862,3740112.86403974,3792226.31284516,3839667.7583107
"Q9DBG5","Plin3","Perilipin-3",301681.665160335,307092.723382857,350931.488305351,316191.558140695,322320.405119291,317985.919271914,340010.900985996,353440.39365411
"Q9DBG6","Rpn2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",1575180.92213215,1553386.00764904,1465345.24699517,1646804.00721097,1445825.31453213,1594885.52878202,1616511.49673248,1522764.70033944
"Q9DBG7","Srpr","Signal recognition particle receptor subunit alpha",452877.055643617,489178.117429629,474502.741168144,448311.516545741,479883.185973138,458234.652631275,463863.074400203,491156.08463601
"Q9DBG9","Tax1bp3","Tax1-binding protein 3",284899.505288517,293926.129144145,286969.463335005,299011.060335367,277795.525320929,306232.411555431,298563.308261407,308632.592935968
"Q9DBH5","Lman2","Vesicular integral-membrane protein VIP36",905808.267349723,940201.775192233,911689.434017773,975371.728905357,935831.187478608,971852.779737949,968341.746504284,967636.594926137
"Q9DBJ1","Pgam1","Phosphoglycerate mutase 1",6220429.33336709,6733730.95161691,7679128.59717267,7183966.25654241,6775643.13450037,7513731.53143734,7471327.90757952,7721498.64666478
"Q9DBJ3","Baiap2l1","Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1",161129.231270301,157047.307623241,145242.053838511,133607.509796874,143625.549621756,144089.414606197,134828.086496475,137734.560317319
"Q9DBL1","Acadsb","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",725331.462497363,723952.711440852,670989.641878014,745217.196996035,719431.212230449,706604.007810621,763880.736452125,700363.072733119
"Q9DBL2","Gdap2","Ganglioside-induced differentiation-associated protein 2",25615.798991677,25447.240741102,22892.0339240559,23777.7181257706,22508.8704429593,27873.7327529877,25307.2205017101,24682.0136832034
"Q9DBL7","Coasy","Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase",125199.552204957,112828.971413088,100295.12475007,109211.212786874,101331.139196611,106510.503702658,111219.99779845,105919.117440271
"Q9DBN4","P33monox","Putative monooxygenase p33MONOX",166201.743917978,160331.642445752,172769.378612807,172420.101189554,180794.823714131,178237.391213802,194989.86355025,173808.114853176
"Q9DBN5","Lonp2","Lon protease homolog 2, peroxisomal",260468.010453913,248583.655970198,262532.839448975,268186.973390453,240334.987777544,255920.246950458,250095.734551035,234365.452499613
"Q9DBP5","Cmpk1","UMP-CMP kinase",485862.525612032,484038.998113241,495611.991978536,489506.609188916,508737.086268197,469139.0471608,483954.59502418,484131.4720281
"Q9DBQ7","Scyl3","Protein-associating with the carboxyl-terminal domain of ezrin",54783.3965143074,56987.3951180008,58418.7184232982,67522.7479447196,61380.9353187345,66580.5873643875,72152.0175462992,70506.3998469833
"Q9DBR0","Akap8","A-kinase anchor protein 8",86793.7695900171,78079.5906634557,69866.0028555897,75927.7193890825,68902.5474367347,76027.6603898716,70251.6945539481,74738.6687203294
"Q9DBR1","Xrn2","5-3 exoribonuclease 2",484933.657240272,483196.403721065,517543.394980203,450584.638436627,464455.12087573,509665.836665647,474839.263464897,502486.259128262
"Q9DBR2","Fam13c","Protein FAM13C",29903.5407235451,33897.7712686634,41529.22087218,33638.7442877288,37778.3654590833,38935.3809701724,34248.2231618058,38594.6618288629
"Q9DBR3","Armc8","Armadillo repeat-containing protein 8",99921.2771131953,91855.144294699,90787.5666693558,98340.2393478194,97914.381641431,99966.4143838856,102059.524713663,98551.2367538598
"Q9DBR4-3","Apbb2","Amyloid beta A4 precursor protein-binding family B member 2",16541.5487748484,15596.4148335777,13141.4358853649,13564.3044078962,13394.0781968242,12905.965333396,12919.4733213829,14485.4965567695
"Q9DBR7","Ppp1r12a","Protein phosphatase 1 regulatory subunit 12A",976475.393781795,997536.81661693,1046886.97867312,936036.727157297,1014044.41644704,887522.774967355,918510.332039761,922495.781203091
"Q9DBS1","Tmem43","Transmembrane protein 43",1469336.31408066,1468384.40565557,1603207.80504595,1480028.52473371,1478279.15542883,1500937.41075687,1471793.02802994,1571900.14211537
"Q9DBS2","Tprg1l","Tumor protein p63-regulated gene 1-like protein",84151.6889411227,87549.0648287409,75425.6344196319,80515.9653188753,76779.0401703695,80109.834030021,77585.0995816996,69419.6696979441
"Q9DBS5","Klc2;Klc4;Klc1","Kinesin light chain 2;Kinesin light chain 4;Kinesin light chain 1",650326.364910363,654938.420190842,596147.753562963,633555.621942365,629174.961703537,648877.591153219,633667.333704535,653220.499409223
"Q9DBS9","Osbpl3","Oxysterol-binding protein-related protein 3",3047.92621831911,3394.39359926287,2907.75930030503,3056.65843543201,2955.6190807942,2713.6796024233,3458.42777627188,2377.50549743138
"Q9DBT5","Ampd2","AMP deaminase 2",143466.037478216,146377.550634859,140490.987184518,141260.342635268,148501.031567946,139339.591484368,145934.888844053,132638.363023895
"Q9DBU3","Riok3","Serine/threonine-protein kinase RIO3",5223.08023999339,5454.59555364296,4280.71350907031,4818.102536734,4966.78117433986,5861.89356709254,4891.69650942919,3935.5178086792
"Q9DBU6","Rsrc1","Serine/Arginine-related protein 53",23984.5634351187,24213.2628565574,25618.4232995277,15650.578943552,21643.0752200775,16382.7973656602,16662.0710024509,20242.7974246765
"Q9DBV3","Dhx34","Probable ATP-dependent RNA helicase DHX34",4087.04682768331,4143.93235683957,4028.73028091417,4423.4561200914,5145.85489584347,5588.66477829939,5183.77791044167,4127.41074582011
"Q9DBV4","Mxra8","Matrix-remodeling-associated protein 8",581167.513595403,624057.539568548,618274.630898556,611611.800142198,620529.371837249,660595.654998721,615497.662702149,611514.858454074
"Q9DBW3","Natd1","Protein NATD1",21323.6943271091,24970.8622861613,25756.7195149244,25414.2616223559,24365.4600202959,28782.1655479668,23554.2721249249,21855.9205014328
"Q9DBX2","Pdcl","Phosducin-like protein",92145.2314454072,93571.2271347751,101122.529338117,80905.0825387873,89366.4699135843,70197.1993268247,80118.4342655048,96393.1795763236
"Q9DBX3","Susd2","Sushi domain-containing protein 2",119785.05989631,129015.464785799,112950.967428063,109885.774788,98106.8665489905,101471.072043714,107397.641196224,92684.3296593516
"Q9DBX6","Cyp2s1","Cytochrome P450 2S1",528409.631794007,537716.019429596,511615.791449247,453177.604611244,471342.753560591,482059.396688764,448806.485164829,452610.595885044
"Q9DBY0","Foxp4","Forkhead box protein P4",27363.2927804282,34590.4496100482,31332.6760959611,28008.639716852,24075.6580446893,19524.8220747793,23718.7576509124,19860.0780780488
"Q9DBY1","Syvn1","E3 ubiquitin-protein ligase synoviolin",188050.753907799,162967.700054647,173800.592419232,180186.647882851,163312.139122208,197137.412499172,182718.764942044,150039.930778172
"Q9DBY5","Cbx6","Chromobox protein homolog 6",87883.945794803,79616.6166191181,63821.18367466,74554.9975650689,68983.5303679187,71498.4624495166,72321.2867676734,61466.1422685741
"Q9DBY8","Nvl","Nuclear valosin-containing protein-like",142243.673695466,137832.200876501,141542.156042773,131885.362486621,134325.66581422,122102.261534501,107430.023134226,106604.566559473
"Q9DBZ1","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",1332380.56123137,1408002.48207506,1355753.01492695,1381255.15181058,1368103.39920671,1375118.65827511,1371111.87914487,1389842.14871603
"Q9DBZ1-2","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",9716.34395052267,9104.30601167208,9023.77989075998,7996.9957141734,7191.2327076601,8757.23946908268,9026.37322391925,8082.33115374421
"Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",290302.301224395,276507.193252989,297567.948281201,283078.186278024,270166.021930491,289796.747209875,284194.283243724,281420.242393522
"Q9DBZ9","Syde1","Rho GTPase-activating protein SYDE1",14665.7661990558,15894.1513679157,15109.969301092,15141.409039628,13648.6328244633,14166.7095981495,14792.8420301131,14562.2045072726
"Q9DC11","Plxdc2","Plexin domain-containing protein 2",252381.825251027,290516.578991688,303939.774790127,273579.71744454,275058.095920968,285508.535177109,290928.438430154,286843.022760705
"Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",1129297.67545461,1199629.08910988,1130360.90730963,1134403.65035001,1112627.58642695,1126843.58034847,1154317.36165854,1143026.50360623
"Q9DC22","Dcaf6","DDB1- and CUL4-associated factor 6",23234.937334631,16764.0192565651,19560.3108904739,22844.6661774913,21213.9172662868,17684.455547217,20319.8500845477,15859.7789694594
"Q9DC23","Dnajc10","DnaJ homolog subfamily C member 10",323028.845061338,307924.518341854,325397.133773464,297847.263159244,295914.467528238,295025.503232537,275939.004918477,312667.349091842
"Q9DC28","Csnk1d","Casein kinase I isoform delta",10352.0325277003,6642.01449860192,6209.99590567571,6419.0024615384,8742.28795651668,8092.22371316861,7080.32914296869,7738.17088383993
"Q9DC29","Abcb6","ATP-binding cassette sub-family B member 6, mitochondrial",24198.9598045476,21672.6261759848,22944.9634822618,20817.7218974673,22012.914466313,22467.2002411215,23318.6751271319,31969.2689809977
"Q9DC33","Hmg20a","High mobility group protein 20A",98991.6011347441,99368.9977600522,93224.0602461481,98659.2345049094,102862.077666383,91315.6280843215,98825.8110281795,80022.69794175
"Q9DC37","Mfsd1","Major facilitator superfamily domain-containing protein 1",792.187901398351,563.137013709657,667.510679358856,1241.40340166311,825.733602996752,1028.16602018703,717.747495697473,1260.86129871068
"Q9DC48","Cdc40","Pre-mRNA-processing factor 17",49161.3400031824,53200.642861414,58088.7705642905,52015.5232999725,50808.3643421448,49939.0872205051,55630.0536221923,52090.4412328177
"Q9DC50","Crot","Peroxisomal carnitine O-octanoyltransferase",117548.546331775,111081.143841476,108312.654928716,104502.232897043,102187.563783082,111439.085895997,107787.061598941,106666.578989512
"Q9DC51","Gnai3","Guanine nucleotide-binding protein G(k) subunit alpha",94370.2064453775,93343.1837724818,77780.3203957336,81172.8536375951,88251.5361189706,86374.1507644433,93894.8054218519,89715.4140676002
"Q9DC53","Cpne9;Cpne8;Cpne5","Copine-9;Copine-8;Copine-5",61544.7354301784,65491.974681935,85508.0764528448,80843.9651677836,70751.2278530639,84397.0432210533,82933.6390005549,91787.6362791323
"Q9DC60","Ubiad1","UbiA prenyltransferase domain-containing protein 1",88470.992313797,72346.8656155409,65405.5215040993,77684.2267075893,73226.7952483679,70113.8317766165,67787.7234532494,63484.033100191
"Q9DC61","Pmpca","Mitochondrial-processing peptidase subunit alpha",839152.736858137,788018.839346166,805919.243319645,812883.941021323,800252.43545957,810130.702814695,803412.716757954,830780.125285533
"Q9DC63","Fbxo3","F-box only protein 3",75641.3709828155,84088.4741275403,84571.6998414193,89079.21001965,79726.9220284391,85567.9267886139,86583.9665571455,83278.0685042772
"Q9DC69","Ndufa9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",598173.8539453,543233.274518689,490361.937491426,530229.231971465,555715.705896865,525813.219466685,488086.879890976,516954.15797874
"Q9DC70","Ndufs7","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",13299.5184655716,12417.7920419,14964.2609195941,16781.1120772022,11888.6725620428,13493.7926649374,12035.5936045552,18683.7185857746
"Q9DC71","Mrps15","28S ribosomal protein S15, mitochondrial",66613.7206003537,59058.3757573696,53302.8028491201,68847.2867686527,62051.4946215325,68227.2737510043,80656.4160082201,64416.3218408643
"Q9DCA2","Mrps11","28S ribosomal protein S11, mitochondrial",387323.527689284,318979.672969633,290644.113123094,307767.333243431,331002.686615122,292033.084276641,338588.119585032,274120.988659619
"Q9DCA5","Brix1","Ribosome biogenesis protein BRX1 homolog",113668.321079727,116646.32725073,107542.316921815,124367.432174887,122420.057331325,130369.425416819,123051.364407652,103063.489646542
"Q9DCB1","Hmgn3","High mobility group nucleosome-binding domain-containing protein 3",1822.77758490936,1791.08754890062,1352.74566288322,1038.60036443922,1866.81990516132,1123.08144490775,1564.91235043254,939.477547264614
"Q9DCB8","Isca2","Iron-sulfur cluster assembly 2 homolog, mitochondrial",8300.71153201239,7634.29671147388,8131.48082521974,7515.16571336882,5579.74115241033,7495.88742146013,9387.08225490191,8766.65221485006
"Q9DCC4","Pycrl","Pyrroline-5-carboxylate reductase 3",173881.953591742,169739.909448926,156851.260131912,154918.050973648,168467.227103836,149770.411732024,157904.173071018,156536.109698719
"Q9DCC8","Tomm20","Mitochondrial import receptor subunit TOM20 homolog",23308.2717353276,24221.4376436326,28031.3723487044,27389.2709473751,25059.1450221263,22170.9060924469,27851.2265059933,24338.366166979
"Q9DCD0","Pgd","6-phosphogluconate dehydrogenase, decarboxylating",3439382.27873018,3523454.08762215,3312869.66690567,3292702.60845731,3263706.86471161,3223772.72057562,3178630.07706506,3066653.82678065
"Q9DCD2","Xab2","Pre-mRNA-splicing factor SYF1",78373.4951363626,71607.7113273326,74458.0983192472,68444.1490856025,67945.9688005509,73583.7654733166,70413.328261532,71430.5870795153
"Q9DCD5","Tjap1","Tight junction-associated protein 1",31058.5111203389,27140.8117944355,44499.461386597,33043.664489604,25941.446320154,33436.161570772,36055.4480824012,33230.1302797084
"Q9DCD6","Gabarap","Gamma-aminobutyric acid receptor-associated protein",29095.6555472635,30933.4772853279,26578.6486314322,30684.0797848442,28209.0543624492,32570.0709823386,33029.5767620539,30378.6045154181
"Q9DCE5","Pak1ip1","p21-activated protein kinase-interacting protein 1",36311.9462325194,31405.083656443,29929.434417778,30501.2213501126,30269.7346814322,34694.4747040492,32204.665290281,28358.4575676099
"Q9DCG9","Trmt112","Multifunctional methyltransferase subunit TRM112-like protein",83355.2216525445,96344.2228012746,113582.573209796,82170.7749118025,93499.5223547787,82335.7374908673,79315.4173995401,89496.0272781466
"Q9DCH2","Pop7","Ribonuclease P protein subunit p20",47306.2581506244,35377.7397003237,41375.2992833743,41536.1157250965,38753.1695532406,35422.5985812023,25638.3994130943,29477.0809955348
"Q9DCH4","Eif3f","Eukaryotic translation initiation factor 3 subunit F",334216.611271914,340151.852789643,355403.02199754,361529.9839746,312498.860561835,332770.946642203,340045.214800981,368946.372584484
"Q9DCI3","Stard3nl","MLN64 N-terminal domain homolog",9062.36818734857,8052.47649193252,8008.89110132904,9851.05386071201,8092.27527850955,8153.81237723498,8759.31422954469,7046.05596680062
"Q9DCJ1","Mlst8","Target of rapamycin complex subunit LST8",33088.7600793709,31705.6211965047,35925.278547724,35244.3835240165,33493.8353907698,32400.6008590112,31129.9897228392,30682.7699982954
"Q9DCJ5","Ndufa8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",499161.552087321,472977.826510205,379424.118432367,469064.961531216,491519.968950924,448203.905457188,455218.476865796,454480.352178557
"Q9DCJ9","Npl","N-acetylneuraminate lyase",339681.695034206,355357.786677141,375173.124566036,356310.422260966,310388.404109991,336807.536567172,323993.064960329,355877.819546566
"Q9DCL2","Fam96a","MIP18 family protein FAM96A",12166.7340456975,9637.22328585119,10967.4708893214,11193.6613096753,10445.2506781994,11135.1899443428,9613.0198677796,10581.8002414608
"Q9DCL8","Ppp1r2","Protein phosphatase inhibitor 2",302930.763509415,273573.295368804,273268.109786014,308849.278560812,301596.425989754,301461.012141749,290360.558591272,286395.799001154
"Q9DCL9","Paics","Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase",744543.098235903,684435.085280845,714827.676442517,696909.039598155,636064.012879231,731712.531103602,697543.190255342,739952.784353067
"Q9DCM0","Ethe1","Persulfide dioxygenase ETHE1, mitochondrial",99539.3812594411,92069.9918078049,117987.995653038,102120.709129542,111278.886453619,107885.511146798,102031.070925527,113128.331627995
"Q9DCM7","Nacc2","Nucleus accumbens-associated protein 2",12612.5886362617,13941.7466375183,13980.7039950782,15868.7946166623,16656.5211432192,15331.3228724441,13353.8696601486,14084.3180776678
"Q9DCN1","Nudt12","Peroxisomal NADH pyrophosphatase NUDT12",66937.5987320377,55973.4310460081,54319.7195909727,57987.4507115841,60535.1709057952,56725.3881423189,55131.1693898487,52483.4156530421
"Q9DCN2","Cyb5r3","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form",6844409.0616444,6501578.19232997,7006641.93095673,7840554.69532815,7908755.5768901,7953915.67102906,8014546.7664088,9034506.93308409
"Q9DCN7","Rnft1","RING finger and transmembrane domain-containing protein 1",1510.13168421804,1429.23910577491,1204.40094323715,1667.94143516225,947.981722045308,1465.16190305273,1536.21017811257,1279.42298192066
"Q9DCP9","Dazap2","DAZ-associated protein 2",9579.88626821381,9068.51538297988,9930.17322563091,8562.84975815108,10607.7323554158,8165.86673747166,9116.5274831294,10182.7753278143
"Q9DCR2","Ap3s1","AP-3 complex subunit sigma-1",487317.025262912,461689.254738781,438018.356137762,453537.101134385,393738.151725508,463293.12815345,449840.039350774,456212.946862714
"Q9DCS2","","UPF0585 protein C16orf13 homolog",25461.3326084376,19066.6534433822,17802.0761408753,17458.4386766938,16426.3215733343,19906.0336199783,16214.9794720822,17989.7475004143
"Q9DCS9","Ndufb10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10",14870.8240359404,14167.9019144719,14434.5597470507,11337.1242177017,13588.2824872115,11429.154258686,14210.0591402189,15303.6463283119
"Q9DCT1","Akr1e2","1,5-anhydro-D-fructose reductase",10443.1899726168,9465.42826812867,9095.97499697187,10209.2668203266,9942.33120110092,9287.63131949641,11271.12228411,9176.34240503706
"Q9DCT2","Ndufs3","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",17968.877566128,16293.3465540245,22835.4540514909,26780.0719504562,22718.2053022303,17707.3487019522,25155.7981438938,20969.1642875287
"Q9DCT5","Sdf2","Stromal cell-derived factor 2",21649.2433691888,22481.8056072865,22077.1012434028,26711.8456122276,29369.637771138,28383.4599858529,27377.4566744297,27558.8694792775
"Q9DCT6","Bap18","Chromatin complexes subunit BAP18",1663.01998541715,1414.19666762892,1322.2249789369,1042.25358370761,1705.54179592426,1821.7278529107,1130.05604095664,813.04274489126
"Q9DCT8","Crip2","Cysteine-rich protein 2",256315.7981208,297553.950261148,248842.943831166,224738.150539212,251102.9666125,192977.138760346,185521.826450343,203562.185386557
"Q9DCU6","Mrpl4","39S ribosomal protein L4, mitochondrial",150022.132900492,145041.782127494,149454.009620725,134886.43274778,140803.870463239,142294.125308092,145218.456864587,153793.39026529
"Q9DCV4","Rmdn1","Regulator of microtubule dynamics protein 1",173369.949515182,170258.614212581,183086.586558116,201593.525439089,159951.605385494,194913.940169802,198394.566747564,197525.023560197
"Q9DCV7","Krt7","Keratin, type II cytoskeletal 7",830968.014356087,826181.53604484,752470.07300449,689207.944771156,694497.410216461,651892.001719261,676605.13953621,641412.315426484
"Q9DCW2","Plscr2","Phospholipid scramblase 2",4278.92303811352,4798.74525047761,4648.57393860138,4711.56676401512,3492.92621444644,5356.59301945718,5247.71383916723,5418.98598995282
