"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr.tot","Amplitude.tot","CV.tot"
"Q9WTK3","Gpaa1","Glycosylphosphatidylinositol anchor attachment 1 protein",0.963137472283814,6,6,24,121612.491506504,101183.292769454,102742.777923245,119562.168901149,106882.559540373,104491.552903966,108132.936867504,91315.7326557091,106990.439133488,0.283172581551841,0.0919095465885458,"Gpaa1","Glycosylphosphatidylinositol anchor attachment 1 protein",0.963137472283814,6,6,24,191192.470039206,152015.032266089,157550.271534281,181609.244887243,167297.153096249,162969.359473428,168332.537328662,139671.060310778,165079.641116992,0.312100325514488,0.0984265110216138
"Q9WTK5","Nfkb2","Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit",0.828159645232816,6,6,24,46301.7543021588,43058.7903834609,47112.2281782661,43711.60890612,47139.3932653906,44817.5610573641,40385.7840774993,46933.7757921337,44932.6119952992,0.150305288029947,0.0539856883419349,"Nfkb2","Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit",0.710920177383592,12,6,24,123956.294190135,156253.015692396,118501.62125173,139215.941257193,118324.979943465,152782.04057432,118013.686085556,174290.873861645,137667.306607055,0.408791231288642,0.156113831815489
"Q9WTM5","Ruvbl2","RuvB-like 2",0.220028208744711,6,12,24,3867.01758569641,2721.68296269618,2302.49437771271,3039.13520371915,2865.21845596111,3687.17479704536,2463.16568523584,2953.05348034771,2987.36781855181,0.523712948324568,0.183202934266,"Ruvbl2","RuvB-like 2",0.442350332594235,24,6,24,27784.5456365002,26859.6715075489,29155.0617371412,28212.1872915468,26173.4483101099,28107.5189706335,26474.625394386,31566.5539976416,28041.7016056885,0.192324480281812,0.061924087353126
"Q9WTP6","Ak2","Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",0.0193935119887165,6,12,24,63213.0915455281,57721.7318061046,46146.8390286786,49695.7428735692,52773.3179204206,49437.059710165,47403.7319196938,48265.0703939298,51832.0731497612,0.329260465186084,0.112982132349287,"Ak2","Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",0.0650406504065041,6,12,24,419523.401888292,374937.563582217,320168.836103895,333280.533602509,347551.553177063,336424.324778963,288910.72070314,315765.028093807,342070.245241236,0.381829998376623,0.117018559859306
"Q9WTQ5","Akap12","A-kinase anchor protein 12",0.0176304654442877,12,12,24,233293.778758833,213455.330374047,205040.09476347,200091.398864786,202903.591570349,261894.914658172,208710.611392838,196853.855800421,215280.447022865,0.302122462848858,0.101953417508509,"Akap12","A-kinase anchor protein 12",0.0176304654442877,12,12,24,515152.139132797,487695.855123258,442363.070852797,411628.149099923,426098.235383959,525977.469328014,433672.278726715,411194.9533814,456722.768878608,0.251317700294294,0.101189815273257
"Q9WTS6","Tenm3","Teneurin-3",0.930570953436807,18,18,24,17006.2287965301,15108.3952224268,18119.4054509861,16733.0732399915,13137.1894958447,14154.1503522783,14902.1707528514,14477.8800770673,15454.811673497,0.322373126272723,0.108227063906188,"Tenm3","Teneurin-3",0.914315937940762,18,12,24,59614.5442054622,56717.4207497591,63585.6554431922,56597.7318256759,49943.5075070015,52209.3360354226,55120.1335403342,52854.7239183823,55830.3816531538,0.244349895742117,0.078064000495438
"Q9WTX2","Prkra","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",0.828159645232816,6,18,24,42537.4736342545,36798.3755674375,32777.6432650217,33636.1452346748,33169.893848573,31489.0154748328,32028.8639213899,27687.5430700662,33765.6192520313,0.439794409021388,0.128914606633683,"Prkra","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",0.442350332594235,6,18,24,410682.516523486,345854.180010744,322853.360546787,355937.485586033,381292.636711175,350331.623962657,361927.208670657,317341.145516442,355777.519690998,0.262358822131633,0.0849418590960526
"Q9WTX5","Skp1","S-phase kinase-associated protein 1",0.258110014104372,24,6,24,78191.2001876432,75346.9723820271,75468.5747899367,79030.1590158149,66764.2163744486,75627.7864443401,81622.2396250674,84211.8708136751,77032.8774541191,0.226496205462639,0.0677457281199985,"Skp1","S-phase kinase-associated protein 1",0.00352609308885755,24,12,24,366555.982962581,363497.540031974,386088.020710603,409532.926795729,368320.609662852,352040.617735913,368221.204618913,410383.21239554,378080.014364263,0.154312823854837,0.057539813206639
"Q9WTZ2","Mbtps1","Membrane-bound transcription factor site-1 protease",0.881513303769401,12,6,24,10952.7828058208,11880.9997965667,12026.3147030128,12043.2412381006,12371.4158525137,12820.1617771719,11670.0230244308,12561.4517539117,12040.7988689411,0.155087630951792,0.0479645531833408,"Mbtps1","Membrane-bound transcription factor site-1 protease",1,6,18,24,12314.2337609627,13491.7682689158,14224.0189764541,13499.5408548469,14327.9116311473,14164.9842632867,13011.4735569141,13974.5932811495,13626.0655742096,0.147781313631422,0.0511071819675162
"Q9WU40","Lemd3","Inner nuclear membrane protein Man1",0.87672778561354,18,18,24,2310.64667834338,2213.25049042129,2756.00037031273,2232.30787755872,2608.94982410537,2339.82102331176,2526.03900817468,2550.79327786356,2442.22606876144,0.222235724543999,0.0803211700692991,"Lemd3","Inner nuclear membrane protein Man1",0.212860310421286,6,18,24,5255.86193900965,5082.6927172823,4940.47179889372,4750.1069816195,5547.42749409528,4899.20593467803,5545.45461896704,4125.50555904662,5018.34088044902,0.283345027554492,0.0924801001320846
"Q9WU42","Ncor2","Nuclear receptor corepressor 2",0.442350332594235,18,18,24,6273.0228031905,5083.69702833864,6387.7613463036,5561.45838852652,5183.15870116065,4995.04048392571,6459.98152081472,4719.83936713813,5582.99495492481,0.311686141170806,0.124707280543585,"Ncor2","Nuclear receptor corepressor 2",0.220028208744711,12,12,24,43369.8294627669,41960.011318378,35961.1583815994,35615.8750670582,31656.9732542198,41314.1577414434,37751.070595807,25931.4239505013,36695.0624714717,0.475224848733339,0.158791000013325
"Q9WU56","Pus1","tRNA pseudouridine synthase A, mitochondrial",0.442350332594235,12,18,24,7492.51001738329,9343.44052753387,9384.07760534911,8060.07459998931,7965.29344584737,9013.40895301455,7881.74469208851,8843.05772513544,8497.95094579268,0.222591022239583,0.0861405024459428,"Pus1","tRNA pseudouridine synthase A, mitochondrial",0.750554323725055,12,18,24,9974.37243908718,12939.6064193958,12766.9620836953,11368.7778464474,10947.9033812421,11093.5198666377,10941.7939088152,11479.8723267684,11439.1010340111,0.259219144187317,0.0860016600715428
"Q9WU78","Pdcd6ip","Programmed cell death 6-interacting protein",0.0881374722838137,18,6,24,729121.477243719,721764.983776001,761368.076704135,704082.09391748,720835.491917522,739699.145558334,725152.36137004,664432.725345318,720807.044479069,0.134481692571238,0.0390600268304108,"Pdcd6ip","Programmed cell death 6-interacting protein",0.416574279379157,18,12,24,2064662.46191007,2093728.68699444,2119304.66992771,2140846.96706967,2060041.47454158,2123620.81149662,2170739.38202876,1963504.4592642,2092056.11415413,0.099058013483711,0.0305610056096246
"Q9WU84","Ccs","Copper chaperone for superoxide dismutase",0.753526093088858,6,18,24,31609.3476887038,34789.9626862167,42001.6477977042,33061.3499101244,37162.4170502091,28237.0196452112,18953.7827545537,33954.1662499691,32471.2117228365,0.709793808739859,0.20892162069337,"Ccs","Copper chaperone for superoxide dismutase",0.881513303769401,6,6,24,65672.7067546701,74689.9855660011,82234.7563060946,79450.9577926812,88474.1893927371,64249.2435918258,63192.3706330464,70268.9701389936,73529.1475220062,0.34383397076818,0.126003792180769
"Q9WUA2","Farsb","Phenylalanine--tRNA ligase beta subunit",0.026330376940133,6,6,24,87184.5097795738,77477.57644177,74132.8103800748,83842.5758257084,79646.8699540011,72122.2568468197,79330.3463786693,79530.0830873125,79158.3785867412,0.190279957746343,0.0612133193598394,"Farsb","Phenylalanine--tRNA ligase beta subunit",0.914315937940762,6,12,24,288526.434645224,260491.987620222,261185.312441829,270736.776769035,253928.045018122,261982.983217005,251443.084882858,254813.468869768,262888.511683008,0.141061127110344,0.0455754980536546
"Q9WUD1","Stub1","STIP1 homology and U box-containing protein 1",0.442350332594235,6,18,24,88674.1016903619,75096.3130808809,75306.5420598083,70673.4509118516,73911.5814385008,71506.8502009376,65542.4561228652,64975.9971636246,73210.9115836039,0.323696345450842,0.101102764282705,"Stub1","STIP1 homology and U box-containing protein 1",0.0176304654442877,6,12,24,248905.400594934,217648.852112965,195593.41125921,202216.531467016,202851.610103441,198898.455934641,195468.112793826,199317.776464439,207612.518841309,0.25738952592716,0.0872011443755666
"Q9WUM3","Coro1b","Coronin-1B",0.473946784922395,24,12,24,26553.1969781623,23331.6104591954,31527.8975037448,24513.109217348,23988.1474413036,22356.3322492205,22510.3935436878,25060.95420586,24980.2051998153,0.367153319244636,0.119385767788894,"Coro1b","Coronin-1B",0.963137472283814,18,18,24,110009.664202653,110785.866472672,142524.649516096,130661.378704858,117643.589548081,107409.418767906,116727.215290942,96937.5292438176,116587.413968378,0.391012363346895,0.122130942104111
"Q9WUM5","Suclg1","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",0.473946784922395,24,12,24,74271.3197878828,73781.2932914786,77436.3803011525,80373.5541720076,96494.9297366195,76788.1286887969,95404.9898719889,87812.1098824152,82795.3382165427,0.274334726258811,0.111487347311232,"Suclg1","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",0.881513303769401,6,6,24,332488.421022705,339473.875562369,328007.465950973,349273.850495094,396480.841619647,350443.608126912,374815.872729626,382129.756298134,356639.211475683,0.191996206433243,0.0699612025877174
"Q9WUN2","Tbk1","Serine/threonine-protein kinase TBK1",0.195121951219512,12,6,24,62972.6871578945,58701.9812433917,49107.7783135459,47851.5379054723,49581.8291238345,50752.9242659207,40713.7350013832,49957.9068656282,51205.0474846339,0.434702304752105,0.133026544745421,"Tbk1","Serine/threonine-protein kinase TBK1",0.914315937940762,6,12,24,112146.311901136,106261.654395306,91267.6426663214,90540.882365163,89297.0560138885,89599.5828365602,78932.5464055059,92465.2819543941,93813.8698172844,0.354038966309764,0.111771788333174
"Q9WUP7","Uchl5","Ubiquitin carboxyl-terminal hydrolase isozyme L5",0.258110014104372,6,18,24,15747.4213619823,13410.3772270578,12056.8441034698,14392.404738437,15238.9734744857,15675.7579656899,14521.0758085565,12825.9670680898,14233.6027184711,0.259286234940589,0.0953280152667452,"Uchl5","Ubiquitin carboxyl-terminal hydrolase isozyme L5",0.258110014104372,6,18,24,23526.0069968177,20614.8444360459,17967.5835676322,21743.8383935347,22815.0123689714,23464.0237112064,22331.6864491449,18047.3496249647,21313.7931935397,0.260789967262621,0.105431137790287
"Q9WUQ2","Preb","Prolactin regulatory element-binding protein",0.00831485587583148,18,18,24,8950.06668925987,7447.38494574168,10875.0675141564,9124.61648221642,8406.61609989508,7708.78331428626,14904.1900420553,8809.7240775558,9528.30614564585,0.782595036550243,0.252837137528789,"Preb","Prolactin regulatory element-binding protein",0.212860310421286,24,6,24,20733.0571880392,28950.103125038,23796.4299778658,29637.0751686115,19723.8478035175,33254.5379631918,28999.7465438316,34097.1419568184,27398.9924658642,0.524592069259782,0.197729060568028
"Q9WUU7","Ctsz","Cathepsin Z",0.764966740576497,6,18,24,2045.95901923161,2879.44349113044,2006.07040165348,1390.01887043702,2385.25624484522,1362.44024794163,2089.68896839188,2036.53201951182,2024.42615789289,0.749349753891628,0.243941569085976,"Ctsz","Cathepsin Z",0.0807926829268293,6,18,24,4564.69465470308,4671.40641656183,3498.29798885772,2924.35394110915,4743.22221956382,3623.89260657542,4046.28842107382,3516.44340697837,3948.5749569279,0.460639166862821,0.168182728369279
"Q9WUU8","Tnip1","TNFAIP3-interacting protein 1",0.416574279379157,6,6,24,53935.0138969173,47469.3897725781,55044.7153037761,50160.9922254565,51915.6237164409,47730.9718550954,50300.4940685254,48076.3506660943,50579.1939381105,0.149771574858771,0.0565604404141601,"Tnip1","TNFAIP3-interacting protein 1",0.833148558758315,6,18,24,80219.7873280481,78020.3228751367,82156.0605880246,75282.4816462597,81787.640032823,73879.1729572747,75637.984283511,70098.0967332469,77135.1933055406,0.156322468876364,0.0543326780794045
"Q9WUU9","Mcm3ap","Germinal-center associated nuclear protein",0.473946784922395,6,12,24,7169.44910952598,6235.09780814469,5174.01139840343,6753.72158964753,4914.32788146885,5430.72570887316,4161.02076220308,5210.40809444096,5631.09529408846,0.534252785684724,0.178755674325867,"Mcm3ap","Germinal-center associated nuclear protein",0.828159645232816,12,6,24,25408.0539335719,22395.0903991532,19393.9047802011,21493.5322666382,17595.2067336407,20415.948412155,15037.6467012569,19038.2307611706,20097.2017484734,0.516012495774578,0.156234662157701
"Q9WUZ9","Entpd5","Ectonucleoside triphosphate diphosphohydrolase 5",0.442350332594235,6,18,24,13894.7011453979,12299.6719681807,9714.95029678892,10089.2927392295,10115.5934602691,10080.5998130996,10189.1497510073,9627.98820183386,10751.4934219759,0.396848398273951,0.141592789059495,"Entpd5","Ectonucleoside triphosphate diphosphohydrolase 5",0.828159645232816,12,6,24,108353.451690646,89755.5929527983,72227.4044880364,68760.5945001111,59325.1486452651,72901.3871758856,55539.2645503603,76548.9267779284,75426.4713476289,0.700207582254157,0.224467799302453
"Q9WV32","Arpc1b","Actin-related protein 2/3 complex subunit 1B",0.76163610719323,12,18,24,49269.8238571739,46890.8647578291,41132.178723877,48475.8215368795,47281.4759416054,56553.0154641288,54551.0978426822,50269.1918514873,49302.9337469579,0.312777264318542,0.0964814880174764,"Arpc1b","Actin-related protein 2/3 complex subunit 1B",0.750554323725055,18,12,24,184405.295661064,188332.384683831,167606.40850915,201168.485687075,178952.264334772,214091.244222665,230941.516953535,205927.06954146,196428.083699194,0.322434079952514,0.104723321027333
"Q9WV34","Mpp2","MAGUK p55 subfamily member 2",0.846614950634697,6,12,24,19500.4009689294,17352.6119704188,15569.9942330904,17868.1433679188,17918.0116431385,20670.4946951013,19881.7379296071,17972.4771242474,18341.7339915565,0.278081694149468,0.0882450776518247,"Mpp2","MAGUK p55 subfamily member 2",0.51410437235543,6,6,24,82521.7480669782,71237.4570783436,63311.7881559166,77033.5379649235,75388.9813638003,73030.8878504633,76173.8302095211,72570.2226028225,73908.5566615961,0.259915235512147,0.0746817413240361
"Q9WV54","Asah1","Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta",0.828159645232816,24,6,24,18263.728670306,18280.658155923,22124.9453028429,19506.4927841402,20107.6443008538,22464.4688562956,20833.4656457425,23815.3014370762,20674.5881441475,0.268521565124465,0.0974694532560196,"Asah1","Acid ceramidase;Acid ceramidase subunit alpha;Acid ceramidase subunit beta",0.920310296191819,24,6,24,192786.666811746,187131.500661353,194283.534955817,208352.291284815,216584.593845828,225765.34021755,257378.51014003,270776.603974421,219132.380236445,0.381710376270337,0.140466736774542
"Q9WV55","Vapa","Vesicle-associated membrane protein-associated protein A",0.220028208744711,18,12,24,315232.354721544,354895.281064023,358741.083343503,334930.143831069,328108.75183796,346836.017012602,352968.081402428,383794.387375727,346938.262573607,0.197620268648336,0.0606702575022144,"Vapa","Vesicle-associated membrane protein-associated protein A",0.750554323725055,24,6,24,2688933.34937386,3029365.37176993,2959426.22302704,2978297.18337363,2962890.76592319,3010855.24590454,3146023.20815787,3211927.71570467,2998464.88290434,0.174420707513584,0.0515822273094196
"Q9WV60","Gsk3b","Glycogen synthase kinase-3 beta",0.442350332594235,12,18,24,18673.3687807026,23606.3313793999,20637.7715690927,18937.8217610372,15441.8744669827,20856.4937093306,14717.5893624427,16802.5173767367,18709.2210507156,0.475099524072233,0.159851033393027,"Gsk3b","Glycogen synthase kinase-3 beta",0.220028208744711,18,12,24,44708.145931966,47335.2724002619,55845.0703531227,51225.9786134338,46257.5796607657,53441.880727918,47559.0886881702,52680.3120177387,49881.6660491721,0.223266889485572,0.0793457523146201
"Q9WV80","Snx1;Snx2","Sorting nexin-1;Sorting nexin-2",0.739421720733427,6,18,24,106575.542629654,105117.890564157,78076.8788715519,94652.066659335,91348.7645127416,94046.4476737591,99927.2798299398,80994.6097143577,93842.435056937,0.303686319955478,0.110068247834088,"Snx1;Snx2","Sorting nexin-1;Sorting nexin-2",0.917960088691796,6,18,24,144136.159774462,133388.200642932,101972.32312117,129401.550629705,119018.499347794,131616.831027001,135714.591674978,110554.888387983,125725.380575753,0.3353645577385,0.111880809947316
"Q9WV95","Phlda3","Pleckstrin homology-like domain family A member 3",0.212860310421286,12,18,24,63453.1223443698,74609.8499129636,67106.9226802992,71877.5675996449,64687.4701357015,76233.2704427565,70118.8997458291,71455.032602412,69942.7669329971,0.182722941324722,0.065114135042213,"Phlda3","Pleckstrin homology-like domain family A member 3",0.212860310421286,12,18,24,72183.7990155444,84613.1018813694,76800.6261646079,82968.4799626828,75775.9833849293,84952.1387684478,80330.9959650623,82667.4459975082,80036.571392519,0.159531318380498,0.0580301127514791
"Q9WV98","Timm9","Mitochondrial import inner membrane translocase subunit Tim9",0.254573170731707,24,12,24,14382.2345189206,13343.7370038398,14196.1712125236,14075.0276327865,14924.7455070277,10356.0039060248,15979.0026137542,16176.5627577258,14179.1856440754,0.410500221790457,0.128260178568077,"Timm9","Mitochondrial import inner membrane translocase subunit Tim9",0.920310296191819,12,6,24,123199.309900403,138171.232048777,99233.9596680135,106364.299282112,111324.375887649,108348.222719966,115465.710253758,120874.985678639,115372.761929915,0.337491031066905,0.104558965114166
"Q9WVA3","Bub3","Mitotic checkpoint protein BUB3",0.314174894217207,6,18,24,91323.7801974194,76077.7132912535,60711.941543347,68196.2697554545,64554.4842161956,69831.9478093316,65522.9057319368,60679.6489683521,69612.3364391613,0.440211215376303,0.145341628696995,"Bub3","Mitotic checkpoint protein BUB3",0.764966740576497,12,6,24,216391.968029659,193051.328490393,152449.262533321,170436.049570888,142576.76005777,172332.187369341,158907.32139783,162914.561485526,171132.429866841,0.431333839117022,0.138144190254672
"Q9WVA4","Tagln2","Transgelin-2",0.920310296191819,12,6,24,153791.907672597,150563.405249876,143033.242511345,148868.788617148,137219.524087513,139444.36210606,127454.725900877,131332.274006227,141463.528768955,0.186176479555625,0.0661551511135045,"Tagln2","Transgelin-2",0.750554323725055,6,12,24,1235434.12262996,1278029.15103704,1144732.95740586,1185926.04068674,1147020.06851801,1059682.93950592,1063077.03191839,1126266.58688414,1155021.11232326,0.189040883496865,0.0663346258846641
"Q9WVB4","Slit3","Slit homolog 3 protein",0.920310296191819,24,6,24,494089.296438645,510556.171696116,533475.281740441,552425.128165276,536061.216653291,539412.733996553,549370.115453046,531608.191117259,530874.766907578,0.10988623939775,0.036854845924334,"Slit3","Slit homolog 3 protein",0.917960088691796,18,18,24,757036.424048057,806039.026060119,890600.885356381,930556.785859335,943225.722530732,906533.274968142,985233.506537711,922418.029245132,892705.456825701,0.255624159956501,0.0841923458158611
"Q9WVD4","Clcn5","H(+)/Cl(-) exchange transporter 5",0.0038787023977433,6,12,24,23362.9354891222,19571.6163262671,18754.1075608933,19039.7617464189,19926.055709789,19112.3352884743,16224.0708944063,18958.2300069794,19368.6391277938,0.368578532937386,0.101238461006194,"Clcn5","H(+)/Cl(-) exchange transporter 5",0.405487804878049,12,6,24,41126.3353697804,40650.0130842574,36018.3803794831,36139.8979570289,35731.9737166831,36365.8954527131,30972.5920960174,34059.0903160429,36383.0222965008,0.279079159257739,0.0905622526959602
"Q9WVE8","Pacsin2","Protein kinase C and casein kinase substrate in neurons protein 2",0.920310296191819,6,18,24,483185.453764572,491336.168855305,460922.058414418,458851.728793119,449115.802202315,442469.582023347,404359.45057041,403018.466042788,449157.338833284,0.196629766847243,0.0721420006463268,"Pacsin2","Protein kinase C and casein kinase substrate in neurons protein 2",0.0734478935698448,12,6,24,1215029.99169381,1230346.6171659,1208682.50061173,1214259.7558504,1228915.19756083,1219124.77755499,1147366.26611665,1134311.43195608,1199754.5673138,0.080045692532631,0.03104684776367
"Q9WVH9","Fbln5","Fibulin-5",0.416574279379157,6,12,24,27405.5398070452,22600.1372398238,17776.1559755772,23809.7035624033,20989.2499796111,22670.2119139514,20641.7249572473,20391.9871131819,22035.5888186052,0.436992354083939,0.12902842637483,"Fbln5","Fibulin-5",0.51410437235543,24,18,24,58529.2220661861,44911.5350509482,38126.6830167211,57111.0865776416,46145.6808896687,55709.5904295454,49563.453509111,49590.2110915574,49960.9328289224,0.40836985809148,0.139081391519349
"Q9WVJ3","Cpq","Carboxypeptidase Q",0.764966740576497,24,6,24,19466.777977652,20316.3757439882,22789.7848817148,19842.7366894108,16639.2675572052,17040.6282497456,16031.3205613092,20914.0433168138,19130.11687223,0.353289233178521,0.123032312865355,"Cpq","Carboxypeptidase Q",0.739421720733427,24,12,24,222708.420529917,244894.974145737,259825.825862693,246886.395991535,270404.125423548,252106.121681767,266615.932174902,278239.54612469,255210.167741849,0.21758978525865,0.0687393206830084
"Q9WVJ9","Efemp2","EGF-containing fibulin-like extracellular matrix protein 2",0.963137472283814,24,18,24,129968.738810925,119024.355606756,116448.93163046,135699.505656803,120433.348241248,135716.403202901,131394.138851542,133354.077681762,127754.9374603,0.150815866341201,0.0616088777195336,"Efemp2","EGF-containing fibulin-like extracellular matrix protein 2",0.562915742793792,24,12,24,449696.207274668,394512.946074946,377590.265233252,512580.126611657,482467.544549287,503219.674862452,585787.445529693,573233.096348255,484885.913310526,0.429373538354597,0.155924096611907
"Q9WVK4","Ehd1","EH domain-containing protein 1",0.416574279379157,18,12,24,166632.742855003,182764.21218654,198007.606112244,197776.314138633,183143.703283109,201938.633616322,196923.561380455,194860.606240228,190255.922476567,0.185570521546669,0.0623034582871355,"Ehd1","EH domain-containing protein 1",0.0193935119887165,18,12,24,577650.742113679,645801.406251671,660509.457860448,619034.808729645,574829.514487841,609705.477404011,629336.446145063,608135.579230598,615625.429027869,0.139175445543086,0.0488171338146904
"Q9WVL3","Slc12a7","Solute carrier family 12 member 7",0.881513303769401,12,18,24,5427.8715585531,7865.74327015058,8847.85343988914,7207.51257108497,8108.58902295669,9300.2544659767,7130.47732237412,9822.96439890739,7963.90825623659,0.55187637764567,0.175998372540135,"Slc12a7","Solute carrier family 12 member 7",0.930570953436807,12,18,24,15264.4644511612,19032.4268278916,17690.9624459235,18518.7022281162,18800.3104081212,26395.5585282883,23517.0092118195,28559.5512907496,20972.3731740089,0.633933352667262,0.221678880319274
"Q9WVM3","Anapc7","Anaphase-promoting complex subunit 7",0.0193935119887165,6,12,24,1798.54984174852,1764.03052417677,1145.57449620387,1432.49386434605,1624.42084087055,1489.71338941477,1234.06106118631,1339.80750256259,1478.58144006368,0.441622847312711,0.16112985204788,"Anapc7","Anaphase-promoting complex subunit 7",0.0734478935698448,12,6,24,3932.48902148941,3860.11139135776,2973.52234856914,3155.59571027438,3427.83119946048,3788.22379878776,2628.19668471617,2924.95065131134,3336.36510074581,0.390932136438449,0.146718362122003
"Q9WVQ5","Apip","Methylthioribulose-1-phosphate dehydratase",0.442350332594235,6,18,24,51513.2245529624,39710.0407049591,34008.3081510129,38541.6119149458,43045.8527463968,31199.6386742519,41323.8356985721,26202.2982989869,38193.101342761,0.662709373266773,0.203629703566583,"Apip","Methylthioribulose-1-phosphate dehydratase",0.254573170731707,6,12,24,763295.698783703,546670.046509213,608435.480128848,683547.014827352,700749.593196991,665256.811731629,640988.295566659,461192.552928915,633766.936709164,0.476678615365231,0.14944666310976
"Q9WVR4","Fxr2","Fragile X mental retardation syndrome-related protein 2",0.750554323725055,18,12,24,28866.3653808515,31572.2965237149,33063.1344152416,29490.4870500976,31223.4478202082,32556.0038319084,30087.1337801183,34490.5815633276,31418.6812956835,0.179008664607728,0.0607496854876668,"Fxr2","Fragile X mental retardation syndrome-related protein 2",0.442350332594235,12,6,24,45853.3543545951,49169.3536206188,46535.0265438819,46599.5133757118,47887.1899847492,51566.4801066023,45479.1657366552,50018.1125614105,47888.5245355281,0.127114260232239,0.0454379212524944
"Q9Z0E0","Ncdn","Neurochondrin",0.442350332594235,12,6,24,2962.82997220773,4540.53213203181,3066.6576479364,3334.48457997033,4100.47138124816,4485.74541502363,3560.74115341479,3986.70425052499,3754.77081654473,0.420186007857581,0.16355728853381,"Ncdn","Neurochondrin",0.442350332594235,12,18,24,9660.89408374394,11695.3382515984,10130.4801905772,11157.4894465139,11031.8707774539,11269.7177352069,11563.9919840528,11334.8555750365,10980.5797555229,0.185276571287703,0.0649323266640236
"Q9Z0G0","Gipc1","PDZ domain-containing protein GIPC1",0.220028208744711,6,12,24,30968.6429104728,25719.7784585968,22579.7921137062,28990.6650287494,27732.112595342,26490.4311882408,24678.4676475392,19951.5727048527,25888.9328309375,0.425551345726179,0.136080611407208,"Gipc1","PDZ domain-containing protein GIPC1",1,6,18,24,66723.0516432978,65006.7531310704,56308.6943666174,73320.3344857736,61109.9323115464,66618.2250485062,68446.7447132749,55822.7826683943,64169.5647960601,0.272676803606024,0.0942545674342259
"Q9Z0H4","Celf2","CUGBP Elav-like family member 2",0.258110014104372,6,18,24,22461.2789396991,18745.5704824229,14767.9786318947,18347.2217875904,17255.4212116197,16549.6597032036,15269.7731738296,14038.5938845024,17179.4372268453,0.490277122817217,0.157800241166554,"Celf2","CUGBP Elav-like family member 2",0.923579946146942,6,18,24,70632.191365289,47742.9599196972,45739.5396962298,55530.1277927251,50775.410239817,53711.7969892856,55843.2593614164,39878.1195327533,52481.6756121517,0.585996378237109,0.173625598473569
"Q9Z0J0","Npc2","Epididymal secretory protein E1",0.930570953436807,12,6,24,7230.81106860729,6738.40410940281,5292.20968530806,8018.98251285872,6651.37523397309,8325.30372672061,6850.34683827292,6862.62879862689,6996.2577467213,0.433530917701534,0.132283369279514,"Npc2","Epididymal secretory protein E1",0.710920177383592,24,18,24,29897.8440354847,28203.4920088067,20218.1985925412,31718.3498701542,26901.708661489,33646.7862926007,30156.9828293978,35132.1260728989,29484.4360454217,0.505823732133874,0.156482328054546
"Q9Z0M5","Lipa","Lysosomal acid lipase/cholesteryl ester hydrolase",0.739421720733427,24,12,24,74860.6561072178,68165.5206347469,67329.7047917425,84146.9140960194,73180.3754706636,69140.6025348856,80948.7148897022,68670.3909661435,73305.3599363902,0.229413092287792,0.0861765353860473,"Lipa","Lysosomal acid lipase/cholesteryl ester hydrolase",0.828159645232816,24,12,24,120089.183207241,118576.704876537,117931.154650622,134801.801599488,121273.628653813,134191.656792842,145480.608551901,131469.957355491,127976.836960992,0.215269063960975,0.0781511022025691
"Q9Z0N1","Eif2s3x","Eukaryotic translation initiation factor 2 subunit 3, X-linked",0.416574279379157,6,12,24,200170.742682259,164182.888408124,145789.232567671,166895.116764709,161975.117242666,153406.154849611,152981.350085567,143268.017297295,161083.577487238,0.35324969976826,0.111246507048981,"Eif2s3x","Eukaryotic translation initiation factor 2 subunit 3, X-linked",0.0886917960088692,6,18,24,808320.806786497,711770.937992278,635295.473558658,660680.848804063,671994.571968681,682378.441185176,638701.45054327,619027.476783582,678521.250952776,0.278979220970766,0.088642810940074
"Q9Z0R9","Fads2","Fatty acid desaturase 2",1,6,18,24,245647.332740151,246373.612944735,276754.99725532,252099.263092841,229899.386686941,223448.402034312,207386.508390333,215469.108215074,237134.826419963,0.292527630429687,0.0949067693422786,"Fads2","Fatty acid desaturase 2",0.881513303769401,6,18,24,650778.973595328,645271.213706509,693426.236805255,605751.2976694,589080.493547964,581297.241464264,552263.665096326,578625.454875946,612061.822095124,0.230634499021228,0.0767083496967915
