"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"Q9QVP9","Ptk2b","Protein-tyrosine kinase 2-beta",0.923579946146942,6,6,24,551158.055718447,504892.485726462,500482.636847074,550739.096093828,504594.757756647,499629.042052013,511333.220024213,465739.602581814,511071.112100062,0.167136140381006,0.0551385770866318
"Q9QWF0","Chaf1a","Chromatin assembly factor 1 subunit A",0.828159645232816,24,18,24,27853.1480114104,23119.1900208658,23937.4433974331,25117.6597120245,18689.6913369593,25221.874798064,17424.3344634869,25569.4877522593,23366.6036865629,0.446312767050551,0.152650959231617
"Q9QWH1","Phc2","Polyhomeotic-like protein 2",0.764966740576497,6,6,24,78495.6572519534,76805.6517639191,88040.512458707,76353.9612156139,76935.504007689,76182.5437243411,72091.7613832557,77660.1340865489,77820.7157365035,0.204942230670981,0.0583623106924927
"Q9QWR8","Naga","Alpha-N-acetylgalactosaminidase",0.473946784922395,24,12,24,213125.456416361,198755.216518258,189058.095259002,214226.653876168,196099.050263374,210787.202767172,218907.880512846,221276.799517446,207779.544391328,0.155061964125611,0.0561726193806891
"Q9QWT9","Kifc1","Kinesin-like protein KIFC1",0.0193935119887165,12,12,24,2807.22229299471,3247.50678429105,2681.4600895695,2535.98582759535,2793.13740357777,3035.26764816594,2489.45347804685,2185.76638639443,2721.97498882945,0.390062510586553,0.121409244972164
"Q9QWV9","Ccnt1","Cyclin-T1",0.846262341325811,12,12,24,50515.3343937654,44612.7593124369,42233.1231577459,46250.7432944446,38330.2013776295,46229.9909648235,47057.7634834376,38292.6499114409,44190.3207369655,0.276591893393979,0.0974326804116967
"Q9QWY8","Asap1","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",0.920310296191819,12,18,24,326262.288747748,295661.974635716,289564.978800944,313980.076919789,285164.628182113,328896.026960409,327759.332734147,289456.425716081,307093.216587118,0.142404313792096,0.0621168299918074
"Q9QX15","Clca3a1","",0.917960088691796,6,18,24,32425.5014806656,30705.8696350361,32266.6495837669,27307.6165599437,28897.6671849379,30389.751236673,25118.6325105052,29038.2663963332,29518.7443234827,0.247533190778297,0.0839968548037131
"Q9QX47","Son","Protein SON",0.416574279379157,6,12,24,214790.982767372,185727.687026681,185019.286054552,188940.136445418,188522.873531338,178236.418761212,176265.927842006,166113.897214772,185452.151205419,0.262477869553975,0.0760680058166055
"Q9QX60","Dguok","Deoxyguanosine kinase, mitochondrial",0.828159645232816,6,6,24,22557.4759975629,20179.4826433276,23738.6026624872,22706.7324661954,26734.9414951316,22035.7757012223,19336.1567235944,20468.2039423313,22219.6714539816,0.332983536091457,0.105717179276425
"Q9QX96","Sall2","Sal-like protein 2",0.846614950634697,6,12,24,2837.39150847116,2750.89884356778,3218.86748131532,3347.13873509739,3002.04241714176,2916.95258298579,2470.1347082161,2513.3134370721,2882.09246423342,0.304294202134335,0.107361149182761
"Q9QXA1","Cyhr1","Cysteine and histidine-rich protein 1",0.881513303769401,12,18,24,80652.9882294078,90030.5484180662,85894.938796567,78944.0936769062,85560.7879627816,84669.2185195401,85202.2145435369,89938.0209501631,85111.6013871211,0.13025785627901,0.0458129466022452
"Q9QXA5","Lsm4","U6 snRNA-associated Sm-like protein LSm4",0.662527716186253,18,18,24,274743.433418881,255378.480892173,283883.021146826,233863.99100732,248878.687017463,248674.259585333,286135.911605856,293403.398441967,265620.147889477,0.22415245194209,0.0816228018210702
"Q9QXA7","Trim44","Tripartite motif-containing protein 44",0.923579946146942,18,18,24,6188.68079195037,7633.25930194657,7725.48475039893,6254.212651837,8679.44451416471,3307.25048207748,7122.64644831223,7079.17985451786,6748.76984940064,0.796025668672689,0.238367295203661
"Q9QXB9","Drg2","Developmentally-regulated GTP-binding protein 2",0.220028208744711,18,12,24,626185.367130872,710103.086769359,707192.050263923,671601.51121983,682536.523575656,703247.020430424,728894.24190153,723179.996181296,694117.474684111,0.147970449551641,0.048151996033839
"Q9QXD8","Limd1","LIM domain-containing protein 1",0.562915742793792,12,18,24,13753.1706379821,15279.2787410791,14138.7828863483,16192.7463036787,13650.8680221393,14554.3737714752,11309.1158647771,14540.5663019837,14177.3628161829,0.34446677440794,0.100587036402339
"Q9QXE0","Hacl1","2-hydroxyacyl-CoA lyase 1",0.914315937940762,12,12,24,39890.4793298027,39320.3108679124,33738.9430419083,38142.5712317249,31451.8103754671,33838.108641521,34201.858114212,30379.8351242497,35120.4895908498,0.270800444878504,0.102014043490408
"Q9QXE2","Poll","DNA polymerase lambda",0.314174894217207,6,18,24,39291.4579529734,35419.2360814161,30762.0102844997,34939.5865542453,33869.2626311952,38436.1886403712,33932.0392955759,29406.4235384537,34507.0256223413,0.286464400690615,0.098046670831295
"Q9QXE7","Tbl1x;Tbl1xr1","F-box-like/WD repeat-containing protein TBL1X;F-box-like/WD repeat-containing protein TBL1XR1",0.764966740576497,6,18,24,547865.52678388,529971.031121558,511119.652889282,493259.837803175,501008.383085516,466475.681850222,478319.769835261,457592.356812202,498201.530022637,0.181198098624017,0.0622187702400627
"Q9QXG4","Acss2","Acetyl-coenzyme A synthetase, cytoplasmic",0.923579946146942,24,18,24,13513.8591379874,13001.2311600592,9397.43012445495,14675.0805368002,11379.1334610577,11982.33796669,12137.1551373797,11478.8115289616,12195.6298816738,0.432749309674926,0.129994706444819
"Q9QXJ1","Apbb1","Amyloid beta A4 precursor protein-binding family B member 1",0.963137472283814,6,18,24,8930.27343773939,4126.2963948753,6364.62727782899,3079.56510760141,4704.05947826926,7131.52159144902,5937.85389283515,5548.81522168667,5727.87655028565,1.02144455781719,0.318751163729086
"Q9QXK2","Rad18","E3 ubiquitin-protein ligase RAD18",0.442350332594235,24,18,24,9812.8854400473,12970.7313199562,9518.49888402939,12590.7708406967,10578.5028473452,9738.40361406117,6059.01017791655,9891.63378840485,10145.0546140572,0.681289692858099,0.209371301817481
"Q9QXK3","Copg2","Coatomer subunit gamma-2",0.662527716186253,6,12,24,485519.496990647,437008.763379314,442083.690959887,436294.399865838,439295.520911896,443544.236794271,430679.591438497,446392.278183598,445102.247315494,0.123207433534432,0.0382742951962143
"Q9QXK7","Cpsf3","Cleavage and polyadenylation specificity factor subunit 3",0.0881374722838137,6,18,24,91052.3446526462,76418.0755645161,90124.83181795,70425.1812856318,78091.6170210259,73879.0466505428,73597.0523302249,69973.4436721643,77945.1991243378,0.270432319338321,0.106020758624887
"Q9QXL2","Kif21a","Kinesin-like protein KIF21A",0.026330376940133,6,18,24,88274.3447259037,87213.6703285616,73976.9666072031,77623.800486177,95239.6237455395,88907.5315787552,82998.7708531271,68118.7110614704,82794.1774233422,0.327570289700383,0.108195360512253
"Q9QXL8","Nme7","Nucleoside diphosphate kinase 7",0.212860310421286,6,18,24,123984.336205566,117478.640914491,109826.703927219,109415.694330248,131497.882846665,108208.547741712,109041.484520536,99778.9946750004,113654.03564518,0.279082814715782,0.088973971481821
"Q9QXM1","Jmy","Junction-mediating and -regulatory protein",0.846614950634697,12,12,24,44035.4510512008,52164.7894483951,48409.860643706,51963.4896093119,59363.6694161506,48678.3429557516,58801.3676811224,46199.92695889,51202.1122205661,0.29936691476554,0.108594266196192
"Q9QXN0","Shroom3","Protein Shroom3",0.405487804878049,12,6,24,63230.3498372785,57132.0722506795,43333.8146141382,54366.9129452924,51704.7645793595,55045.9929076313,52717.2155041833,46614.7446858753,53018.2334155548,0.375277219578255,0.11577695232617
"Q9QXN3","Trip4","Activating signal cointegrator 1",0.917960088691796,6,18,24,6367.46820428157,6491.59011714198,6116.2031061729,6441.31671977238,7476.99413362171,6573.07043191295,6883.82965554738,6241.03268946195,6573.9381322391,0.206997845138728,0.0655256953551468
"Q9QXP7","C1qtnf1","Complement C1q tumor necrosis factor-related protein 1",0.914315937940762,18,12,24,87585.07562204,84048.6687239775,79847.1283858154,93636.8676432441,81998.3986820966,105132.943570468,105785.379460878,98013.1838074633,92005.9557369979,0.281919261283563,0.11112906025306
"Q9QXS1-3","Plec;Eppk1","Plectin;Epiplakin",0.212860310421286,12,6,24,10144205.8530477,10159000.2963249,9760441.67918673,9766672.75978648,9658043.44956401,9818498.13196289,9416898.22789793,9482330.55290987,9775761.36883506,0.0759124573961856,0.0277060387764128
"Q9QXS6","Dbn1","Drebrin",0.750554323725055,12,12,24,784476.928407637,808354.794468498,794215.970453165,766093.706103027,735870.076701511,768917.554245515,702993.705180661,738561.006784821,762435.467793104,0.138190173120891,0.0456204912579356
"Q9QXT0","Cnpy2","Protein canopy homolog 2",0.258110014104372,12,6,24,200074.25380125,195252.309882438,182986.608503727,192247.800665286,186308.781279554,189584.05920744,178141.982779684,178916.167011678,187938.995391382,0.116698883996331,0.0415377862040401
"Q9QXT1","Dapp1","Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide",0.0176304654442877,24,12,24,17998.2113264067,18061.7148342771,18189.2122581745,20265.9870522836,18933.9296676322,16869.2161254963,18150.628214981,20200.5465214582,18583.6807500887,0.182782462337074,0.0625713863253351
"Q9QXT5","Egfl7","Epidermal growth factor-like protein 7",0.0736953455571227,18,12,24,2040.73856318229,2090.79516134046,2410.42424841165,2746.82594720972,1773.45741761791,2979.95940708001,3010.50829862471,2179.61334223643,2404.0402982129,0.514571607608405,0.192242959520248
"Q9QXV1","Cbx8","Chromobox protein homolog 8",0.51410437235543,6,18,24,40895.5319327674,45520.4926488331,32117.29088791,30313.32739693,34373.0417997076,29404.2313144662,35818.8391490455,28281.4419648989,34590.5246368198,0.498374941257298,0.173418956025944
"Q9QXX4","Slc25a13","Calcium-binding mitochondrial carrier protein Aralar2",0.416574279379157,18,12,24,553766.625331074,571880.404946778,659675.887972928,564270.817735277,614657.868612809,588480.191639947,626861.331093163,647230.716022879,603352.980419357,0.175534498177572,0.0656296149813567
"Q9QXY6","Ehd3","EH domain-containing protein 3",0.920310296191819,18,6,24,4982.56197137961,3238.89628521438,4235.3786326836,3273.18572882636,2768.72216742461,3376.53772915216,4043.97049042761,3215.78597844405,3641.87987294405,0.607883807591205,0.197570501048518
"Q9QXY9","Pex3","Peroxisomal biogenesis factor 3",0.0881374722838137,12,18,24,16878.051562855,18892.2649018414,17403.887682878,17499.9076521729,12768.9965698186,24217.1084183364,19716.1845244079,17807.935300619,18148.0420766162,0.630818013325457,0.176085125799891
"Q9QXZ0","Macf1","Microtubule-actin cross-linking factor 1",0.812361419068736,6,18,24,2213014.80901518,2183831.74910124,2193873.65846119,2218033.6152386,2237457.43505298,2216743.52470759,2249596.53511607,2117563.15301637,2203764.30996365,0.0599126601255639,0.0184873480337432
"Q9QY01","Ulk2","Serine/threonine-protein kinase ULK2",0.914315937940762,24,12,24,1761.97501217991,1514.41042796706,1565.07228143336,2210.79007131462,977.383168398758,1288.2970881516,1088.56668289156,1312.03411595807,1464.81610603687,0.842021669363607,0.269506815748068
"Q9QY06-2","Myo9b;Myo9a","Unconventional myosin-IXb;Unconventional myosin-IXa",0.923579946146942,24,18,24,251288.121568739,250921.769562849,247653.07316703,272991.499774501,262514.682378142,278971.526528761,270670.408409064,264828.661372204,262479.967845161,0.119317499231812,0.044001788146498
"Q9QY36","Naa10","N-alpha-acetyltransferase 10",0.914315937940762,6,12,24,161182.51474625,146004.913132649,118080.267488224,138341.390819123,118800.756479043,122891.771481431,130011.45720696,123214.709264,132315.97257721,0.325752412339143,0.114946324027923
"Q9QY66","Znhit2","Zinc finger HIT domain-containing protein 2",0.442350332594235,24,18,24,72796.3675492087,68615.1998048543,66774.0851958717,72255.6416104097,66324.160948335,69310.950606567,66294.1065629065,69439.0517870418,68976.1955081493,0.0942681882988746,0.0367099956204236
"Q9QY76","Vapb","Vesicle-associated membrane protein-associated protein B",0.710920177383592,12,18,24,364379.514420201,397741.256656342,345673.311868792,417588.238705504,389238.870742016,419844.250300374,390973.907793648,369833.33389986,386909.085548342,0.191701206309136,0.0667202026921189
"Q9QY93","Dctpp1","dCTP pyrophosphatase 1",0.963137472283814,24,18,24,18849.4473446191,25114.9584695046,22756.4653046664,29696.5257545066,27984.9328108601,25204.1477977159,21102.6282392611,22862.1483227382,24196.406755484,0.44829294363838,0.146932988248413
"Q9QYA2","Tomm40","Mitochondrial import receptor subunit TOM40 homolog",0.0289634146341463,18,18,24,375872.964404819,356520.204052492,413345.982782711,394007.991891538,365417.509417542,385289.363061922,404544.423658327,404525.530022246,387440.49616145,0.146669693264432,0.0523365370374933
"Q9QYB1","Clic4","Chloride intracellular channel protein 4",0.846262341325811,12,12,24,558524.635510953,542446.60687413,558459.565835309,595633.01400486,527476.906211497,578589.639714327,537865.278131435,522431.18768525,552678.35424597,0.132449236987905,0.0456624507786726
"Q9QYB5-2","Add3","Gamma-adducin",0.442350332594235,24,6,24,213517.377732489,233181.962904896,225908.221508634,254345.320525127,212850.481338682,232123.622980377,246459.482098178,231427.373914167,231226.730375319,0.179455200179893,0.0622603980268977
"Q9QYC0","Add1","Alpha-adducin",0.195121951219512,12,6,24,438812.353045208,413056.533508019,346678.202852784,381867.485262454,372253.689571285,394751.630659133,361064.450350472,358800.0950636,383410.555039119,0.240301548774586,0.0804375988417313
"Q9QYC7","Ggcx","Vitamin K-dependent gamma-carboxylase",0.220028208744711,6,12,24,112908.05684972,82106.8144484729,69522.2649201145,90733.1309916741,88102.0357821032,93288.5925744874,84320.9106626866,87615.2467805172,88574.631626222,0.489821872617999,0.137814889288842
"Q9QYE6","Golga5","Golgin subfamily A member 5",0.920310296191819,6,18,24,380243.471898284,360121.26000369,319713.776832175,353162.462964521,333290.583374784,328152.647733242,351378.157148549,315299.929034843,342670.286123761,0.189521955924669,0.0650401259730033
"Q9QYF1","Rdh11","Retinol dehydrogenase 11",0.828159645232816,12,12,24,139554.436242073,153758.615680716,166797.058730952,161465.380167163,142001.24866444,164591.652831596,131405.352447319,137963.556110732,149692.162609374,0.236429921691951,0.0911644401813927
"Q9QYF9","Ndrg3","Protein NDRG3",0.914315937940762,24,12,24,224225.221346101,230299.935497077,256606.888699242,252496.949552368,262346.905001817,260247.2557897,250173.469601068,263861.792523363,250032.302251342,0.158525801747879,0.0595514638457762
"Q9QYG0","Ndrg2","Protein NDRG2",0.212860310421286,24,18,24,236027.882582264,208393.684695542,205744.898965573,266136.727495636,229445.964391518,243671.193601388,235237.300697639,270261.389160776,236864.880198792,0.272376766623472,0.0990867925505123
"Q9QYH6","Maged1","Melanoma-associated antigen D1",0.753526093088858,6,18,24,16057.4489018956,15815.5157257456,13746.9824784793,15354.1843780981,16496.7904785271,16265.6877365037,17870.5060524351,16501.5414751391,16013.5821533529,0.257501634204462,0.0731180550104779
"Q9QYI3","Dnajc7","DnaJ homolog subfamily C member 7",0.846262341325811,6,12,24,469703.123327497,431986.975080465,430145.439246307,451195.585054655,445281.208349924,464329.29664808,473833.951480562,437613.012228224,450511.073926964,0.0969754458052182,0.0380351218979775
"Q9QYI4","Dnajb12","DnaJ homolog subfamily B member 12",0.914315937940762,12,12,24,27975.9599254884,37985.0610653118,31351.7388487249,30426.0835159707,39357.2747097485,31390.4657306068,34525.4383094629,32771.2157362574,33222.9047301964,0.342574343715213,0.116253826605418
"Q9QYJ0","Dnaja2","DnaJ homolog subfamily A member 2",0.212860310421286,24,6,24,755217.245156536,864166.638606532,845133.668039858,844308.242018469,778187.767570143,789437.620768406,797158.61460299,883854.028076272,819682.978104901,0.156934798398697,0.0558128047474129
"Q9QYJ3","Dnajb1","DnaJ homolog subfamily B member 1",0.258110014104372,12,18,24,123091.327427463,134933.159952434,128933.0576681,131144.746331696,124804.41146762,127575.143676242,129661.327502313,126820.085488382,128370.407439281,0.0922473704118464,0.0289040385254201
"Q9QYL7","Abt1","Activator of basal transcription 1",0.212860310421286,6,6,24,82969.0556944459,64101.5346924815,75533.115897981,71240.7378033871,84774.1703191147,69922.3801728575,77887.7603090479,72410.0491587333,74854.8505060061,0.276169620096623,0.0921263469885787
"Q9QYP6","Azi2","5-azacytidine-induced protein 2",1,6,18,24,3923.39043726799,5069.92410091643,4631.53913825925,4336.56874289713,4543.8989678702,3804.01168040233,3921.15831078929,4397.5806597244,4328.50900476588,0.292459232294602,0.0994796322391526
"Q9QYR6","Map1a","Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2",0.750554323725055,18,6,24,290700.033595566,293302.563025469,295889.067309863,294538.601709251,302433.163642848,294079.995682544,308353.058075481,281884.171667961,295147.581838623,0.0896801737037179,0.0265125671984141
"Q9QYR9","Acot1;Acot4;Acot6;Acot3;Acot5;Acot2","Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 4;Acyl-coenzyme A thioesterase 6;Acyl-coenzyme A thioesterase 3;Acyl-coenzyme A thioesterase 5;Acyl-coenzyme A thioesterase 2, mitochondrial",0.828159645232816,18,12,24,280388.9755039,269915.285634556,275221.332160957,298880.334326952,282560.794827864,315830.417326735,322535.693761954,295999.367772229,292666.525164393,0.179796470053556,0.0652568799805712
"Q9QYS9","Qki","Protein quaking",0.0886917960088692,6,18,24,142478.807919471,126814.91169647,117701.851566339,119899.446273984,124660.757032367,125329.68986644,113912.850324572,113587.14362071,123048.182287544,0.234799602575565,0.0759274268630512
"Q9QYY0","Gab1","GRB2-associated-binding protein 1",0.258110014104372,18,6,24,32701.6658377193,32096.5171063951,32022.078521712,27249.9549368966,27900.8893782428,33465.5580022063,34933.2115435189,31594.6716526585,31495.5683724187,0.243947228250394,0.0837876735672302
"Q9QYY8","Spast","Spastin",0.51410437235543,6,18,24,136028.16550883,143816.923072695,127832.518308139,135116.388090377,142800.245864466,134323.903876176,140459.507902138,121778.896409731,135269.568629069,0.162919323882786,0.0555682689412081
"Q9QZ05","Eif2ak4","Eukaryotic translation initiation factor 2-alpha kinase 4",0.212860310421286,18,6,24,104527.884245561,102422.612703689,103199.152617919,102298.433310167,102823.305583619,108847.73272569,115079.980004775,93402.1848111186,104075.160750317,0.208289807456198,0.0592552362745677
"Q9QZ06","Tollip","Toll-interacting protein",0.846614950634697,12,12,24,275590.956302881,302363.380829756,304289.292390004,307424.029367858,331458.323064459,327797.327738265,317178.782876172,296690.764834116,307849.107175439,0.181476461875005,0.0582430550066352
"Q9QZ08","Nagk","N-acetyl-D-glucosamine kinase",0.846262341325811,24,12,24,467703.786210784,536746.560226325,484213.59133937,515029.173952231,544338.979571767,530976.841425211,540679.286942639,584188.266391761,525484.560757511,0.221670604390468,0.0695154182552633
"Q9QZ23","Nfu1","NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",0.753526093088858,6,18,24,70143.7044678088,63518.0955743224,67061.6488492662,72185.9342373425,74915.9169382877,80476.1245057842,73998.4319714084,71148.2649033989,71681.0151809524,0.236576294136638,0.0715368650043454
"Q9QZ49","Ubxn8","UBX domain-containing protein 8",0.881513303769401,24,6,24,7191.22702932158,6903.96040424768,5825.0905360404,5830.93289498265,5440.38517422628,5958.19676269765,7619.50680953063,8929.09258062132,6712.29902395852,0.519748508512901,0.175858785299262
"Q9QZ88","Vps29","Vacuolar protein sorting-associated protein 29",0.416574279379157,12,6,24,1672706.06732385,1675192.42026271,1523835.79549325,1658137.08326678,1635969.11903044,1671846.77404793,1618576.30525081,1687953.94884336,1643027.18918989,0.0998876673678357,0.0324080902263571
"Q9QZB7","Actr10","Actin-related protein 10",0.828159645232816,18,12,24,290384.547147202,279326.612995836,280180.963581758,292802.246338114,286295.844532105,301245.087147795,311906.414606935,295308.063006004,292181.222419469,0.111505460006345,0.0372347315930343
"Q9QZB9","Dctn5","Dynactin subunit 5",0.739421720733427,6,6,24,104640.76352562,90351.107962005,96524.4514148151,93530.3121233941,94704.4658404218,90805.7995543116,85730.2609189106,95597.7960681658,93985.6196759555,0.20120634062859,0.0589358028998031
"Q9QZD4","Ercc4","DNA repair endonuclease XPF",0.930570953436807,6,6,24,40678.4064096923,38980.351765813,40574.3594744308,39299.2594406236,36171.00042262,35715.9551126764,32440.3542822161,36019.3051965309,37484.8740130754,0.219770036431298,0.0766067813597681
"Q9QZD8","Slc25a10","Mitochondrial dicarboxylate carrier",0.026330376940133,24,6,24,288786.414182148,293000.759845784,304208.985474106,309007.749288536,300280.324404301,301978.134066188,319090.329153854,323231.305505244,304948.00024002,0.112953327439383,0.0389162785291749
"Q9QZD9","Eif3i","Eukaryotic translation initiation factor 3 subunit I",0.405487804878049,6,18,24,1111330.39453619,1071443.98765793,1056028.73469601,972856.240599927,1052455.03335952,987308.931081987,943877.173944934,959715.114601757,1019376.95130978,0.16427016559095,0.0598510530251392
"Q9QZE5","Copg1","Coatomer subunit gamma-1",0.662527716186253,18,12,24,717878.246000843,729074.402277181,782939.094862867,755334.777886291,749410.88702885,765511.133858633,740600.864454111,733814.61005178,746820.50205257,0.0871171167411849,0.0281488441975717
"Q9QZE7","Tsnax","Translin-associated protein X",0.914315937940762,12,12,24,308388.235346572,319364.863127123,306784.687844885,282372.7200166,280784.328490298,283701.191518767,285777.77841085,300475.297194232,295956.137743666,0.130358961064158,0.0496046526894196
"Q9QZF2","Gpc1","Glypican-1;Secreted glypican-1",0.846614950634697,6,12,24,63606.9173434378,57225.5843454712,50826.5715446249,72625.9990557003,72811.5642954814,79652.9839067655,79356.9067576052,62239.0671655551,67293.1993018302,0.428370365225845,0.155737935131615
"Q9QZH3","Ppie","Peptidyl-prolyl cis-trans isomerase E",0.739421720733427,12,12,24,148997.864827978,158884.456155155,157432.988423834,143254.575792491,149478.844582051,141997.324673693,138605.733945665,141798.953635887,147556.342754594,0.137430366129474,0.0508646309568134
"Q9QZH6","Ecsit","Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",0.739421720733427,18,18,24,182137.587674415,187431.89152767,209476.331421468,193619.633868396,207876.822633031,202298.502029076,200630.024399408,209811.627236368,199160.302598729,0.138953592663047,0.0525206275689517
"Q9QZK2","Bcar3","Breast cancer anti-estrogen resistance protein 3",0.764966740576497,24,6,24,6161.76056890985,5985.64549067292,7427.07155154838,6730.61219156694,4506.41642222662,7297.85150328617,4738.71025119808,8980.16284713274,6478.52885331771,0.690549741491863,0.227097643883526
"Q9QZL0","Ripk3","Receptor-interacting serine/threonine-protein kinase 3",0.739421720733427,6,18,24,123760.155727487,108584.410332099,110922.406620654,115650.159850905,118745.650259416,128195.993877003,116241.038071603,103802.060046974,115737.734348268,0.210769063066545,0.0689436516358127
"Q9QZM0","Ubqln1;Ubqln2;Ubqln4","Ubiquilin-1;Ubiquilin-2;Ubiquilin-4",0.51410437235543,24,6,24,533248.866784784,630766.923441854,660293.906473436,637252.018313086,623877.887087998,649285.200734365,622427.489428722,655848.690180725,626625.122805621,0.202744886958612,0.0643320930175318
"Q9QZN4","Fbxo6","F-box only protein 6",0.473946784922395,18,12,24,7054.94572088781,8211.03416408657,8317.74825515127,7292.023131029,6669.1421120329,7199.39067849585,6987.69104192316,7270.94973077561,7375.36560429777,0.223528734922333,0.0791752664978645
"Q9QZQ1-2","Mllt4","Afadin",0.0881374722838137,6,18,24,1211876.20225825,1115665.98592371,1099976.55246486,1087862.76245713,1116341.84019589,1084056.24375924,1088112.25942807,1058870.06753825,1107845.23925317,0.138111470175333,0.0414643802303065
"Q9QZQ8","H2afy;H2afy2","Core histone macro-H2A.1;Core histone macro-H2A.2",0.750554323725055,6,18,24,719324.799544508,663361.863955645,654773.454950181,680717.152294683,748260.447978845,673836.883492413,730844.103739376,625400.648561984,687064.919314704,0.178818327006718,0.0610714980120673
"Q9QZR0","Rnf25","E3 ubiquitin-protein ligase RNF25",0.917960088691796,6,12,24,16554.0806028156,13864.8745915447,11762.529636242,10184.7803776627,11056.8351500077,8812.24381873407,8380.11437600975,11106.1421544586,11465.2000884344,0.712937076000218,0.233652793525867
"Q9QZS3","Numb","Protein numb homolog",0.750554323725055,24,6,24,53796.5382689839,56050.0229914094,56949.2640985472,56726.695121364,50698.9256251626,53385.2160881665,47165.7830050341,61106.4968375388,54484.8677545258,0.25586395648995,0.0781705077208484
"Q9QZW0","Atp11c","Phospholipid-transporting ATPase 11C",0.254573170731707,18,12,24,10451.1732111736,10626.7044929994,11220.8635444106,11077.2519713661,9219.88092456333,12433.2115583997,10850.0650959417,10895.400392047,10846.8188988627,0.296246361610527,0.0821938992226928
"Q9R001","Adamts5","A disintegrin and metalloproteinase with thrombospondin motifs 5",0.87672778561354,6,18,24,85150.2435592155,83905.6825688283,78019.2638898183,78814.4537607062,81901.3395214737,75331.8503019243,84002.6109311895,70344.6773363638,79683.7652336899,0.185804049035976,0.0638077838098534
"Q9R008","Mvk","Mevalonate kinase",0.0734478935698448,6,6,24,160523.990393666,145665.265253408,146924.341769918,158741.263420811,153318.226436277,142913.050863101,135700.558939688,148810.757656875,149074.681841718,0.166516749506362,0.0552978270994651
"Q9R020","Zranb2","Zinc finger Ran-binding domain-containing protein 2",0.750554323725055,6,12,24,70666.5137649268,64737.4667327225,59675.5419366358,63543.3060692221,60795.6574041898,51123.6560323344,53855.2106395989,51313.311755662,59463.8330419115,0.328651160425836,0.117067842237519
"Q9R049-2","Amfr","E3 ubiquitin-protein ligase AMFR",0.0886917960088692,18,18,24,53843.7879018378,58094.2073426878,61254.2014992945,63574.901479111,60365.2958824197,57661.7789492755,63121.0446152774,60468.8363612978,59798.0067539002,0.162733075992345,0.0533036566979812
"Q9R059","Fhl3","Four and a half LIM domains protein 3",0.405487804878049,12,6,24,77433.1438970506,78110.5054673695,64711.1505949153,71310.0502338307,66033.0694356076,70678.3607648433,65506.1767362382,63757.2282608063,69692.4606738327,0.205951649113638,0.0814088475956651
"Q9R060","Nubp1","Cytosolic Fe-S cluster assembly factor NUBP1",0.662527716186253,24,18,24,2105.81124025611,1261.80120806709,1541.54803334184,2359.88091172752,1862.00563324379,2848.07052449051,1480.82970459777,2025.6846875504,1935.70399290938,0.819479281044022,0.267100187099762
"Q9R061","Nubp2","Cytosolic Fe-S cluster assembly factor NUBP2",0.750554323725055,12,12,24,96291.317107069,121424.428051614,120234.865538641,98294.801198973,114490.091791749,105543.217266523,91107.8704866541,98727.1317761899,105764.215402177,0.286642863559086,0.109606216439739
"Q9R062","Gyg1","Glycogenin-1",0.833148558758315,12,18,24,78816.0079061357,84339.3197512439,84105.1693868113,82509.4382115483,83759.7344507793,84573.3914205158,83186.6228911956,91456.7973498301,84093.3101710075,0.150318609387462,0.0416335378186466
"Q9R069","Bcam","Basal cell adhesion molecule",0.51410437235543,12,6,24,173640.358514207,190413.510250111,167121.632516042,184176.555737874,166369.416712689,175396.573564883,162163.317859703,150322.540096349,171200.488156482,0.234175559809839,0.0738390551436078
"Q9R088","Tk2","Thymidine kinase 2, mitochondrial",0.0734478935698448,24,6,24,33961.2537909498,35379.8145193784,37869.9835224963,38070.494202916,37691.4506571438,37179.0910728322,40152.6831810764,42946.1972081382,37906.3710193664,0.237029902245139,0.0725876505488964
"Q9R099","Tbl2","Transducin beta-like protein 2",0.442350332594235,24,6,24,153226.846210933,158473.880586531,158658.480072256,178797.23973299,158441.12757137,180269.330901698,174734.225376854,171729.708832265,166791.354910612,0.16213361121299,0.0641876115123984
"Q9R0A0","Pex14","Peroxisomal membrane protein PEX14",0.143394452280207,6,18,24,292394.46669642,262449.049266506,197048.22780043,213496.108758144,221679.16828229,230319.014344946,223735.089128697,216217.356407793,232167.310085653,0.410679000677632,0.131908620937133
"Q9R0B9","Plod2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.920310296191819,6,6,24,1874237.28072739,1626416.00743832,1601082.21685493,1760086.00222862,1802445.70487478,1738663.69778096,1891256.2704965,1727473.99774837,1752707.64726873,0.165557589763331,0.0595539678845068
