"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"Q9D666","Sun1","SUN domain-containing protein 1",0.0736953455571227,6,12,24,8642.32292187339,7169.31632201603,7392.44678499288,8221.38079778804,9288.22177865234,7466.99472093871,6602.89212492533,7258.22227159512,1.28117974247974,0.0701692372572004
"Q9D6J6","Ndufv2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0.750554323725055,18,12,24,23005.5978096015,28891.7275448879,31381.3357535778,25392.1440331538,28427.7978941255,19754.1685770966,26857.4642702661,24810.4903062001,1.19719862653582,0.693833606856722
"Q9D6K7","Ttc33","Tetratricopeptide repeat protein 33",0.258110014104372,6,18,24,49827.4051291913,48825.2096986444,39333.4194537054,36081.0256398899,43194.866284866,33096.0793582551,29406.3579607937,32339.7920564198,1.35956094279584,0.385081139996575
"Q9D6L8","Ppil3","Peptidyl-prolyl cis-trans isomerase-like 3",0.923579946146942,6,18,24,7837.33247237293,7911.25111489124,8002.31281506882,7900.54642519143,8437.11189381436,7648.84242347313,7517.9054918994,7296.0687822317,1.07092560705477,0.559087568875051
"Q9D6N5","Drap1","Dr1-associated corepressor",0.923579946146942,24,18,24,11326.2782005942,12686.7501878139,8020.25915182397,12129.0802374191,11325.8952814404,11247.0171478416,12079.0208740884,11357.0301430572,1.190777346492,0.617448987323996
"Q9D6R2","Idh3a","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.0176304654442877,12,12,24,47094.6031159202,50353.6455875202,49747.451765014,47320.1065863314,49849.3604068536,54340.6700852997,48260.0941138826,46885.5702094801,1.11133765218568,0.149296693117845
"Q9D6T0","Nosip","Nitric oxide synthase-interacting protein",0.846262341325811,18,12,24,51530.5030345911,53343.7725263187,56670.0964585143,46704.7130699284,51801.8709396909,47168.9247522175,49431.0064945114,55885.1422306356,1.05559900217386,0.942339212758308
"Q9D6Y7","Msra","Mitochondrial peptide methionine sulfoxide reductase",0.881513303769401,12,6,24,11401.9299309685,11032.7754168949,10239.7259370775,11500.8454437878,10912.6426195229,11491.0332742937,11042.758369009,9509.73067672825,1.07202242156487,0.72751444296787
"Q9D6Z0","Alkbh7","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.0734478935698448,12,18,24,10021.519344634,11597.7003860893,10698.6983425972,10377.7275815885,9020.51722407688,10484.5933170597,10529.6753394789,9022.13633644021,1.1596602928194,0.25716138404212
"Q9D6Z1","Nop56","Nucleolar protein 56",0.473946784922395,6,12,24,37026.2917750918,25465.7714539295,23811.9009578272,27027.826414874,32467.1044159787,29677.4235518118,34258.2509883407,25499.4198778691,1.32299713188413,0.37548317135797
"Q9D706","Rpap3","RNA polymerase II-associated protein 3",0.87672778561354,12,6,24,10871.433846369,12064.2865643498,9947.42755567463,11494.9187004517,9767.31763198643,10218.3018595622,9727.46681030313,9927.88846498115,1.13253916434965,0.5999283583133
"Q9D710","Tmx2","Thioredoxin-related transmembrane protein 2",0.0881374722838137,12,18,24,22777.7086464989,25227.0383465774,27700.2739214434,24755.0191245183,22964.5457221097,28211.7067690232,24933.6323742107,27399.2326597697,1.16825779256463,0.209745074015938
"Q9D727","","Uncharacterized protein C6orf226 homolog",0.0881374722838137,12,18,24,2760.354186679,3802.88658429308,3556.46887351235,3135.04966670908,2660.75801945687,3740.83809456387,2731.4557917325,3227.62017133447,1.39154557072599,0.104216565366207
"Q9D787","Ppil2","Peptidyl-prolyl cis-trans isomerase-like 2",0.258110014104372,6,18,24,16842.3167140526,13945.2774802968,12151.9390602989,10488.3601238632,12383.7181330153,9703.43795789878,8926.26792572929,9217.42022872217,1.4831198929523,0.374184296096517
"Q9D7B6","Acad8","Isobutyryl-CoA dehydrogenase, mitochondrial",0.76163610719323,12,6,24,18248.8785158251,18547.3236645297,13772.266361583,14614.3612763756,12833.3578217682,13295.3350889726,14358.06409828,14052.4401688816,1.13196888315749,0.901391044633238
"Q9D7B7","Gpx8","Probable glutathione peroxidase 8",0.881513303769401,18,18,24,144515.539192709,156912.199438858,153631.162890474,141603.628589214,146869.216323464,131651.357790121,155320.971985875,157723.538189216,1.07065541415956,0.776054096217037
"Q9D7E4","","UPF0449 protein C19orf25 homolog",0.710920177383592,12,18,24,3261.99053709866,5804.60405847161,4005.02415252474,5260.87372232841,4675.6463125836,5235.41155620673,4359.18646180153,4949.48255769448,1.39084412952455,0.172557737100204
"Q9D7S7","Rpl22l1","60S ribosomal protein L22-like 1",0.0289634146341463,12,6,24,49480.9015246378,34918.640040311,29019.4328128135,30470.3752816734,31577.8747887416,34598.6516887733,28661.9745315471,30727.4691642599,1.40528430295493,0.330818476462048
"Q9D7X3","Dusp3","Dual specificity protein phosphatase 3",0.914315937940762,12,12,24,27895.8750965077,38925.4226921892,29804.3271961854,39414.818766471,43342.1471077716,47254.0772677139,39476.1860770265,36916.2454564307,1.24392121086126,0.679744638636392
"Q9D820","Prorsd1","Prolyl-tRNA synthetase associated domain-containing protein 1",0.220028208744711,6,12,24,25277.0176647879,24153.6809051082,22612.3843114915,23158.7495859835,25793.2038796789,25081.0102420943,23950.6056754152,25943.8343239078,1.09679858528904,0.391734836310816
"Q9D824","Fip1l1","Pre-mRNA 3-end-processing factor FIP1",0.881513303769401,6,18,24,57499.9849443048,56701.7283895037,50376.6049501084,56276.4035578013,47515.3925426908,47425.1923107446,49254.1351174265,43850.6698036907,1.0540459442117,0.964133808301905
"Q9D880","Timm50","Mitochondrial import inner membrane translocase subunit TIM50",0.442350332594235,18,18,24,3291.03706567444,2705.15367656049,4101.45992761708,3432.76974029472,4494.5775361879,2451.80518756737,3658.21775043821,3728.65053572384,1.50972982468788,0.0844093611174584
"Q9D898","Arpc5l","Actin-related protein 2/3 complex subunit 5-like protein",0.930570953436807,18,18,24,2718.41884478021,2747.94151219021,4145.70693030651,3197.08291362739,3483.01819016099,2395.71185393482,3114.01930999391,2038.17306062343,1.41139492177124,0.422963995216436
"Q9D8B3","Chmp4b","Charged multivesicular body protein 4b",0.00762195121951219,12,6,24,7518.10084963333,8776.6324751089,6344.75202201108,6425.97268315875,6478.45022072628,8559.1947026975,5131.289224665,6011.23615690814,1.51061039300704,0.0427336952391831
"Q9D8E6","Rpl4","60S ribosomal protein L4",0.914315937940762,6,12,24,60590.9652118785,41298.5260257455,41588.0569334044,45596.9059613474,36226.0575596423,43919.9664677384,33625.6627522904,36767.8338008992,1.28722556437978,0.768581386410666
"Q9D8N0","Eef1g","Elongation factor 1-gamma",0.442350332594235,12,18,24,174811.068497248,206117.791950093,196212.972436729,198801.739514841,191337.628547573,201603.592387098,178225.769425429,197049.549952981,1.11354044853335,0.227226348483328
"Q9D8N2","Fam45a","Protein FAM45A",0.416574279379157,12,12,24,24833.3809743218,21024.6242701818,18862.2187688632,20274.4011623933,18379.7803408366,22439.3584831171,20624.2856413957,18262.7362708639,1.12784668629253,0.705180648664731
"Q9D8S3","Arfgap3","ADP-ribosylation factor GTPase-activating protein 3",0.920310296191819,12,18,24,433.409697285871,838.516039460425,851.316457339219,466.523601704591,619.047289405675,592.402304002444,520.315756314837,640.447063327842,1.35959793279632,0.646578522408085
"Q9D8T2","Gsdmdc1","Gasdermin-D",0.923579946146942,6,18,24,13472.5458104702,10001.0550379701,10149.1691343705,9911.49043914516,9860.88427242057,8720.48834976729,8020.61671779136,7391.35173177473,1.34853163731137,0.459649461664935
"Q9D8U8","Snx5","Sorting nexin-5",0.750554323725055,24,12,24,66575.3906732711,64017.5067405701,76837.1376773167,65868.8376473507,63346.3482894788,58548.6826227889,56826.4696319577,66795.5014961256,1.09054224499887,0.880537905365183
"Q9D8V0","Hm13","Minor histocompatibility antigen H13",0.739421720733427,6,18,24,64735.4658728117,54941.0455688481,47096.7571983048,47882.1594127091,43460.8381238779,44571.9249068359,42790.5739475686,39727.5540107628,1.23498068614504,0.687838228517584
"Q9D8W5","Psmd12","26S proteasome non-ATPase regulatory subunit 12",0.963137472283814,24,6,24,27001.596925726,28376.4950498357,24598.2392993288,33680.1019144179,25621.665038883,27574.2272951052,31011.7846637472,27039.1267008401,1.15384767778352,0.707450548227931
"Q9D8Y0","Efhd2;Efhd1","EF-hand domain-containing protein D2;EF-hand domain-containing protein D1",0.0736953455571227,6,12,24,143205.923682454,98368.0833396357,97549.6856495558,93712.6778405562,103651.045014268,85706.3612273447,82224.5385230596,98958.881633047,1.37314995980567,0.250873188890488
"Q9D8Z6","Atg101","Autophagy-related protein 101",0.0193935119887165,6,12,24,18097.9486438686,16235.1066887644,13493.9950020117,13946.1209652253,16761.3373686605,17348.5340756961,13831.3967595603,15714.1994245288,1.27571038383252,0.0362196150829289
"Q9D906","Atg7","Ubiquitin-like modifier-activating enzyme ATG7",0.0315964523281596,24,6,24,39626.563164411,42209.3106149688,41636.5326706166,49901.2033092222,41018.5755369904,41982.9239303297,43627.6611084477,47163.5215477595,1.20360292535891,0.0115336864715518
"Q9D945","Llph","Protein LLP homolog",0.100846262341326,12,18,24,100028.399050354,120684.711937512,134401.559917463,113181.041909234,118353.136571374,138420.932146329,118119.239839395,114790.825757334,1.18648146394874,0.310439040739374
"Q9D958","Spcs1","Signal peptidase complex subunit 1",0.254573170731707,12,12,24,113739.107715706,112315.453134633,105264.547656943,93259.2819753411,88229.8764982702,108207.48312836,104222.858681819,92379.3324261733,1.18791522428641,0.392945081722185
"Q9DAA6","Exosc1","Exosome complex component CSL4",0.753526093088858,6,18,24,9585.35443000731,12249.4564153634,11085.4728416306,9595.69379838428,11157.8218717716,8199.04310029498,9276.7981743474,10956.0007214067,1.01870642451925,0.997712907007764
"Q9DAM7","Tmem263","Transmembrane protein 263",0.764966740576497,24,18,24,103119.846303918,107670.514499035,99505.2175166689,103905.688588168,96018.4329566308,88001.7328400704,95035.0928041882,99795.8125999696,1.04709147863582,0.922185837603676
"Q9DAR7","Dcps","m7GpppX diphosphatase",0.920310296191819,24,6,24,28813.9695527775,35041.0404503031,31733.0426980322,33984.9340800069,27565.7719012368,24926.0954398239,28672.9888362955,32056.7124646665,1.17137192973011,0.684182558637638
"Q9DAS9","Gng12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",0.562915742793792,12,12,24,3072.30082797516,4889.32099264178,5249.40664074835,3528.98054045147,4024.05862489361,4882.6513136511,2998.36911013561,3377.87799811655,1.4148215504525,0.46156021993784
"Q9DAT5","Trmu","Mitochondrial tRNA-specific 2-thiouridylase 1",0.51410437235543,24,18,24,2213.23340083682,2359.60790373664,1860.74632988331,2355.78169706172,2387.68204663426,1764.50997331144,2277.75822197096,2910.48897651525,1.27694475050902,0.405635921498682
"Q9DAU1","Cnpy3","Protein canopy homolog 3",0.914315937940762,6,12,24,43528.6980965527,41799.2169336277,34782.8885477439,37750.3916795705,34201.2061520249,30089.922182171,31514.679461385,31266.9614297027,1.17243975281076,0.810372981744839
"Q9DAW6","Prpf4","U4/U6 small nuclear ribonucleoprotein Prp4",0.662527716186253,6,12,24,22080.8721522742,21513.1797527999,19162.5620598459,20780.2487061332,20550.179855796,18925.8300167213,20261.5478716814,19893.4183104599,1.08134469191854,0.627489485522699
"Q9DAW9","Cnn3","Calponin-3",0.917960088691796,18,12,24,139180.588506439,182174.744365907,190601.338585152,168436.168811162,176297.08565943,159382.514792441,169410.287048294,171578.027774009,1.14116355962534,0.656610830830774
"Q9DB05","Napa","Alpha-soluble NSF attachment protein",0.212860310421286,18,6,24,134975.762595323,132431.594361763,133461.852594611,127643.480998093,131537.36929477,130076.086879191,136419.507178877,125367.745981958,1.06667740793482,0.0456364317079785
"Q9DB15","Mrpl12","39S ribosomal protein L12, mitochondrial",0.195121951219512,12,6,24,87861.546067824,72040.4874604798,55829.609687148,70066.9475104528,70022.5013560113,73623.0066502524,63891.2282693329,60082.6176989334,1.3187683123403,0.199291801773945
"Q9DB20","Atp5o","ATP synthase subunit O, mitochondrial",0.0193935119887165,6,12,24,389057.235903021,331289.786610504,301496.394689225,330795.252563553,344592.074994442,310950.458698432,280749.120884569,298214.093405106,1.26003428326015,0.0986353720961279
"Q9DB25","Alg5","Dolichyl-phosphate beta-glucosyltransferase",0.442350332594235,24,6,24,99692.1691375797,122651.487756188,100907.91969983,115354.181132487,96581.5655147993,119557.776811049,127573.184748446,136985.906791901,1.28565387707789,0.229423864042629
"Q9DB26","Phyhd1","Phytanoyl-CoA dioxygenase domain-containing protein 1",0.258110014104372,18,18,24,1069.67810861224,793.332503498383,1240.46317330007,1232.8613929736,1030.79248878281,1281.33779263535,1453.42929742546,1347.3973177038,1.29846774966883,0.402210585263211
"Q9DB27","Mcts1;Mcts2","Malignant T-cell-amplified sequence 1;Malignant T-cell-amplified sequence 2",0.416574279379157,24,12,24,17158.9332152484,17753.2902356066,20246.3557760708,19721.2384510198,21504.7328597807,16891.7885377603,19731.2090980455,23121.2436119334,1.23661090059024,0.332262749827649
"Q9DB29","Iah1","Isoamyl acetate-hydrolyzing esterase 1 homolog",0.220028208744711,18,12,24,6494.56095682957,8182.89633248567,11377.7712230335,8502.40721097688,8290.06498750984,8077.38941733557,8682.48464729784,7554.40967922738,1.35683215428334,0.288013962310928
"Q9DB32","Haghl","Hydroxyacylglutathione hydrolase-like protein",0.917960088691796,6,12,24,1539.7462061103,1904.63407206514,1399.60798716903,1437.33403807057,1281.94960972595,867.60389391812,746.990148037092,1246.78098454803,1.31449653736204,0.826614824548161
"Q9DB34","Chmp2a","Charged multivesicular body protein 2a",0.881513303769401,12,6,24,73996.8254229818,61044.8506295226,57827.4288994888,60201.7844483852,54865.5719634618,59881.2536768287,59893.9535043895,59099.0186826603,1.09463883922415,0.88369748650259
"Q9DB77","Uqcrc2","Cytochrome b-c1 complex subunit 2, mitochondrial",0.416574279379157,12,6,24,49828.3391011712,50527.3077076799,48362.2833591422,50733.9107479504,49346.0065356291,52156.6751278011,46567.5626175438,50765.6067877502,1.08168281301857,0.0394510284248235
"Q9DBC3","Cmtr1","Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1",0.917960088691796,18,12,24,28311.7728191699,29275.66729247,30452.9738160311,28935.7438738345,24931.8709730157,21619.9300551599,27231.2163447288,25111.82648032,1.13338271219733,0.791762359305325
"Q9DBC7","Prkar1a;Prkar1b","cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed;cAMP-dependent protein kinase type I-beta regulatory subunit",0.473946784922395,12,12,24,323391.767431195,324284.089298084,254201.103562069,321539.408105969,308151.074069136,366770.129763943,343756.671483937,318262.384970474,1.15569066563079,0.654229166915361
"Q9DBE9","Ftsj3","pre-rRNA processing protein FTSJ3",0.833148558758315,24,18,24,22722.1373136932,26633.3876726661,12423.60946842,24303.7963985266,21735.8771159643,20336.2634779153,22041.3677331514,25579.9334574076,1.4473745206383,0.393479350366885
"Q9DBF1","Aldh7a1","Alpha-aminoadipic semialdehyde dehydrogenase",0.764966740576497,6,12,24,8700.97636221291,10837.1439923777,10673.9447746591,8222.86248362208,8366.59037037603,6695.55950623395,7443.10000548312,7890.33079477458,1.12436091761105,0.969998011123253
"Q9DBG3","Ap2b1","AP-2 complex subunit beta",0.753526093088858,6,18,24,442081.627119508,439427.828829415,414764.389699767,438101.904036112,407848.322074614,391578.044447421,425667.999894301,409626.938599254,1.02277249358379,0.972279353829883
"Q9DBG5","Plin3","Perilipin-3",0.0736953455571227,6,12,24,45998.120011484,44519.2260445633,38932.2053733747,40407.5482752752,42726.1667249135,38975.7542391982,37907.5655091073,44146.057203781,1.15466620628127,0.288699465844808
"Q9DBG6","Rpn2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",0.254573170731707,12,12,24,314759.7648997,312606.462490427,308434.613502553,295343.44950785,296485.826444565,298339.583781582,309958.13921862,280695.979538636,1.07352504279923,0.261035261112672
"Q9DBG9","Tax1bp3","Tax1-binding protein 3",0.258110014104372,12,18,24,121696.548984698,128447.199477182,124510.446728847,131702.114834685,122390.363834551,131738.332832703,132722.372218327,127467.868344545,1.06595445574977,0.20631541602732
"Q9DBH5","Lman2","Vesicular integral-membrane protein VIP36",0.846262341325811,6,12,24,251074.92410711,263951.357976951,236132.535751236,254486.160192417,247738.299864602,246451.225141373,252465.395935257,247143.252970595,1.04462698267381,0.697997955377492
"Q9DBJ1","Pgam1;Pgam2","Phosphoglycerate mutase 1;Phosphoglycerate mutase 2",0.473946784922395,18,12,24,723108.04261263,806018.521376051,869496.911277133,796726.278713585,795312.917614048,797277.504635634,734765.27941096,847494.358814624,1.08284901262345,0.736431755378052
"Q9DBL1","Acadsb","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0.739421720733427,6,18,24,52111.9005920967,47659.5811788735,42252.8965122763,47553.4227156642,43663.1326659276,45836.5562011872,45921.1147146851,39576.7833586334,1.09921733889112,0.728129626771042
"Q9DBL7","Coasy","Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase",0.881513303769401,6,6,24,12253.7123766633,12686.7501878139,12053.9561872104,12695.0842260209,10066.2110667066,9023.63535499449,9176.01728589946,9899.78563594478,1.06429100773888,0.982994767749667
"Q9DBN5","Lonp2","Lon protease homolog 2, peroxisomal",0.764966740576497,12,6,24,83577.4165958915,83739.665109554,79222.762787355,84835.4041135682,77192.4783581684,79853.0117376371,76241.9353272155,70061.1733082356,1.05614132713667,0.84922863065859
"Q9DBP5","Cmpk1","UMP-CMP kinase",0.51410437235543,6,18,24,21965.153023961,21208.7479638452,19228.3652946148,16536.6016983984,18417.9000832357,17244.1437742969,13831.2131878145,17379.6510226771,1.22152353299543,0.536584083740897
"Q9DBR0","Akap8","A-kinase anchor protein 8",0.562915742793792,24,12,24,18829.8090873407,12302.8104402318,12016.8258353032,17728.8648995194,9570.65441551837,12765.7897191201,14510.4286472997,16059.6385785234,1.34784165303454,0.673969190793107
"Q9DBR1","Xrn2","5-3 exoribonuclease 2",0.662527716186253,18,12,24,16825.5052184139,20954.5317277077,20740.3957361696,18343.2706253663,19635.1327666614,19368.4003439918,21977.2094079919,23886.3790302229,1.17160882268839,0.556308549116053
"Q9DBR3","Armc8","Armadillo repeat-containing protein 8",0.662527716186253,12,12,24,10891.0472579475,11979.5478189706,11905.4347795815,10087.3171581174,12196.584852147,11732.0118556032,10989.522562725,11302.670656235,1.10853544566602,0.490466697761969
"Q9DBR7","Ppp1r12a","Protein phosphatase 1 regulatory subunit 12A",0.917960088691796,6,12,24,35219.9899659098,33316.6592897049,29324.9330971167,29008.7415959246,28645.6868762476,27623.5367779194,24382.182849807,28479.9607968363,1.18914739166543,0.562795249841884
"Q9DBS1","Tmem43","Transmembrane protein 43",0.764966740576497,24,6,24,16782.4491101392,19937.771398893,18118.8897516541,22475.2973002705,22255.1719703738,22820.2666439938,24301.3194957791,27327.0268508587,1.27575202516605,0.566712316271512
"Q9DBS5","Klc4","Kinesin light chain 4",0.764966740576497,12,6,24,31320.0031693219,32950.399601344,31921.8917934269,31182.9673887891,34024.6424360945,34257.6366207689,31255.1090128141,34416.939843444,1.06380542546226,0.672736767336296
"Q9DBS9","Osbpl3","Oxysterol-binding protein-related protein 3",0.662527716186253,12,12,24,1990.57448082184,2380.00797206865,1550.29533199246,1790.37038279356,1753.24824302385,1770.4838120918,2311.2600655807,1538.06578185935,1.24697953598676,0.743178676734005
"Q9DBT5","Ampd2","AMP deaminase 2",0.110014104372355,24,18,24,2803.31689775572,2363.47868593297,2416.7733496938,2812.93116638964,2292.72923374924,1960.43163500638,1851.87177169915,3302.39010698235,1.43261411981149,0.180889851776395
"Q9DBV4","Mxra8","Matrix-remodeling-associated protein 8",0.0881374722838137,18,6,24,235876.49147493,262526.910128701,278023.823891883,250698.279747232,271721.855609662,274722.6702982,278865.674772591,259877.321736435,1.09710660380001,0.371704654673959
"Q9DBW3","Natd1","Protein NATD1",0.917960088691796,18,18,24,7317.95065433463,6656.90845180978,9045.98512326067,10598.0048755819,7998.64822044658,9704.85547896531,9150.77617085102,7610.12302496665,1.18878401461099,0.736292843299142
"Q9DBX2","Pdcl","Phosducin-like protein",0.963137472283814,24,6,24,17534.3899511797,21374.040825202,19258.2758558734,19859.5291288632,21065.4894644093,17774.7016591969,18331.4745362685,21674.0504816296,1.10491767508984,0.779278443888179
"Q9DBX6","Cyp2s1","Cytochrome P450 2S1",0.917960088691796,24,12,24,8469.35131119062,8076.96243918824,8457.46904553138,9586.11222999085,6141.43704360701,6354.84819274379,6395.91498152815,6767.03815387543,1.13313227293068,0.936965525450419
"Q9DBY1","Syvn1","E3 ubiquitin-protein ligase synoviolin",0.753526093088858,6,18,24,60483.0914481968,52675.0687479687,53524.4336729086,61602.5702358829,53095.6030152493,65300.1329596459,57191.7774061132,52258.9541993181,1.06556393646285,0.957624952359196
"Q9DBY5","Cbx6","Chromobox protein homolog 6",0.0734478935698448,6,18,24,46504.3328246053,36721.169154981,32123.942791722,33051.4720045642,33465.6683952787,33521.3356782131,33460.5399669372,30322.3371398304,1.26187777410816,0.417471812607033
"Q9DBZ1","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",0.314174894217207,12,18,24,289254.577880216,298653.652677208,290332.63868899,298337.64024127,292433.091377094,303822.150260888,306523.878998066,288966.10878568,1.03573762137218,0.513550369485387
"Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",0.764966740576497,24,6,24,63297.1490237217,67634.0727007641,70029.906494328,67166.7944379663,59683.3875880384,62889.334631503,57259.6989520617,67995.5128089927,1.09905445992365,0.683672633461499
"Q9DC11","Plxdc2","Plexin domain-containing protein 2",0.201692524682652,18,12,24,57362.6910632553,69199.1240969025,72943.60772038,69955.3271776221,68340.0345437603,61037.4446095907,69824.2670938092,67287.8138296095,1.13575798873705,0.45444713359295
"Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",0.613540197461213,6,18,24,266542.527463906,272582.57458036,252780.3415883,247866.284223111,264108.303423224,251030.830701302,251264.744931807,253086.488486441,1.05928314962097,0.29978996403597
"Q9DC28","Csnk1d","Casein kinase I isoform delta",0.51410437235543,6,6,24,6731.13605934548,3746.91716604883,4066.39237303805,4106.44289950312,4588.23081240022,5564.17519213617,4403.33546666807,5875.23487478321,1.33644989378295,0.706889477813772
"Q9DC50","Crot","Peroxisomal carnitine O-octanoyltransferase",0.710920177383592,18,18,24,20914.4345465413,18255.4457637793,21806.8619548378,19614.5570709693,22035.8101800226,19735.9433062412,22548.1175374511,18960.1787432995,1.16750086211746,0.0320928114761574
"Q9DC60","Ubiad1","UbiA prenyltransferase domain-containing protein 1",0.0176304654442877,6,12,24,31430.0250685575,23319.8934968714,20976.586030246,24486.3400932798,25982.9362338926,23955.0935092531,23219.072268375,22611.4952166385,1.29906338117022,0.118584747792893
"Q9DC69","Ndufa9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.00352609308885755,6,12,24,133671.003739362,125452.050983102,119569.015729196,123865.972353746,131368.429527319,122461.669967334,119640.131753405,120204.210124268,1.10798201513577,0.00898072771004062
"Q9DCD0","Pgd","6-phosphogluconate dehydrogenase, decarboxylating",0.846614950634697,12,12,24,472255.459875062,463461.306254967,425754.14874537,464266.500284076,439283.247829359,476180.76427297,480634.887741235,452128.36491399,1.03668737451882,0.889435112939764
"Q9DCD2","Xab2","Pre-mRNA-splicing factor SYF1",0.442350332594235,6,6,24,20719.2344027363,16407.9318830438,17540.9970801649,19311.3053702699,19422.875110121,17528.6605026497,17400.765785028,15762.1998770435,1.18285622364901,0.281442904819237
"Q9DCD6","Gabarap","Gamma-aminobutyric acid receptor-associated protein",0.258110014104372,12,6,24,21191.8242245801,20230.5908412587,19286.1236198038,19577.0210298403,19593.5475931351,21380.2677434122,21092.393593203,19546.8509407011,1.0635669858035,0.645640750386344
"Q9DCE5","Pak1ip1","p21-activated protein kinase-interacting protein 1",0.846614950634697,12,12,24,9519.04241943238,9053.9687886893,7789.01957133517,10556.5176722289,9254.43382516223,12430.6472383913,11842.2133219976,9000.80280198924,1.14441330668669,0.923767490532591
"Q9DCG9","Trmt112","Multifunctional methyltransferase subunit TRM112-like protein",0.0289634146341463,12,18,24,24451.386434531,29922.1925349923,33210.0055850079,25288.4260247713,21875.014175721,25880.2896206058,25774.299184133,25772.5506578832,1.273233059166,0.297226724334899
"Q9DCJ5","Ndufa8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",0.0193935119887165,6,12,24,33026.1831822555,31156.658208417,20499.0484487727,22653.0008212992,25522.0338939762,22893.9777394532,17573.3232260864,20620.7072181129,1.53781376101909,0.150559979674831
"Q9DCJ9","Npl","N-acetylneuraminate lyase",0.920310296191819,24,6,24,14345.8096117034,15097.096723043,17016.0151601435,15671.2971713213,12228.6400900735,12359.771185065,12516.8394878377,14105.7740050091,1.12051506279505,0.839445722804005
"Q9DCL8","Ppp1r2","Protein phosphatase inhibitor 2",0.914315937940762,6,12,24,174820.875203037,160135.305619582,144210.161212951,164388.10433352,159210.56956095,168745.757819524,164351.784020842,164175.90670994,1.08254258155812,0.590248298956794
"Q9DCL9","Paics","Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase",0.739421720733427,24,12,24,47823.1012602645,50096.2908793316,50596.2928655594,49097.1417966186,43842.9019056506,38834.0021325455,43020.9564885561,50445.6037709857,1.11933450567075,0.755025270189243
"Q9DCN2","Cyb5r3","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form",0.080394922425952,24,12,24,991850.223524785,968552.351952803,883225.869208811,1056898.35890459,986192.390175873,975184.630232067,1034144.08713286,1035975.9203023,1.09153388592783,0.486408021284768
"Q9DCR2","Ap3s1","AP-3 complex subunit sigma-1",0.828159645232816,6,6,24,6219.69300313658,6306.34112370419,8000.76571707268,7511.75206234037,8163.86264943538,5925.74431560522,6159.01564356445,6656.88326925841,1.17588744159263,0.684520755770129
"Q9DCS2","","UPF0585 protein C16orf13 homolog",0.201692524682652,6,12,24,7088.38034166818,5339.90096344177,4240.69874726912,3686.13801791489,5037.69722959683,3913.47191016587,3506.49570252888,4743.32676804809,1.56522179091312,0.278378107997303
"Q9DCT5","Sdf2","Stromal cell-derived factor 2",0.258110014104372,24,18,24,15304.0648631102,15249.8356961955,13191.5889137008,17783.1933801007,18721.1253068649,16457.4195823746,17199.7547233695,19566.3383039015,1.22895295877753,0.451359206091898
"Q9DCT8","Crip2","Cysteine-rich protein 2",0.750554323725055,6,12,24,26037.2708564498,29355.1752510973,23954.2339734715,26101.3776523791,25249.9975504918,20301.9392178044,19711.9340647358,22093.5416157857,1.17453100904265,0.773072069321838
"Q9DCV7","Krt7","Keratin, type II cytoskeletal 7",0.0734478935698448,6,18,24,53416.6594480569,52588.2376878888,41132.178723877,41073.8130053134,42510.010458355,42218.3336788779,37323.6237856958,37395.5320260912,1.22268419719125,0.317646194528552
"Q9DCW4","Etfb","Electron transfer flavoprotein subunit beta",0.416574279379157,6,12,24,42003.3350589333,43376.9268337054,38451.6767357756,38812.5628644632,38848.6092009219,36553.0082334946,35124.2506991844,37228.658658054,1.09889126890486,0.616339937743833
"Q9DCX2","Atp5h","ATP synthase subunit d, mitochondrial",0.764966740576497,12,6,24,47088.8124896446,53015.3837340407,47532.9356933481,59491.8593757707,53014.9451057639,51071.7652543845,45230.6095928328,44720.1138976372,1.12341516219446,0.735647697861889
