"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"Q9CY97","Ssu72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72",0.201692524682652,18,12,24,49493.0431603768,50201.952771718,58522.5915990849,45632.9603166423,43372.4696301345,45600.6401951153,50300.4940685254,54486.6675083329,1.17183529598438,0.507038389068235
"Q9CYC6","Dcp2","m7GpppN-mRNA hydrolase",0.764966740576497,18,6,24,9817.16627542559,8268.20000283402,10843.7129947681,8043.47971864811,8875.22902406941,10218.808117086,9308.00537113456,8947.46896586182,1.18602667455963,0.531437281746238
"Q9CYD3","Crtap","Cartilage-associated protein",0.920310296191819,12,6,24,212122.782109406,187554.043615163,155571.017497893,209625.948427753,199934.583452129,222008.099379216,209542.558544834,179021.174865869,1.1285731142282,0.760651008297169
"Q9CYI4","Luc7l","Putative RNA-binding protein Luc7-like 1",0.961650876839347,12,18,24,59143.7756289792,67313.7393200839,63663.495100371,59184.0638385136,58612.0495550675,62168.7276721837,56874.4736434861,64830.2521998995,1.09958438820239,0.490669157963584
"Q9CYN2","Spcs2","Signal peptidase complex subunit 2",0.258110014104372,24,6,24,544043.628359908,604525.236608503,622681.447268874,600067.550810038,556307.478199233,593058.666881998,574066.674096134,605389.532829973,1.09552039931104,0.107641545114876
"Q9CYR6","Pgm3","Phosphoacetylglucosamine mutase",0.833148558758315,24,18,24,107742.073632584,98844.0849340494,98271.6647144183,112639.732684533,105594.28551884,117730.187150277,107697.871829942,109226.670738271,1.07718067023479,0.770166426628921
"Q9CYZ2","Tpd52l2","Tumor protein D54",0.917960088691796,24,12,24,500657.547784691,497719.821007201,559440.949388619,508043.40214595,482970.205334286,405152.833689509,439005.405085895,485107.137353244,1.10585512727696,0.786589008178868
"Q9CYZ6","","Uncharacterized protein C19orf60 homolog",0.662527716186253,12,18,24,7269.47750857633,9006.68247645303,8794.2207093565,7264.31052805635,7505.34409949101,8619.03434200588,8069.9975174134,9404.08865516815,1.19295632028714,0.425666021997518
"Q9CZ13","Uqcrc1","Cytochrome b-c1 complex subunit 1, mitochondrial",0.416574279379157,18,18,24,220537.869648562,197878.675121599,228278.434924197,210320.365188637,219427.633542575,218072.45338951,232184.297672647,206910.976252942,1.10701161995897,0.115434825946775
"Q9CZ30","Ola1","Obg-like ATPase 1",0.0881374722838137,24,6,24,113940.752266173,117192.220239071,112588.612710507,127778.610746157,109248.062827793,122978.153893073,127600.995867936,128569.622320854,1.14857114573185,0.189692918130417
"Q9CZ42","Carkd","ATP-dependent (S)-NAD(P)H-hydrate dehydratase",0.0289634146341463,6,6,24,229063.165881351,207919.588754618,209779.268485093,214045.323375404,220460.332018478,202291.393858878,198724.675564439,214140.480305084,1.10041409501134,0.0548956283814116
"Q9CZ44-3","Nsfl1c","NSFL1 cofactor p47",0.846614950634697,18,12,24,188685.689245077,202864.61920712,210596.528158544,161768.888773072,173893.003459986,186344.484363462,176528.988243175,212342.781306353,1.07344725821266,0.924668240932216
"Q9CZD3","Gars","Glycine--tRNA ligase",0.220028208744711,18,12,24,2443912.05805186,2610227.76475075,2818614.00471293,2481216.28081843,2530765.19281549,2506770.57943699,2657658.11420071,2713152.75719308,1.10082963029588,0.28531121979068
"Q9CZD5","Mtif3","Translation initiation factor IF-3, mitochondrial",0.881513303769401,12,6,24,7346.90378571241,7392.98476352297,6170.03308831437,5175.62739734353,6186.22774092594,6560.0849928759,6855.2114895368,7475.76278395333,1.10288826417087,0.892737278395375
"Q9CZE3","Rab32","Ras-related protein Rab-32",0.917960088691796,18,12,24,45538.1761702483,42296.5915227093,43037.0586025967,48128.613156437,35972.7432078225,45341.810973518,48603.0612065735,42230.7160703618,1.12426801842484,0.693301894018767
"Q9CZG9","Pdzd11","PDZ domain-containing protein 11",0.914315937940762,12,12,24,55960.7991213824,61332.0208221964,78193.4269205939,46112.038736314,57455.1153732549,55690.3526436426,54799.8375582504,56054.8874206181,1.30172522049417,0.482348258192168
"Q9CZM2","Rpl15","60S ribosomal protein L15",0.917960088691796,6,12,24,841181.863722702,651229.812126954,678881.040284804,784868.742100017,677985.609301368,689135.966612318,614381.590301165,598649.746215057,1.17467824175492,0.681393640777813
"Q9CZN7","Shmt2","Serine hydroxymethyltransferase",0.822028465187845,12,6,24,68910.5074174886,74632.2376802613,71875.0787043836,74859.1146139478,77962.6704261865,78779.7457872669,76141.1544387675,76407.5921121907,1.04452007997548,0.819504694713057
"Q9CZP7","Cdc37l1","Hsp90 co-chaperone Cdc37-like 1",0.416574279379157,6,12,24,142092.629082379,110850.832844129,101631.961562021,127568.211357724,121835.8948542,113584.950545734,114132.9793792,103509.693765689,1.22322246971754,0.347603623012753
"Q9CZT5","Vasn","Vasorin",0.930570953436807,6,18,24,76062.024265,59168.7766531223,59645.3721848124,55412.4819375027,54295.1619999263,47898.1380894407,55816.090743037,44862.0639537917,1.30000275848912,0.506325240014625
"Q9CZU3","Skiv2l2","Superkiller viralicidic activity 2-like 2",0.846614950634697,18,12,24,48343.9774334707,55709.5527584224,59115.5426910697,51099.8871489573,46358.8049039909,44606.4516699563,45489.9964696578,47794.265955515,1.1045666935949,0.904843209530849
"Q9CZU6","Cs","Citrate synthase, mitochondrial",0.0736953455571227,6,12,24,1496975.05268667,1321704.69302483,1175238.57380971,1269123.71769214,1252701.54428401,1235585.0726801,1166776.77537477,1207053.71771946,1.17406429378362,0.293595801034033
"Q9CZV8","Fbxl20","F-box/LRR-repeat protein 20",0.753526093088858,6,18,24,50392.4581770481,50859.7765136243,55309.3722009814,48124.9583313798,55328.813469389,51082.1941593739,48727.9267080713,58370.3964291041,1.04466643186732,0.966070003119859
"Q9CZW5","Tomm70a","Mitochondrial import receptor subunit TOM70",0.0736953455571227,6,12,24,264537.289622999,215813.787504699,187399.155152755,210533.826727794,198919.29876764,193901.187917611,185016.914375679,195169.737359628,1.24445915821378,0.419319547088012
"Q9CZX0","Elp3","Elongator complex protein 3",0.923579946146942,18,6,24,315908.279583138,345225.376673736,349580.891446168,265347.608809291,253553.717811341,164805.302383342,224380.543436764,144811.262615162,1.39936369750971,0.755365494974242
"Q9CZX7","Tmem55a","Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",0.258110014104372,6,6,24,62627.4911141129,57603.5160255139,62429.5297386547,65052.9226480748,67524.7918710887,58563.8703485016,65079.8553234321,62886.7466984022,1.12038573861135,0.0832554779354415
"Q9CZX8","Rps19","40S ribosomal protein S19",0.442350332594235,6,6,24,86617.5887877571,64311.8954189614,69250.272244143,64763.5000151598,66467.3155626265,62605.5266636834,60057.5159299034,64551.3777759947,1.20617722798293,0.406019214343522
"Q9CZX9","Emc4","ER membrane protein complex subunit 4",0.220028208744711,6,12,24,6158.23764685727,6368.50379346258,5316.45786790079,6081.66840695102,6447.60788369429,5444.19215900516,5626.11604407456,5491.27228069354,1.15200003508827,0.375975081518212
"Q9D024","Ccdc47","Coiled-coil domain-containing protein 47",0.080394922425952,24,12,24,47994.0181325914,43733.561874443,49713.4156090991,54543.8189225351,56921.4389796676,43958.3407880394,50331.7012653126,53098.962118325,1.22751106741482,0.0940833341601562
"Q9D032","Ssbp3","Single-stranded DNA-binding protein 3",0.881513303769401,18,18,24,7938.10804900723,8796.50946476574,7417.20035293102,10333.869680901,6825.07996922351,6715.10104665107,7959.94625580221,6989.66589367964,1.17342782285155,0.868118978921775
"Q9D051","Pdhb","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",0.442350332594235,12,6,24,592631.559274536,597239.618973848,524169.796713295,584854.19334049,559310.620814056,571954.663869301,570943.925949627,552377.92538132,1.06764645410532,0.550072157530023
"Q9D0B0","Srsf9","Serine/arginine-rich splicing factor 9",0.917960088691796,12,18,24,154562.83616399,158186.209860126,144327.637520791,168613.872332191,151886.294237854,163760.741234569,163742.601182382,155234.386518108,1.05677656329336,0.670859321845637
"Q9D0E1","Hnrnpm","Heterogeneous nuclear ribonucleoprotein M",0.828159645232816,6,18,24,2106937.99376283,2054715.13600706,1966024.60545647,2015924.9873441,2013454.80021382,1875416.93293314,1885671.82760996,1800148.18079396,1.0797468005539,0.569640359655517
"Q9D0F3","Lman1","Protein ERGIC-53",0.110014104372355,24,6,24,43513.0073672899,59357.2942076571,59656.1090449055,60875.9515028716,51805.8561854872,57444.4742125665,58983.6579312827,57615.9482910539,1.24466199610635,0.0674946401675953
"Q9D0F9","Pgm1","Phosphoglucomutase-1",0.753526093088858,6,6,24,1086111.71918787,1072334.29958055,1072522.59162376,1097637.80480669,1084614.96597699,1126993.03633669,1144068.68423944,1080966.08802786,1.02112868055282,0.893448449673034
"Q9D0I9","Rars","Arginine--tRNA ligase, cytoplasmic",0.881513303769401,6,18,24,1253916.0364945,1265517.715898,1219741.85843919,1242513.88472895,1325679.05341649,1297558.38494811,1318595.76752307,1288273.2834007,1.01928566826795,0.947876198604352
"Q9D0K2","Oxct1","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",0.828159645232816,24,6,24,222510.03554166,237112.735155292,237026.490229349,229825.326897416,234600.755162067,227014.206652611,236318.516959962,252504.636847305,1.05517081100223,0.633199507827017
"Q9D0L7","Armc10","Armadillo repeat-containing protein 10",0.258110014104372,12,6,24,152571.794697178,149360.931068226,123661.605628302,141470.375643206,144079.630901854,154235.404673529,150211.252441343,132709.969045454,1.10853020588317,0.466617643574177
"Q9D0L8","Rnmt","mRNA cap guanine-N7 methyltransferase",0.833148558758315,12,6,24,332176.007395419,343948.813628533,297104.183478201,326841.028188733,304180.383083601,307313.200893229,323473.948611377,299782.610756092,1.04944402782751,0.894083969912861
"Q9D0M3","Cyc1","Cytochrome c1, heme protein, mitochondrial",0.710920177383592,6,12,24,177738.603668334,140602.501731013,118264.296419123,169796.257627751,141972.648776522,136638.905662695,146629.767680652,128248.388523256,1.20694004047004,0.650649520062697
"Q9D0M5","Dynll1;Dynll2","Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",0.220028208744711,24,12,24,1506013.37972803,1334974.85378222,1452617.46411694,1489150.56726793,1468377.64936912,1460464.76598559,1521549.2844312,1556968.3190336,1.08967436275892,0.30084293379482
"Q9D0R2","Tars","Threonine--tRNA ligase, cytoplasmic",0.812361419068736,12,18,24,912385.216312596,895129.367553823,822168.584450767,996270.639168445,857180.713722378,1000173.60285634,980924.802306007,895468.534158507,1.07105530132619,0.807232645590353
"Q9D0R4","Ddx56","Probable ATP-dependent RNA helicase DDX56",0.739421720733427,6,12,24,48099.5569663234,38751.1328776192,32728.5486886111,39920.3699730441,34059.4700189228,38661.165813934,37044.044016832,32449.126420481,1.17752578483208,0.748433526319364
"Q9D0T1","Nhp2l1","NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",0.750554323725055,6,12,24,576455.724965361,493844.017255588,467447.820901977,528467.45357758,493861.882095489,528880.75497527,501048.157660826,472679.943275276,1.10513376488062,0.655599145266594
"Q9D115","Znf706","Zinc finger protein 706",0.750554323725055,6,6,24,148451.110321733,124358.816551976,133799.223097635,144142.349097251,131470.659745571,109116.721641033,136322.214153599,118084.190138202,1.19893403923069,0.368726984043501
"Q9D154","Serpinb1a","Leukocyte elastase inhibitor A",0.51410437235543,24,6,24,141832.704680365,145068.442843964,151929.973933926,148614.274502483,146704.694980701,163612.509031612,163124.51511425,166779.008173236,1.09307591683504,0.55200331237768
"Q9D172","D10Jhu81e","ES1 protein homolog, mitochondrial",0.51410437235543,6,18,24,311743.969376511,253066.509209397,217495.161891144,260564.3318208,273685.022343215,290177.699983531,274590.28881275,230394.992515611,1.1924185216586,0.436890627024354
"Q9D187","Fam96b","Mitotic spindle-associated MMXD complex subunit MIP18",0.846614950634697,18,12,24,92181.4466665878,115370.964907829,112141.707669357,106331.307077541,111765.958449032,99930.1726148923,103066.632040855,109710.880431266,1.05930343848371,0.884618920110313
"Q9D1A2","Cndp2","Cytosolic non-specific dipeptidase",0.739421720733427,18,12,24,652316.851857478,693596.046344477,727828.126686485,681698.957476087,757497.327441408,692411.452791042,805090.605584949,911608.594008006,1.14956632808832,0.676357186484297
"Q9D1C9","Rrp7a","Ribosomal RNA-processing protein 7 homolog A",0.846614950634697,6,12,24,109266.315903828,116737.560254604,97630.1347453548,125893.906365263,106571.537096708,94328.9393720169,101676.718567479,89086.9936959996,1.08294245487763,0.948827233045557
"Q9D1H7","Get4","Golgi to ER traffic protein 4 homolog",0.710920177383592,18,12,24,92584.922561917,99924.6608612361,113206.626790029,111095.5197083,109629.173616006,108628.385633614,109019.129470387,98639.5965717687,1.09896273534208,0.692429102662185
"Q9D1J3","Sarnp","SAP domain-containing ribonucleoprotein",0.917960088691796,6,18,24,240108.878899174,251878.597538064,254706.994292818,239590.278607575,259331.29325017,224629.602088748,248345.495244114,233990.000765808,1.06223276484938,0.562246594762528
"Q9D1K2","Atp6v1f","V-type proton ATPase subunit F",0.963137472283814,24,6,24,73570.2804197484,88071.1750029839,74023.3789818149,83179.8671416719,87097.1136985698,87944.0194823618,90399.3555073287,94070.732986899,1.10321450784246,0.705957367534839
"Q9D1L0","Chchd2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",0.914315937940762,6,12,24,368060.89201384,270165.846485294,241683.430535484,291243.921142239,287869.283190563,306516.513553239,324983.266326813,284780.910356198,1.15752377691572,0.738343655178182
"Q9D1M0","Sec13","Protein SEC13 homolog",0.750554323725055,18,18,24,59436.4450886096,61105.8416030486,65916.5854820739,62757.8900702086,68547.7005040572,57943.6846315953,68439.95255868,66111.8027429998,1.12857683932266,0.346909541438605
"Q9D1M7","Fkbp11","Peptidyl-prolyl cis-trans isomerase FKBP11",0.254573170731707,18,12,24,57540.1457394417,65816.8973831891,61817.9103308498,75072.0822578266,57073.917949264,75978.1166507817,80673.357270992,75317.6331188712,1.31214015572434,0.201800377697237
"Q9D1P4","Chordc1","Cysteine and histidine-rich domain-containing protein 1",0.0315964523281596,12,18,24,348501.370618581,399047.30587861,355993.437302369,346779.679341134,325215.983204538,383458.686281366,374185.30378278,362081.362167697,1.16147519092319,0.0602460355790966
"Q9D1Q4","Dpm3","Dolichol-phosphate mannosyltransferase subunit 3",0.0176304654442877,6,12,24,51697.2170330084,45597.8142727843,42138.823820028,45968.8091056905,48993.3989184375,42355.5294678167,40269.216018912,41366.5438209864,1.22185427718264,0.0692265121226013
"Q9D1Q6","Erp44","Endoplasmic reticulum resident protein 44",0.314174894217207,6,18,24,644424.415038289,629205.793739973,508024.178885776,564474.790041991,687212.752856403,709331.287995619,636721.81283649,630843.895872821,1.16928741521232,0.399312153628221
"Q9D273","Mmab","Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",0.0734478935698448,18,18,24,25698.8928081216,26524.2734610236,30193.6801918791,27607.6594712601,27193.1514192857,23313.8677296593,29298.4177742593,30252.7980227258,1.19370619659588,0.118801619191583
"Q9D281","Fam114a1","Protein Noxp20",0.917960088691796,18,18,24,20994.6627396172,16892.9304306707,17354.623341564,16880.4515909503,16815.3114584665,15183.0681435671,17151.3835683494,16155.7420486222,1.17876218601815,0.408367747655533
"Q9D2M8","Ube2v2","Ubiquitin-conjugating enzyme E2 variant 2",0.258110014104372,6,18,24,485620.103902691,443262.926598526,390330.65848736,419162.15608349,420465.783537158,395650.005337975,405130.451902799,380702.460791309,1.13907000053771,0.397309933485453
"Q9D2N9","Vps33a","Vacuolar protein sorting-associated protein 33A",0.923579946146942,24,6,24,232790.554656048,235471.188733695,230956.770975104,250503.487449584,255487.177136556,258324.381594601,258426.337665095,259155.263647325,1.04378864304503,0.882517392076821
"Q9D2R0","Aacs","Acetoacetyl-CoA synthetase",0.473946784922395,18,12,24,529188.897416342,568387.226945333,580072.016866395,602527.248073594,570567.294108731,689084.632099409,655598.220100186,601877.366386392,1.143409665465,0.498612506760495
"Q9D2R6","Coa3","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",0.212860310421286,12,6,24,87447.7964807156,87820.7249333077,76542.1576593871,77738.1289685355,76637.1430200361,78122.6235214271,76204.3031193251,79803.8292577434,1.08639733849638,0.602920244523082
"Q9D2V8","Mfsd10","Major facilitator superfamily domain-containing protein 10",0.201692524682652,24,12,24,72889.9752295684,76186.4090399559,80847.2156832954,78028.5393920066,77658.5788447755,70986.4174665128,76046.4314179312,82146.4154445711,1.08834598504866,0.333478469759368
"Q9D2Y4","Mlkl","Mixed lineage kinase domain-like protein",0.100846262341326,12,6,24,77949.6750336337,73138.3040608004,65100.9554185121,74107.8998960916,76117.9348014048,78844.1417442891,72623.9565034581,70522.0391914183,1.11866188683662,0.247828937479304
"Q9D358","Acp1","Low molecular weight phosphotyrosine protein phosphatase",0.930570953436807,6,18,24,392398.987647206,392738.977055941,395400.086061225,378136.102751561,419771.137867713,367213.89485897,383466.691250772,389746.238357409,1.06871117345531,0.404949509490955
"Q9D379","Ephx1","Epoxide hydrolase 1",0.473946784922395,12,12,24,4430585.61810513,4481898.04640045,4463066.03016969,4468967.86152822,4497499.7609859,4569888.14926309,4544677.08306727,4243651.78053884,1.03892819467969,0.390109493847193
"Q9D3D9","Atp5d","ATP synthase subunit delta, mitochondrial",0.220028208744711,6,12,24,20176.6433809967,19684.9047057375,15795.4579810603,17754.3301400537,18174.9473704862,15110.7948194752,12345.475263127,15774.7128155196,1.36284004580426,0.290820070044543
"Q9D4H2","Gcc1","GRIP and coiled-coil domain-containing protein 1",0.914315937940762,18,12,24,69028.8416673456,76431.126167352,76398.2775457467,83549.1032515137,79334.2880663285,79687.364275863,82487.321477182,73410.8459122463,1.07092374842822,0.79304118371275
"Q9D4H8","Cul2","Cullin-2",0.0315964523281596,6,6,24,50405.5337847671,46755.9104596326,45968.4070597912,49977.263182036,50850.0036448298,43587.7602806474,49346.838849059,48651.7407058536,1.12078175039717,0.121600817314572
"Q9D4J7","Phf6","PHD finger protein 6",0.110014104372355,12,6,24,24198.0932335743,21822.7377127714,13513.9009962286,14702.0770777505,17043.0769193011,17045.6908249831,13688.7615130684,17434.0105094993,1.51607108821721,0.19642063885012
"Q9D554","Sf3a3","Splicing factor 3A subunit 3",0.442350332594235,12,18,24,117253.177290187,140177.238768092,144873.144274227,132302.39515558,125050.51540356,135658.487342183,118935.858750617,134762.398650735,1.13838845394284,0.445878373562746
"Q9D5V5","Cul5","Cullin-5",0.753526093088858,6,18,24,174459.428046805,191422.733496794,180445.259079732,183057.345842374,196215.309494872,179900.636098042,182361.090143219,176289.867065728,1.03332753464209,0.888856990369923
"Q9D662","Sec23b","Protein transport protein Sec23B",0.254573170731707,24,12,24,207723.475212908,173573.479247439,196071.681133735,225550.475586016,195558.177117378,207815.615207239,199731.383018443,230110.056496101,1.19473927993047,0.183852855087953
"Q9D666","Sun1","SUN domain-containing protein 1",0.930570953436807,18,18,24,21083.7636665024,18257.5380784801,22074.4067683025,19039.6629673633,17948.9406159487,19618.1878062148,19177.5567126922,20064.4968463456,1.08913987831093,0.784598657784453
"Q9D6J6","Ndufv2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0.923579946146942,18,6,24,56972.7577616351,59429.2698333619,66686.7308645493,53089.3961078454,59053.1989375588,51713.497291502,57976.3630476916,58859.7343755732,1.12164828298892,0.530489847620108
"Q9D6K7","Ttc33","Tetratricopeptide repeat protein 33",0.258110014104372,6,18,24,104489.049226493,98346.1140352782,76467.8969555727,69838.7678920113,85824.0009382182,65594.7748384739,61107.3627441726,61779.0439480634,1.44595209040518,0.309731631106161
"Q9D6L8","Ppil3","Peptidyl-prolyl cis-trans isomerase-like 3",0.201692524682652,12,12,24,33635.7866935549,33881.6888746343,23926.7987690067,24131.7232836672,27636.3800604534,29405.6645130576,33462.9263996327,23077.6534574061,1.34056744139624,0.331596506380869
"Q9D6N5","Drap1","Dr1-associated corepressor",0.76163610719323,12,18,24,37989.3102835962,32863.0454625889,31627.4274748294,39404.8420818552,37343.9190054957,41896.4551452716,41878.9566578919,37727.022330637,1.04932197825463,0.974107303328214
"Q9D6R2","Idh3a","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.750554323725055,12,6,24,216614.253360882,235620.789234797,216539.055329534,218043.899546189,214940.766590645,219736.015612583,214254.845259695,223098.103212824,1.05701776237907,0.274304171891475
"Q9D6T0","Nosip","Nitric oxide synthase-interacting protein",0.917960088691796,6,6,24,71059.4835461063,67951.8953038034,76242.1237880036,61675.3703998619,68031.437901884,64889.8618623911,67982.0328387649,69375.4232537203,1.10052104688514,0.482719269984727
"Q9D6Y7","Msra","Mitochondrial peptide methionine sulfoxide reductase",0.473946784922395,12,12,24,36542.8678782807,35503.023536222,33766.445164284,34539.7760353256,32567.2553755545,35953.2955708491,33821.1666615747,27273.1801893839,1.15600876371784,0.486715118321289
"Q9D6Z0","Alkbh7","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.833148558758315,12,18,24,28909.2346947302,33637.0972861202,35859.668753053,31175.6577386746,29318.4136938134,36174.125102713,27583.490524932,33825.447087777,1.19893597493401,0.44298778338573
"Q9D6Z1","Nop56","Nucleolar protein 56",0.442350332594235,6,18,24,529146.401691255,385962.367280103,349989.067467481,396330.908456357,439232.496590501,415096.085836412,470510.079887133,348207.210859085,1.30064381280051,0.377935981771232
"Q9D706","Rpap3","RNA polymerase II-associated protein 3",0.881513303769401,12,18,24,25404.0378540582,24899.5910959147,20088.3455007324,27353.6985193064,22053.2239714367,29425.0035504653,26644.5210451302,24462.3844603991,1.16244944215153,0.636156692030538
"Q9D710","Tmx2","Thioredoxin-related transmembrane protein 2",0.416574279379157,18,12,24,31525.8505936982,33089.8732992939,38217.5286110541,31845.1722996421,32587.5628019599,37114.4680776449,32647.0876683308,37768.1509234968,1.10530094290977,0.718391665340531
"Q9D727","","Uncharacterized protein C6orf226 homolog",0.920310296191819,24,18,24,23994.4873419499,21271.2035576617,26962.5144570204,24709.38320083,30109.1384412601,26716.2220438376,20331.1215633422,31687.1705193451,1.19247658809513,0.699263990892747
"Q9D787","Ppil2","Peptidyl-prolyl cis-trans isomerase-like 2",0.258110014104372,6,18,24,20289.1403059791,16591.0094193568,14281.4678820438,13215.55106999,15077.7442912932,11829.4158031745,11038.3526471096,11649.8534164106,1.42233296935166,0.35999609403817
"Q9D7B6","Acad8","Isobutyryl-CoA dehydrogenase, mitochondrial",0.201692524682652,6,12,24,42705.7753850376,39864.7673770773,33661.5519201462,38363.8096148614,35590.5841266937,34927.4153247028,32769.1169863558,33401.9559159113,1.17861765959228,0.460964016036906
"Q9D7B7","Gpx8","Probable glutathione peroxidase 8",0.812361419068736,6,6,24,391691.223680816,409590.584271272,389017.997407574,371322.224717051,380313.652417743,367790.117172513,371959.496364872,410072.583826126,1.0268303792659,0.967856488624123
"Q9D7E4","","UPF0449 protein C19orf25 homolog",0.0289634146341463,24,6,24,13100.4513736666,18581.3237784164,21028.2591033169,24558.3500248139,20158.326231089,19797.4029696257,21194.5512697445,22010.1562143018,1.40018694591039,0.278911471789795
"Q9D7S7","Rpl22l1","60S ribosomal protein L22-like 1",0.0881374722838137,12,6,24,59267.9939023097,44283.8406407323,37765.3840646906,38570.3566201261,38624.0492638799,40608.6372563321,36265.9751722299,39323.0373767502,1.32230509037269,0.463556667522154
"Q9D7X3","Dusp3","Dual specificity protein phosphatase 3",1,6,18,24,184339.917622469,204559.331345262,192187.732870388,190363.044794728,212614.595946519,189486.116052904,194717.304353476,194995.684436728,1.0300908827488,0.953651574465977
"Q9D820","Prorsd1","Prolyl-tRNA synthetase associated domain-containing protein 1",0.258110014104372,6,18,24,208624.309866989,183973.779315027,179609.516742221,191106.851083414,198026.343801941,198639.150830972,188528.458301218,171800.90166998,1.1205344900561,0.274144062812358
"Q9D824","Fip1l1","Pre-mRNA 3-end-processing factor FIP1",0.442350332594235,18,6,24,223213.699371058,216029.400534608,253229.000007179,215868.784741824,223069.801657253,213371.346023879,237159.091984011,188437.673894444,1.21291184327175,0.086035221920142
"Q9D880","Timm50","Mitochondrial import inner membrane translocase subunit TIM50",0.846614950634697,18,12,24,19151.7492288221,23336.422783007,28150.5825781848,21877.7827929315,24884.307930795,19202.8541337225,19273.7483074949,21324.7138549949,1.11483631888038,0.950371923343467
"Q9D898","Arpc5l","Actin-related protein 2/3 complex subunit 5-like protein",0.750554323725055,12,18,24,37672.0400020144,43262.9584519572,42549.8877576008,42187.2505200637,39691.2287794982,41037.9436364802,39210.9249043357,42250.0803554789,1.09143954496039,0.230162139029725
"Q9D8B3","Chmp4b","Charged multivesicular body protein 4b",0.220028208744711,12,12,24,15386.5345889379,18331.5014031505,16881.5207743463,14430.1383376771,15996.256811555,16060.3111807376,11994.7614427631,13926.7979587738,1.21281834625388,0.490819525594981
"Q9D8E6","Rpl4","60S ribosomal protein L4",0.220028208744711,6,12,24,378581.43258735,305342.468928204,268999.188720969,316215.661514749,288490.643655246,307856.313964718,261054.075420447,270423.677570355,1.25850008172881,0.370601198528044
"Q9D8N0","Eef1g","Elongation factor 1-gamma",0.442350332594235,24,6,24,775322.455969244,808601.170026885,851044.683791232,849790.584941308,801654.110771404,804906.532139627,791938.975000111,828183.089582002,1.0640447739762,0.324144820557122
"Q9D8N2","Fam45a","Protein FAM45A",0.416574279379157,12,12,24,29999.6469812969,24596.4565420745,23294.7886096128,23548.8577102741,22089.004547825,26654.9648834627,23661.3149611982,21579.270100927,1.15423914209428,0.630089718648149
"Q9D8S3","Arfgap3","ADP-ribosylation factor GTPase-activating protein 3",0.846614950634697,18,12,24,1931.41669561317,2307.12218946908,2900.39618328522,1936.15839095715,2521.56897823326,2352.18383204197,1968.32968723899,4194.22415559541,1.37669038159227,0.865315775735249
"Q9D8T2","Gsdmdc1","Gasdermin-D",0.258110014104372,12,6,24,61741.1517051606,58883.8033908843,47178.9596718327,53009.7801890298,47566.5076518168,52819.5687294118,44094.3004862886,46166.2813772462,1.22383458119916,0.391935816047888
"Q9D8U8","Snx5","Sorting nexin-5",0.51410437235543,24,6,24,210565.570627271,221322.224417283,247828.080902675,236570.997994032,240516.254759759,227880.889157836,223337.516312852,262652.424821242,1.11135343395564,0.495331945344417
"Q9D8V0","Hm13","Minor histocompatibility antigen H13",0.828159645232816,12,12,24,228570.122073147,208544.667771458,161756.727845902,173707.61189244,148094.679405817,172728.992016464,157604.971647204,148654.734746164,1.19386156947775,0.691085107688719
"Q9D8W5","Psmd12","26S proteasome non-ATPase regulatory subunit 12",0.442350332594235,24,6,24,268245.625369306,310083.654040035,286157.846316356,351640.99178355,263433.410711204,325049.123226106,333739.032815037,308532.036829303,1.24167586798153,0.141032157456571
"Q9D8Y0","Efhd2;Efhd1","EF-hand domain-containing protein D2;EF-hand domain-containing protein D1",0.220028208744711,6,12,24,253601.411710015,199790.946142322,190147.626312819,180132.498005987,204139.884124974,165612.023747453,168249.01218432,191892.06543439,1.2771919339267,0.257861502092768
"Q9D8Z6","Atg101","Autophagy-related protein 101",0.00352609308885755,6,12,24,91461.8212560528,80532.1466733507,59760.3731358583,71220.3905427221,84255.9799889426,73131.0255886629,69540.8323182835,74377.5216920559,1.35898037940037,0.0523301100884833
"Q9D906","Atg7","Ubiquitin-like modifier-activating enzyme ATG7",0.0315964523281596,24,6,24,65488.6208774262,69966.6897448615,71981.4159066511,82807.5688811064,68381.0132668393,77651.9052758355,74261.4715475786,80345.4753896452,1.21874572462735,0.0435433669835948
"Q9D945","Llph","Protein LLP homolog",0.100846262341326,12,18,24,107777.097581832,126755.98150459,139091.22650321,119633.882495516,126257.178522048,144281.16673836,124915.616584401,119980.61827281,1.15810877259127,0.333010846244322
